"1","2","3"
"YLR190W",6,6,6
"YMR032W",2,5,5
"YOL070C",2,2,2
"YLR297W",2,2,2
"YHR151C",2,2,2
"YNL058C",2,2,2
"YER111C",4,3,4
"YML109W",4,4,4
"YNR016C",6,6,6
"YBR067C",6,6,6
"YGL055W",4,4,4
"YLR050C",3,2,3
"YGR109C",1,1,1
"YPR120C",1,1,1
"YDL127W",1,1,1
"YNL289W",1,1,1
"YPL256C",1,1,1
"YMR199W",1,1,1
"YJL187C",1,1,1
"YDL003W",4,4,4
"YMR076C",1,1,1
"YKL042W",1,1,1
"YFL008W",1,1,1
"YPL241C",1,1,1
"YMR078C",4,4,4
"YLR212C",1,1,1
"YNL225C",1,1,1
"YPL209C",3,1,3
"YJL074C",1,1,1
"YNL233W",3,2,3
"YLR313C",3,5,5
"YGR041W",1,5,5
"YGR152C",6,5,5
"YDR507C",1,1,1
"YIL159W",4,4,4
"YGL027C",3,1,3
"YML102W",4,4,4
"YPR018W",4,4,4
"YBL035C",4,3,4
"YNL102W",4,4,4
"YBR278W",4,4,4
"YPR175W",4,3,4
"YNL262W",4,4,4
"YBR088C",4,4,4
"YLR103C",4,4,4
"YAR007C",3,4,3
"YNL312W",3,4,3
"YJL173C",3,4,3
"YER070W",4,4,4
"YOR074C",4,4,4
"YDL164C",3,4,3
"YKL045W",4,4,4
"YBR252W",1,1,1
"YLR032W",4,4,4
"YML060W",4,4,4
"YDR097C",4,4,4
"YNL082W",1,3,1
"YOL090W",4,4,4
"YLR383W",1,1,1
"YKL113C",4,4,4
"YLR234W",4,4,4
"YPL153C",3,2,3
"YDL101C",1,1,1
"YML021C",4,4,4
"YML061C",4,4,4
"YMR179W",4,3,4
"YML027W",4,4,4
"YDL227C",1,3,5
"YLR382C",4,3,4
"YJL196C",4,4,4
"YKL165C",1,1,1
"YLL002W",4,4,4
"YPL124W",1,1,1
"YKL101W",1,1,1
"YLR457C",3,6,3
"YBR070C",3,2,3
"YLR233C",4,3,4
"YPL057C",1,1,1
"YBR073W",4,4,4
"YGL200C",3,2,3
"YHR153C",1,1,1
"YNL272C",3,2,3
"YKR077W",4,3,4
"YDL105W",4,3,4
"YPL267W",1,1,1
"YDL156W",4,4,4
"YOL017W",4,4,4
"YBR071W",3,2,3
"YLL022C",4,4,4
"YLR236C",3,1,3
"YCL022C",3,1,3
"YCL024W",1,1,1
"YLR121C",3,4,3
"YHR154W",1,1,1
"YHR110W",3,2,3
"YDL010W",4,4,4
"YPR174C",3,2,3
"YJL181W",3,2,3
"YLR183C",4,4,4
"YOL007C",3,2,3
"YIL026C",3,5,3
"YKL108W",4,4,4
"YLR326W",3,2,3
"YLR381W",3,2,3
"YNL273W",4,4,4
"YJL018W",3,1,3
"YBR089W",3,1,3
"YLR349W",3,3,3
"YCL061C",4,4,4
"YDR309C",3,2,3
"YKR013W",6,6,6
"YDL018C",3,2,3
"YKR083C",1,1,1
"YDR383C",3,2,3
"YDR013W",4,3,4
"YGR238C",6,6,6
"YNL309W",4,3,4
"YPL208W",1,1,1
"YLR376C",4,4,4
"YNL300W",3,2,3
"YAR003W",4,4,4
"YCL060C",3,1,3
"YDL103C",4,4,4
"YNL303W",1,1,1
"YNL310C",3,2,3
"YOR144C",3,4,3
"YDR488C",6,6,6
"YOR026W",1,1,1
"YIL140W",1,5,5
"YKL067W",4,4,4
"YJL115W",4,4,4
"YDL197C",4,4,4
"YCR065W",4,4,4
"YBR275C",4,4,4
"YKL127W",1,1,1
"YAR008W",4,4,4
"YDL095W",6,6,6
"YOL019W",3,2,3
"YLR151C",1,1,1
"YOR284W",3,2,3
"YMR048W",4,4,4
"YJR155W",1,1,1
"YLR126C",1,1,1
"YNL304W",3,2,3
"YGR189C",3,2,3
"YAL034W-A",3,2,3
"YBR276C",1,1,1
"YDL096C",3,1,3
"YFR026C",6,6,6
"YFR027W",4,4,4
"YNL072W",4,4,4
"YDL179W",4,3,4
"YLR079W",1,1,1
"YJL194W",4,3,4
"YLR274W",4,3,4
"YGR044C",4,3,4
"YJL157C",6,6,6
"YKL185W",4,3,4
"YHR005C",6,6,6
"YNR001C",2,2,2
"YKL150W",2,2,2
"YLR395C",1,3,1
"YOR065W",1,3,1
"YDL181W",6,6,6
"YGR183C",2,2,2
"YLR258W",4,4,4
"YML110C",6,6,6
"YLR273C",4,4,4
"YCR005C",2,2,2
"YCL040W",2,2,2
"YMR256C",1,3,1
"YIL009W",4,4,4
"YLL040C",6,6,6
"YGR281W",6,6,6
"YBR083W",4,3,4
"YBR054W",2,2,2
"YKL116C",4,3,4
"YPR002W",4,4,4
"YNR067C",2,2,2
"YBR158W",1,3,1
"YDL117W",4,5,5
"YMR007W",6,3,6
"YNL046W",2,2,2
"YOR264W",2,2,2
"YPL066W",6,6,6
"YBR052C",2,2,2
"YPL158C",2,5,5
"YHR022C",2,2,2
"YPL004C",2,2,2
"YBR157C",2,2,2
"YNL078W",4,4,4
"YOR066W",4,3,4
"YBR053C",2,2,2
"YDR511W",2,2,2
"YDR033W",2,2,2
"YKL163W",6,6,6
"YBR231C",4,4,4
"YDR368W",6,6,6
"YLR049C",3,2,3
"YLR286C",3,2,3
"YHR038W",4,4,4
"YGL089C",6,6,6
"YPL187W",6,6,6
"YNL173C",6,6,6
"YJR148W",1,3,1
"YOR317W",2,2,2
"YOR316C",2,2,2
"YPL014W",3,2,3
"YJL078C",6,6,6
"YKL161C",2,2,2
"YHR113W",3,2,3
"YDL119C",2,2,2
"YDL124W",2,2,2
"YHR039C",4,4,4
"YDR493W",4,4,4
"YGL028C",2,2,2
"YNL073W",4,3,4
"YER017C",4,4,4
"YKL066W",3,3,3
"YAL040C",4,4,4
