"1","2","3","4"
"YJL079C",5,5,5,5
"YAR018C",1,1,1,1
"YAL022C",1,6,6,4
"YGR279C",2,6,6,1
"YGL201C",5,5,5,5
"YNL057W",1,1,1,1
"YML119W",2,2,2,2
"YOL137W",2,2,2,2
"YPL186C",2,2,2,2
"YCL038C",1,6,6,4
"YKR021W",2,6,6,2
"YPR157W",2,2,2,2
"YJL051W",5,5,5,5
"YOL014W",2,2,2,2
"YGR230W",6,3,3,6
"YLR190W",6,3,3,6
"YMR032W",6,3,3,6
"YOL070C",2,2,2,2
"YLR297W",2,2,2,2
"YHR151C",2,2,2,2
"YNL058C",2,2,2,2
"YER111C",4,4,4,4
"YML109W",4,4,4,4
"YNR016C",1,6,6,5
"YBR067C",6,6,6,6
"YGL055W",1,5,5,5
"YLR050C",2,2,2,2
"YGR109C",5,1,1,1
"YPR120C",5,5,5,5
"YDL127W",1,1,1,1
"YNL289W",1,1,1,1
"YPL256C",1,1,1,1
"YMR199W",6,1,1,1
"YJL187C",1,1,1,1
"YDL003W",6,5,5,6
"YMR076C",6,3,3,6
"YKL042W",1,3,3,6
"YFL008W",6,3,3,6
"YPL241C",1,5,5,5
"YMR078C",5,5,5,5
"YLR212C",6,3,3,6
"YNL225C",6,3,3,6
"YPL209C",1,5,5,6
"YJL074C",6,3,3,6
"YNL233W",2,2,2,2
"YLR313C",4,4,4,4
"YGR041W",6,4,4,6
"YGR152C",1,6,6,1
"YDR507C",1,1,1,1
"YIL159W",1,4,4,6
"YGL027C",1,5,5,5
"YML102W",6,5,5,6
"YPR018W",6,5,5,6
"YBL035C",5,5,5,5
"YNL102W",5,5,5,5
"YBR278W",5,5,5,5
"YPR175W",5,5,5,5
"YNL262W",5,5,5,5
"YBR088C",3,3,3,3
"YLR103C",5,5,5,5
"YAR007C",5,5,5,5
"YNL312W",5,5,5,5
"YJL173C",5,5,5,5
"YER070W",5,5,5,5
"YOR074C",5,5,5,5
"YDL164C",5,5,5,5
"YKL045W",5,5,5,5
"YBR252W",1,3,3,3
"YLR032W",5,5,5,5
"YML060W",5,5,5,5
"YDR097C",3,3,3,3
"YNL082W",3,3,3,3
"YOL090W",3,3,3,3
"YLR383W",5,5,5,5
"YKL113C",5,5,5,5
"YLR234W",5,5,5,5
"YPL153C",5,5,5,5
"YDL101C",5,5,5,5
"YML021C",5,5,5,5
"YML061C",5,5,5,5
"YMR179W",4,4,4,4
"YML027W",4,4,4,4
"YDL227C",5,5,5,5
"YLR382C",5,5,5,5
"YJL196C",1,5,5,5
"YKL165C",1,5,5,5
"YLL002W",3,3,3,3
"YPL124W",1,3,3,6
"YKL101W",1,1,1,1
"YLR457C",1,2,2,6
"YBR070C",1,5,5,5
"YLR233C",5,5,5,5
"YPL057C",1,5,5,5
"YBR073W",5,5,5,5
"YGL200C",2,2,2,2
"YHR153C",6,3,3,6
"YNL272C",1,2,2,2
"YKR077W",4,4,4,4
"YDL105W",5,5,5,5
"YPL267W",5,1,1,1
"YDL156W",6,1,1,6
"YOL017W",4,4,4,4
"YBR071W",2,2,2,2
"YLL022C",1,3,3,3
"YLR236C",1,1,1,1
"YCL022C",1,1,1,1
"YCL024W",1,1,1,6
"YLR121C",6,6,6,6
"YHR154W",3,3,3,3
"YHR110W",5,5,5,5
"YDL010W",6,5,5,6
"YPR174C",2,2,2,2
"YJL181W",2,2,2,2
"YLR183C",6,3,3,6
"YOL007C",2,2,2,2
"YIL026C",2,2,2,2
"YKL108W",5,5,5,5
"YLR326W",2,2,2,2
"YLR381W",5,5,5,5
"YNL273W",5,5,5,5
"YJL018W",1,1,1,1
"YBR089W",1,1,1,1
"YLR349W",1,1,1,1
"YCL061C",6,5,5,6
"YDR309C",1,2,2,6
"YKR013W",5,5,5,5
"YDL018C",5,5,5,5
"YKR083C",1,3,3,6
"YDR383C",2,2,2,2
"YDR013W",5,5,5,5
"YGR238C",1,6,6,1
"YNL309W",4,4,4,4
"YPL208W",1,5,5,5
"YLR376C",3,3,3,3
"YNL300W",2,2,2,2
"YAR003W",5,5,5,5
"YCL060C",1,1,1,1
"YDL103C",5,5,5,5
"YNL303W",1,1,1,1
"YNL310C",1,5,5,5
"YOR144C",5,5,5,5
"YDR488C",6,6,6,6
"YOR026W",6,1,1,1
"YIL140W",6,3,3,6
"YKL067W",1,3,3,3
"YJL115W",1,5,5,5
"YDL197C",4,4,4,4
"YCR065W",6,4,4,6
"YBR275C",5,5,5,5
"YKL127W",1,5,5,5
"YAR008W",5,5,5,5
"YDL095W",1,6,6,5
"YOL019W",2,2,2,2
"YLR151C",3,3,3,3
"YOR284W",2,2,2,2
"YMR048W",6,3,3,6
"YJR155W",1,5,5,5
"YLR126C",1,4,4,4
"YNL304W",2,2,2,2
"YGR189C",1,5,5,5
"YAL034W-A",1,2,2,2
"YBR276C",5,1,1,1
"YDL096C",1,1,1,1
"YFR026C",6,6,6,1
"YFR027W",6,5,5,6
"YNL072W",5,5,5,5
"YDL179W",4,4,4,4
"YLR079W",1,1,1,1
"YJL194W",5,5,5,5
"YLR274W",5,5,5,5
"YGR044C",4,4,4,4
"YJL157C",1,6,6,1
"YKL185W",4,4,4,4
"YHR005C",1,6,6,1
"YNR001C",1,5,5,5
"YKL150W",1,3,3,3
"YLR395C",1,5,5,5
"YOR065W",1,3,3,3
"YDL181W",3,6,6,1
"YGR183C",1,3,3,3
"YLR258W",5,5,5,5
"YML110C",1,5,5,5
"YLR273C",4,4,4,4
"YCR005C",1,3,3,3
"YCL040W",1,5,5,5
"YMR256C",1,5,5,5
"YIL009W",1,5,5,5
"YLL040C",1,6,6,6
"YGR281W",5,5,5,5
"YBR083W",4,4,4,4
"YBR054W",2,2,2,2
"YKL116C",1,1,1,1
"YPR002W",1,5,5,5
"YNR067C",4,4,4,4
"YBR158W",6,1,1,1
"YDL117W",6,3,3,6
"YMR007W",1,1,1,1
"YNL046W",2,2,2,2
"YOR264W",2,2,2,2
"YPL066W",5,5,5,5
"YBR052C",2,2,2,2
"YPL158C",1,2,2,2
"YHR022C",2,2,2,2
"YPL004C",2,1,1,1
"YBR157C",2,2,2,2
"YNL078W",6,3,3,6
"YOR066W",4,4,4,4
"YBR053C",2,2,2,2
"YDR511W",2,2,2,2
"YDR033W",2,2,2,2
"YKL163W",6,6,6,6
"YBR231C",6,2,2,6
"YDR368W",1,3,3,3
"YLR049C",2,2,2,2
"YLR286C",1,2,2,2
"YHR038W",5,5,5,5
"YGL089C",4,6,6,1
"YPL187W",4,6,6,1
"YNL173C",4,6,6,1
"YJR148W",1,5,5,5
"YOR317W",1,5,5,5
"YOR316C",1,2,2,2
"YPL014W",2,2,2,2
"YJL078C",5,5,5,5
"YKL161C",2,2,2,2
"YHR113W",5,5,5,5
"YDL119C",5,5,5,5
"YDL124W",1,5,5,5
"YHR039C",3,3,3,3
"YDR493W",6,6,6,6
"YGL028C",2,2,2,2
"YNL073W",5,5,5,5
"YER017C",1,5,5,5
"YKL066W",1,1,1,1
"YAL040C",6,1,1,1
