"1" "2" "3" "4" "5" "6"
"YNL126W" 3 4 5 6 5 3
"YEL061C" 3 4 5 6 5 3
"YHR172W" 1 4 6 6 2 3
"YPR141C" 3 6 5 6 5 1
"YLR045C" 3 4 5 6 5 3
"YGR140W" 1 3 5 1 5 3
"YBL063W" 6 5 5 6 5 3
"YDR356W" 3 6 5 6 5 3
"YJR006W" 3 4 1 5 2 1
"YBL003C" 3 4 1 3 2 5
"YBL002W" 3 4 6 6 5 1
"YMR190C" 3 4 5 6 5 1
"YPL016W" 3 4 1 6 3 1
"YFR037C" 3 4 1 6 3 1
"YER001W" 3 1 6 1 2 1
"YER003C" 3 1 6 1 2 1
"YDL093W" 3 1 6 5 2 1
"YIR017C" 3 4 1 1 3 1
"YKR001C" 6 5 5 6 5 5
"YER118C" 6 6 5 1 6 3
"YER016W" 3 4 5 6 2 3
"YKR010C" 3 4 5 6 3 1
"YHR061C" 6 5 5 1 5 3
"YEL017W" 6 5 4 2 5 6
"YLL062C" 4 4 3 1 2 3
"YJL118W" 6 3 4 2 5 6
"YDR179C" 3 1 6 1 1 1
"YER018C" 6 3 5 1 5 3
"YBR156C" 6 1 5 1 2 3
"YBR184W" 6 5 4 2 5 6
"YLR228C" 3 4 1 3 3 1
"YDR252W" 3 5 1 1 5 6
"YBR007C" 6 3 4 4 5 6
"YEL018W" 3 4 1 6 2 1
"YER019W" 4 3 6 1 2 1
"YFR038W" 3 4 1 5 2 1
"YLL061W" 5 4 4 5 2 3
"YKL049C" 6 3 5 6 5 3
"YOR188W" 6 3 5 6 5 3
"YJR076C" 6 5 5 1 5 3
"YJL092W" 3 4 1 3 3 1
"YCR084C" 3 4 1 6 3 5
"YJR112W" 1 5 5 6 5 3
"YLL046C" 6 3 6 6 5 6
"YDR464W" 3 4 1 3 3 1
"YKL068W" 3 4 4 6 3 1
"YDR451C" 3 4 1 3 3 1
"YCR085W" 6 4 4 6 5 4
"YMR003W" 6 5 4 2 5 6
"YNR009W" 3 4 1 3 3 1
"YOR073W" 6 5 4 6 5 5
"YLL047W" 5 4 1 6 5 6
"YDR366C" 2 3 4 2 5 6
"YCR086W" 3 4 5 6 5 1
"YIL169C" 2 5 4 2 5 6
"YKL052C" 3 4 5 6 5 3
"YKL053W" 6 3 6 6 2 1
"YKL069W" 6 4 2 6 1 3
"YPL116W" 3 4 6 1 3 1
"YPL264C" 6 5 4 2 5 6
"YBR200W" 1 6 2 6 6 2
"YBR202W" 3 4 1 5 3 1
"YPR019W" 4 4 1 5 2 1
"YBL023C" 4 4 1 5 4 1
"YEL032W" 3 4 1 5 3 1
"YPL058C" 5 6 5 5 5 3
"YGR035C" 2 2 4 4 5 6
"YHL026C" 2 2 4 4 5 6
"YMR254C" 1 2 3 4 3 2
"YMR031C" 1 2 6 6 5 3
"YLR254C" 5 6 5 1 6 3
"YOR273C" 5 2 5 2 1 6
"YLR015W" 3 4 3 5 3 1
"YBR038W" 2 2 5 6 5 3
"YLR014C" 3 4 3 5 3 1
"YOR274W" 3 4 1 5 3 1
"YGL116W" 3 1 5 6 4 3
"YGR092W" 2 2 5 6 1 3
"YBR138C" 2 2 4 2 5 6
"YOR058C" 2 2 5 1 5 3
"YCR042C" 3 4 1 5 3 1
"YOR229W" 3 4 5 6 3 1
"YKL130C" 2 2 4 1 5 2
"YIL162W" 4 2 2 1 2 3
"YDL138W" 5 6 5 4 1 6
"YDL048C" 6 2 4 4 5 6
"YGR143W" 4 2 6 1 2 6
"YKL129C" 2 2 4 4 5 6
"YIL167W" 4 6 3 1 2 3
"YHR152W" 2 2 5 1 5 3
"YJL079C" 5 6 5 5 6 2
"YAR018C" 2 2 5 1 5 3
"YAL022C" 5 6 5 1 6 3
"YGR279C" 2 6 5 4 5 2
"YGL201C" 4 4 1 5 2 1
"YNL057W" 2 2 3 2 4 2
"YML119W" 2 2 4 4 5 6
"YOL137W" 2 2 4 4 5 6
"YPL186C" 6 5 4 2 5 6
"YCL038C" 5 6 5 6 5 3
"YKR021W" 5 2 4 4 6 6
"YPR157W" 2 2 4 4 5 6
"YJL051W" 3 4 1 5 3 1
"YOL014W" 2 2 4 2 5 6
"YGR230W" 3 6 5 6 5 1
"YLR190W" 3 6 5 6 5 1
"YMR032W" 2 2 5 6 5 3
"YOL070C" 2 2 4 4 5 6
"YLR297W" 2 2 4 4 5 6
"YHR151C" 2 2 4 4 5 6
"YNL058C" 2 2 4 4 5 6
"YER111C" 3 4 6 3 3 1
"YML109W" 3 4 5 1 3 1
"YNR016C" 4 6 5 1 2 1
"YBR067C" 3 6 6 6 6 1
"YGL055W" 4 1 6 1 2 1
"YLR050C" 2 3 4 2 4 6
"YGR109C" 4 1 6 5 3 1
"YPR120C" 4 1 5 5 3 1
"YDL127W" 1 1 5 1 6 1
"YNL289W" 3 1 5 1 6 1
"YPL256C" 4 1 6 1 6 1
"YMR199W" 3 1 6 5 2 1
"YJL187C" 6 1 5 1 2 1
"YDL003W" 4 3 5 5 2 1
"YMR076C" 3 1 3 3 2 1
"YKL042W" 1 1 5 3 2 3
"YFL008W" 4 1 3 3 2 1
"YPL241C" 1 3 6 1 2 5
"YMR078C" 3 1 6 5 2 1
"YLR212C" 1 1 5 3 2 3
"YNL225C" 1 1 5 3 5 3
"YPL209C" 6 3 5 1 6 3
"YJL074C" 1 1 6 3 2 1
"YNL233W" 6 3 6 5 2 5
"YLR313C" 6 3 5 1 6 3
"YGR041W" 1 1 5 1 5 3
"YGR152C" 4 6 5 1 5 1
"YDR507C" 1 1 5 5 2 5
"YIL159W" 1 4 6 1 6 5
"YGL027C" 3 3 6 1 2 1
"YML102W" 1 4 6 5 2 5
"YPR018W" 1 4 6 5 6 5
"YBL035C" 4 1 1 5 2 1
"YNL102W" 4 4 6 5 2 1
"YBR278W" 3 4 5 5 3 1
"YPR175W" 3 4 6 5 3 1
"YNL262W" 3 4 6 5 3 1
"YBR088C" 3 4 5 3 4 1
"YLR103C" 3 4 6 5 3 1
"YAR007C" 4 3 6 5 2 1
"YNL312W" 4 3 6 5 2 1
"YJL173C" 3 3 1 5 2 1
"YER070W" 4 4 6 5 2 1
"YOR074C" 4 4 6 3 2 1
"YDL164C" 4 3 5 5 2 1
"YKL045W" 4 4 1 5 2 1
"YBR252W" 4 1 3 1 2 1
"YLR032W" 1 1 6 5 2 5
"YML060W" 4 4 6 5 2 1
"YDR097C" 3 3 6 3 2 1
"YNL082W" 4 1 3 3 2 1
"YOL090W" 3 4 1 3 3 1
"YLR383W" 4 1 5 5 2 1
"YKL113C" 4 4 1 5 2 1
"YLR234W" 3 1 1 5 2 1
"YPL153C" 6 3 3 5 2 1
"YDL101C" 3 1 6 5 3 1
"YML021C" 1 1 6 5 2 1
"YML061C" 3 4 1 5 2 1
"YMR179W" 3 4 6 3 3 1
"YML027W" 3 4 6 3 3 1
"YDL227C" 4 1 3 5 3 2
"YLR382C" 4 1 6 5 2 1
"YJL196C" 4 4 6 1 2 1
"YKL165C" 4 1 6 1 2 1
"YLL002W" 3 4 6 3 3 1
"YPL124W" 1 1 5 3 2 3
"YKL101W" 3 1 5 5 6 1
"YLR457C" 1 3 5 1 6 5
"YBR070C" 4 3 6 1 2 1
"YLR233C" 4 1 1 5 2 1
"YPL057C" 4 1 6 1 2 1
"YBR073W" 3 3 1 5 2 1
"YGL200C" 2 3 5 1 6 5
"YHR153C" 3 1 6 3 3 1
"YNL272C" 5 3 5 1 2 3
"YKR077W" 3 4 6 5 3 1
"YDL105W" 1 1 6 5 2 1
"YPL267W" 3 1 6 5 4 1
"YDL156W" 4 4 2 6 6 1
"YOL017W" 3 4 6 3 3 1
"YBR071W" 2 3 4 4 4 6
"YLL022C" 3 4 6 1 3 5
"YLR236C" 4 3 6 3 2 5
"YCL022C" 4 3 6 3 2 5
"YCL024W" 1 1 5 1 2 5
"YLR121C" 3 3 6 6 2 1
"YHR154W" 4 1 3 3 2 1
"YHR110W" 6 3 4 5 6 6
"YDL010W" 6 4 2 6 6 1
"YPR174C" 6 3 4 4 6 6
"YJL181W" 2 3 4 4 2 6
"YLR183C" 6 4 2 6 6 1
"YOL007C" 6 3 4 4 2 6
"YIL026C" 6 3 4 2 5 6
"YKL108W" 4 4 1 5 2 5
"YLR326W" 6 3 4 2 2 6
"YLR381W" 6 3 5 5 2 1
"YNL273W" 3 4 5 5 3 1
"YJL018W" 4 3 6 3 2 5
"YBR089W" 4 3 6 3 2 5
"YLR349W" 1 3 6 3 2 1
"YCL061C" 3 4 5 5 3 1
"YDR309C" 1 3 5 1 6 3
"YKR013W" 5 3 6 5 2 1
"YDL018C" 6 3 4 5 6 6
"YKR083C" 1 1 5 1 6 3
"YDR383C" 6 3 4 2 4 6
"YDR013W" 4 4 6 5 2 1
"YGR238C" 6 6 5 1 6 5
"YNL309W" 3 4 6 5 3 1
"YPL208W" 3 1 6 5 2 1
"YLR376C" 4 4 6 3 2 5
"YNL300W" 6 3 4 4 5 6
"YAR003W" 3 4 6 5 3 1
"YCL060C" 4 3 6 3 2 5
"YDL103C" 4 4 6 5 2 1
"YNL303W" 4 1 6 5 6 5
"YNL310C" 6 3 6 1 6 5
"YOR144C" 3 3 5 5 2 1
"YDR488C" 5 6 5 3 4 3
"YOR026W" 3 1 5 1 3 1
"YIL140W" 1 1 5 6 5 1
"YKL067W" 4 3 3 1 2 1
"YJL115W" 3 4 6 1 3 5
"YDL197C" 3 4 6 3 3 1
"YCR065W" 3 4 6 3 3 1
"YBR275C" 3 4 1 5 3 1
"YKL127W" 1 3 3 1 2 1
"YAR008W" 3 4 1 5 2 1
"YDL095W" 4 1 6 1 6 1
"YOL019W" 2 3 4 2 4 6
"YLR151C" 1 1 3 3 2 1
"YOR284W" 6 3 4 4 2 6
"YMR048W" 3 4 5 3 3 1
"YJR155W" 1 1 6 1 2 3
"YLR126C" 4 1 5 1 6 3
"YNL304W" 2 3 4 4 2 1
"YGR189C" 4 3 6 5 2 1
"YAL034W-A" 6 3 5 1 2 3
"YBR276C" 3 1 6 5 6 1
"YDL096C" 6 3 6 3 2 5
"YFR026C" 4 6 2 5 6 1
"YFR027W" 3 4 6 5 2 1
"YNL072W" 4 4 1 5 2 1
"YDL179W" 3 4 5 1 3 1
"YLR079W" 1 1 5 1 3 3
"YJL194W" 3 4 5 5 3 1
"YLR274W" 3 4 3 5 3 1
"YGR044C" 3 4 5 3 3 1
"YJL157C" 1 6 5 1 1 2
"YKL185W" 3 4 3 3 3 1
"YHR005C" 1 6 5 1 6 3
"YNR001C" 4 2 3 1 2 3
"YKL150W" 4 2 2 1 1 6
"YLR395C" 1 6 3 5 2 3
"YOR065W" 1 6 3 1 2 3
"YDL181W" 2 6 4 2 4 1
"YGR183C" 1 2 3 1 2 3
"YLR258W" 1 4 6 5 2 1
"YML110C" 1 6 3 1 2 3
"YLR273C" 4 4 6 5 3 1
"YCR005C" 4 2 5 1 2 3
"YCL040W" 1 2 3 1 2 6
"YMR256C" 1 6 3 5 2 3
"YIL009W" 4 4 5 1 2 3
"YLL040C" 5 6 5 1 1 2
"YGR281W" 5 6 5 5 1 3
"YBR083W" 1 4 5 1 3 1
"YBR054W" 2 2 4 4 4 6
"YKL116C" 3 4 3 5 3 1
"YPR002W" 4 4 6 1 2 3
"YNR067C" 1 2 5 1 5 3
"YBR158W" 1 6 5 1 3 3
"YDL117W" 1 6 5 6 5 3
"YMR007W" 1 6 5 4 3 2
"YNL046W" 2 2 4 2 4 6
"YOR264W" 2 2 4 2 4 6
"YPL066W" 2 6 4 5 4 2
"YBR052C" 2 2 4 2 4 6
"YPL158C" 1 2 5 2 5 2
"YHR022C" 2 2 4 2 4 6
"YPL004C" 2 2 4 2 4 6
"YBR157C" 2 2 4 4 4 6
"YNL078W" 1 6 5 6 3 1
"YOR066W" 3 4 5 1 3 1
"YBR053C" 6 2 4 2 4 6
"YDR511W" 1 2 5 2 3 5
"YDR033W" 2 2 4 2 4 6
"YKL163W" 3 6 6 6 1 1
"YBR231C" 3 4 5 4 6 5
"YDR368W" 4 6 2 1 1 6
"YLR049C" 2 3 4 2 4 6
"YLR286C" 4 3 5 1 1 3
"YHR038W" 4 4 6 5 2 1
"YGL089C" 1 6 2 5 6 3
"YPL187W" 1 6 2 5 6 3
"YNL173C" 1 6 2 5 1 3
"YJR148W" 4 6 2 1 2 3
"YOR317W" 5 2 5 1 2 6
"YOR316C" 5 2 5 2 1 3
"YPL014W" 2 3 4 2 4 6
"YJL078C" 5 6 5 5 2 2
"YKL161C" 2 2 4 2 4 6
"YHR113W" 4 3 6 5 2 6
"YDL119C" 6 2 4 5 1 6
"YDL124W" 1 2 2 1 1 6
"YHR039C" 3 4 1 5 2 1
"YDR493W" 1 4 5 6 1 3
"YGL028C" 6 2 4 2 4 6
"YNL073W" 4 6 6 5 2 1
"YER017C" 1 2 5 1 2 5
"YKL066W" 4 3 6 3 4 5
"YAL040C" 3 4 5 4 3 1
