"1" "2" "3" "4" "5" "6"
"YBR088C" 3 3 3 2 1 3
"YLR103C" 3 3 3 4 3 2
"YAR007C" 3 3 3 4 3 1
"YNL312W" 3 3 3 4 3 1
"YJL173C" 3 3 3 4 3 1
"YER070W" 1 3 5 3 3 1
"YOR074C" 1 5 5 4 3 1
"YDL164C" 3 3 3 2 3 1
"YKL045W" 3 3 3 4 3 2
"YBR252W" 4 3 5 4 1 1
"YLR032W" 1 3 5 4 3 1
"YML060W" 3 3 3 4 3 1
"YDR097C" 3 3 5 4 1 2
"YNL082W" 3 3 3 4 1 1
"YOL090W" 3 3 3 4 1 2
"YLR383W" 1 3 3 4 3 1
"YKL113C" 3 3 3 4 3 1
"YLR234W" 3 3 3 4 3 2
"YPL153C" 2 3 5 4 3 1
"YDL101C" 3 3 5 2 3 2
"YML021C" 1 3 3 4 3 1
"YML061C" 3 3 3 4 3 2
"YMR179W" 3 5 3 4 1 2
"YML027W" 3 5 3 3 1 2
"YDL227C" 1 3 3 4 3 2
"YLR382C" 4 3 3 4 3 1
"YJL196C" 4 5 5 4 3 1
"YKL165C" 5 3 5 3 2 1
"YLL002W" 3 3 5 4 1 2
"YPL124W" 1 4 2 2 4 4
"YKL101W" 3 2 3 2 5 5
"YLR457C" 1 4 1 2 4 4
"YBR070C" 4 1 1 3 3 1
"YLR233C" 3 3 3 4 3 1
"YPL057C" 4 3 5 4 3 1
"YBR073W" 3 3 3 4 3 1
"YGL200C" 2 1 1 5 2 4
"YHR153C" 3 4 5 4 4 2
"YNL272C" 5 1 1 4 2 1
"YKR077W" 3 3 3 3 3 2
"YDL105W" 1 3 3 4 3 1
"YPL267W" 3 2 2 3 3 3
"YDL156W" 1 5 2 2 4 5
"YOL017W" 3 5 3 3 1 2
"YBR071W" 2 1 1 1 3 4
"YLL022C" 3 5 5 4 1 2
"YLR236C" 1 1 1 1 1 1
"YCL022C" 1 1 1 1 1 1
"YCL024W" 1 4 5 2 4 4
"YLR121C" 3 4 2 3 4 4
"YHR154W" 1 3 5 4 1 1
"YHR110W" 2 1 1 5 3 4
"YDL010W" 2 3 4 2 4 5
"YPR174C" 2 1 1 1 3 4
"YJL181W" 2 1 1 1 3 4
"YLR183C" 2 3 4 2 4 5
"YOL007C" 2 1 1 1 3 4
"YIL026C" 2 1 1 1 5 4
"YKL108W" 1 3 3 4 3 2
"YLR326W" 2 1 1 1 3 4
"YLR381W" 2 4 3 2 3 2
"YNL273W" 3 3 5 4 3 2
"YJL018W" 1 1 1 1 1 1
"YBR089W" 1 1 1 1 1 1
"YLR349W" 1 1 1 1 1 1
"YCL061C" 3 3 5 4 4 2
"YDR309C" 2 4 1 2 4 4
"YKR013W" 5 1 2 5 2 4
"YDL018C" 2 1 1 5 3 4
"YKR083C" 1 4 2 2 4 4
"YDR383C" 2 1 1 1 3 4
"YDR013W" 4 3 3 4 3 1
"YGR238C" 5 2 2 2 5 5
"YNL309W" 3 5 3 4 1 2
"YPL208W" 3 3 3 3 3 1
"YLR376C" 3 3 3 4 1 1
"YNL300W" 2 1 1 1 3 4
"YAR003W" 3 3 5 4 3 2
"YCL060C" 1 1 1 1 1 1
"YDL103C" 1 3 5 4 3 1
"YNL303W" 1 1 1 1 1 1
"YNL310C" 2 1 1 4 2 5
"YOR144C" 3 3 5 2 3 2
"YDR488C" 5 4 2 5 2 3
"YOR026W" 3 4 2 2 4 2
"YIL140W" 1 4 2 2 4 4
"YKL067W" 1 3 5 4 1 1
"YJL115W" 3 5 5 4 3 2
"YDL197C" 3 5 3 3 1 2
"YCR065W" 3 5 4 2 4 2
"YBR275C" 3 3 3 4 3 2
"YKL127W" 1 3 5 4 3 1
"YAR008W" 3 3 3 4 3 2
"YDL095W" 3 2 2 4 5 5
"YOL019W" 2 1 1 1 3 4
"YLR151C" 1 3 5 4 1 1
"YOR284W" 2 1 1 1 3 4
"YMR048W" 3 3 5 4 4 2
"YJR155W" 1 3 5 4 3 1
"YLR126C" 1 4 1 2 2 5
"YNL304W" 2 1 1 1 2 5
"YGR189C" 3 3 3 3 3 1
"YAL034W-A" 2 1 1 2 2 5
"YBR276C" 3 2 2 4 5 5
"YDL096C" 1 1 1 1 1 1
"YFR026C" 1 2 2 2 5 5
"YFR027W" 3 3 5 4 4 2
"YNL072W" 3 3 3 3 3 2
"YDL179W" 3 5 2 2 5 2
"YLR079W" 3 2 2 2 4 2
"YJL194W" 3 5 3 4 3 2
"YLR274W" 3 3 3 4 3 2
"YGR044C" 3 5 3 4 1 2
"YJL157C" 5 2 2 2 5 5
"YKL185W" 3 5 3 4 1 2
"YHR005C" 5 2 2 2 5 5
"YNR001C" 4 3 5 4 3 1
"YKL150W" 4 3 4 4 5 1
"YLR395C" 1 3 5 4 3 1
"YOR065W" 1 3 5 4 1 1
"YDL181W" 2 2 2 1 1 3
"YGR183C" 1 3 5 4 1 1
"YLR258W" 1 3 5 3 3 1
"YML110C" 1 3 5 4 3 1
"YLR273C" 3 5 5 3 3 2
"YCR005C" 4 3 5 4 1 1
"YCL040W" 1 1 5 4 3 1
"YMR256C" 1 3 5 4 3 1
"YIL009W" 4 3 5 4 3 1
"YLL040C" 5 4 2 5 2 5
"YGR281W" 5 1 2 5 2 4
"YBR083W" 3 5 1 2 4 2
"YBR054W" 2 1 1 1 3 4
"YKL116C" 3 5 5 4 5 2
"YPR002W" 4 3 5 4 3 1
"YNR067C" 1 4 2 2 4 4
"YBR158W" 3 4 2 2 4 2
"YDL117W" 1 4 2 2 4 4
"YMR007W" 1 1 1 1 1 1
"YNL046W" 2 1 1 1 3 4
"YOR264W" 2 1 1 1 3 4
"YPL066W" 2 1 2 5 3 4
"YBR052C" 2 1 1 1 3 4
"YPL158C" 2 4 1 2 4 4
"YHR022C" 2 1 1 1 3 4
"YPL004C" 2 2 1 5 1 3
"YBR157C" 2 1 1 1 3 4
"YNL078W" 3 4 2 2 4 4
"YOR066W" 3 5 2 2 4 2
"YBR053C" 2 1 1 1 3 4
"YDR511W" 2 1 1 1 2 1
"YDR033W" 2 1 1 1 3 4
"YKL163W" 3 4 2 3 4 4
"YBR231C" 3 5 1 2 2 4
"YDR368W" 4 3 4 4 5 5
"YLR049C" 2 1 1 1 3 4
"YLR286C" 2 1 1 2 2 4
"YHR038W" 3 3 3 3 3 1
"YGL089C" 1 2 2 2 5 5
"YPL187W" 1 2 2 2 5 5
"YNL173C" 1 2 2 2 5 5
"YJR148W" 4 3 5 4 3 1
"YOR317W" 5 1 5 4 2 1
"YOR316C" 5 1 1 5 2 5
"YPL014W" 2 1 1 1 3 4
"YJL078C" 5 1 2 5 2 4
"YKL161C" 2 1 1 1 3 4
"YHR113W" 3 3 3 3 3 1
"YDL119C" 2 1 1 5 3 4
"YDL124W" 1 3 4 4 3 1
"YHR039C" 3 3 3 4 1 1
"YDR493W" 1 5 2 3 2 4
"YGL028C" 2 1 1 1 3 4
"YNL073W" 4 3 3 4 3 1
"YER017C" 1 3 3 2 3 1
"YKL066W" 1 1 1 1 1 1
"YAL040C" 3 5 1 2 4 2
