"1" "2" "3" "4" "5" "6"
"YDL114w" 1 1 1 1 1 1
"YDL154W" 5 5 6 6 1 6
"YDL155W" 5 3 4 6 1 6
"YDL186w" 1 1 1 1 1 1
"YDL187c" 1 1 1 1 1 1
"YDL239c" 1 1 1 1 1 1
"YDR042C" 3 4 1 2 3 2
"YDR065w" 1 1 1 1 1 1
"YDR104C" 5 5 4 1 5 6
"YDR113C" 5 4 6 6 1 6
"YDR117C" 2 6 6 2 2 5
"YDR118W" 4 3 6 6 2 4
"YDR177W" 3 3 6 6 2 4
"YDR191W" 1 6 6 3 2 5
"YDR218C" 5 5 4 1 5 6
"YDR253C" 4 2 2 6 6 5
"YDR260C" 5 3 4 1 2 4
"YDR263C" 5 6 6 6 2 5
"YDR273W" 5 5 6 1 5 6
"YDR317W" 5 6 6 6 2 5
"YDR326C" 6 4 1 4 5 6
"YDR355C" 1 1 1 1 1 1
"YDR371W" 5 5 4 5 5 6
"YDR402C" 5 3 4 1 5 6
"YDR403W" 5 3 4 1 5 6
"YDR438W" 3 4 1 2 3 2
"YDR508C" 1 4 1 4 5 2
"YDR516C" 5 5 4 5 5 5
"YDR522C" 5 5 4 1 5 6
"YDR523C" 5 5 4 1 5 4
"YEL016c" 1 1 1 1 1 1
"YEL023c" 1 1 1 1 1 1
"YEL061c" 1 1 1 1 1 1
"YER003c" 1 1 1 1 1 1
"YER085c" 1 1 1 1 1 1
"YER096w" 1 1 1 1 1 1
"YER106w" 1 1 1 1 1 1
"YER115c" 1 1 1 1 1 1
"YER180c" 1 1 1 1 1 1
"YER182w" 1 1 1 1 1 1
"YFL011W" 1 4 1 4 5 2
"YFL012W" 3 4 1 2 3 2
"YFL040W" 6 4 1 4 5 6
"YFR012W" 3 4 1 2 3 2
"YFR023W" 3 4 1 2 3 2
"YFR028C" 1 3 6 5 3 2
"YFR032C" 3 4 1 2 3 2
"YGL015C" 3 4 1 2 3 2
"YGL116W" 5 3 6 6 1 3
"YGL138C" 3 4 1 2 3 2
"YGL162W" 4 2 6 6 2 5
"YGL170C" 5 5 4 1 5 5
"YGL180W" 4 4 6 3 3 1
"YGL230C" 3 4 1 2 3 2
"YGR059W" 5 5 4 1 5 5
"YGR108W" 5 3 6 6 1 6
"YGR109C" 4 6 6 6 1 3
"YGR110W" 1 6 3 3 3 1
"YGR185C" 4 6 6 6 2 3
"YGR202C" 4 1 2 1 4 3
"YGR224W" 3 4 1 4 5 2
"YGR225W" 5 5 6 5 1 6
"YGR226C" 1 1 1 1 1 1
"YGR228W" 1 1 1 1 1 1
"YGR229C" 1 5 5 2 3 5
"YGR266W" 3 4 1 2 3 2
"YGR273C" 3 4 1 2 3 2
"YHL012W" 3 4 1 2 3 2
"YHR015W" 6 4 1 4 5 3
"YHR124W" 5 5 6 6 1 5
"YHR150W" 5 4 1 3 1 2
"YHR152W" 5 3 6 6 3 6
"YHR166C" 4 3 6 6 2 4
"YHR184W" 5 5 4 1 5 6
"YHR185C" 5 3 4 1 5 6
"YIL045W" 5 2 3 1 6 1
"YIL057C" 1 4 3 3 3 1
"YIL099W" 1 4 3 6 6 1
"YIL112W" 5 3 6 6 3 4
"YIL139C" 4 6 6 1 2 5
"YIL144W" 1 4 3 5 3 6
"YIL159W" 5 4 6 3 1 6
"YIR013C" 4 6 6 6 2 5
"YJL037W" 5 3 4 1 5 6
"YJL038C" 5 5 4 1 5 2
"YJL160C" 3 4 1 2 3 2
"YJR036C" 4 3 6 6 2 4
"YJR099W" 1 4 5 5 3 5
"YJR119C" 4 6 6 6 2 5
"YKL022C" 4 3 6 6 2 4
"YKL042W" 5 5 6 3 1 6
"YKL096W" 5 5 1 4 5 6
"YKL104C" 4 1 6 1 6 3
"YKL107W" 3 4 1 2 3 2
"YKL189W" 1 5 3 5 6 5
"YKR005C" 3 4 1 2 3 2
"YLR195C" 4 6 3 5 3 4
"YLR209C" 4 1 2 3 4 1
"YLR210W" 5 3 4 6 1 6
"YLR213C" 5 3 4 1 5 6
"YLR220W" 3 4 5 4 5 2
"YLR227C" 5 5 4 5 5 6
"YLR012C" 3 4 1 2 3 2
"YLR013W" 4 6 6 6 2 5
"YLR030W" 3 4 1 2 3 2
"YLR045c" 1 1 1 1 1 1
"YLR049C" 3 4 1 2 3 2
"YLR054C" 5 3 4 1 5 6
"YKR089C" 1 6 3 3 3 1
"YLL004w" 1 1 1 1 1 1
"YLL005C" 5 5 4 1 5 6
"YLL012W" 1 1 3 3 4 1
"YLR265C" 1 6 6 6 2 1
"YLR273C" 5 2 3 1 6 1
"YLR274W" 4 6 6 6 2 5
"YLR290C" 1 1 3 1 4 3
"YLR307W" 5 3 4 1 5 6
"YLR308W" 5 3 4 1 5 6
"YLR314C" 1 4 5 3 3 2
"YLR341W" 5 5 4 1 5 6
"YLR343W" 5 3 4 1 5 6
"YLR368W" 4 3 6 5 2 1
"YML034W" 5 3 6 6 1 6
"YML065W" 4 6 6 6 2 5
"YML119W" 3 4 1 2 3 2
"YMR001C" 5 4 6 6 1 6
"YMR017W" 5 5 4 1 5 6
"YMR118C" 3 4 1 2 3 2
"YMR125W" 6 6 6 6 2 2
"YMR184W" 6 3 3 6 2 1
"YMR188C" 4 4 6 6 6 3
"YMR232W" 5 5 4 5 5 5
"YMR272C" 1 2 3 3 3 3
"YNL013C" 1 1 1 1 1 1
"YNL014W" 4 6 6 1 3 3
"YNL018C" 3 4 1 2 3 2
"YNL019C" 3 4 1 2 3 2
"YNL033W" 3 4 1 2 3 2
"YNL034W" 3 4 1 2 3 2
"YNL128W" 5 5 4 1 5 1
"YNL155W" 4 3 6 6 2 1
"YNL204C" 5 5 4 5 5 6
"YNL205C" 1 1 1 1 1 1
"YNL219C" 4 6 6 1 6 4
"YNL225C" 5 5 6 3 1 6
"YNL318C" 6 4 1 4 5 2
"YNL319W" 1 1 1 1 1 1
"YNR034W" 6 4 1 4 5 6
"YOL015W" 3 4 1 2 3 2
"YOR073W" 5 4 6 6 1 6
"YOL132W" 5 3 4 1 5 6
"YOR033C" 5 6 6 6 2 1
"YOL024W" 3 4 1 2 3 2
"YOL047C" 5 3 4 1 5 6
"YOL091W" 5 5 6 1 5 6
"YOR152C" 5 4 6 6 3 1
"YOR190W" 5 5 4 1 5 5
"YOR214C" 3 4 1 2 3 2
"YOR242C" 5 5 4 1 5 3
"YOR249C" 4 3 6 6 2 4
"YOR255W" 5 5 4 1 5 6
"YOR298W" 5 5 4 1 5 1
"YOR313C" 5 5 4 1 5 5
"YOR339C" 4 6 6 6 2 4
"YOR355W" 1 4 3 3 3 1
"YOR365C" 3 4 1 2 3 2
"YOR366W" 1 1 1 1 1 1
"YPL021W" 1 4 3 5 3 2
"YPL027W" 5 5 4 1 5 6
"YPL033C" 1 2 3 3 4 5
"YPL034W" 3 4 1 2 3 2
"YPL124W" 5 5 6 3 1 6
"YPL130W" 5 5 6 6 5 6
"YPL178W" 4 6 6 6 2 5
"YPR027C" 3 4 1 2 3 2
"YPR077C" 1 1 1 1 1 1
"YPR078C" 3 4 1 2 3 2
"YPR120C" 4 3 6 6 1 5
"YPR140W" 1 4 3 3 3 1
"YPR141C" 5 4 6 6 1 6
"YAL062W" 4 2 2 1 4 3
"YAR007C" 4 6 6 6 2 4
"YAL067C" 3 4 1 4 5 2
"YBR186W" 5 3 6 6 1 6
"YCR010C" 3 4 1 4 5 2
"YDR015c" 1 1 1 1 1 1
"YDR256C" 1 4 6 5 3 1
"YDR285W" 5 3 6 6 1 6
"YDR374C" 1 2 4 3 1 3
"YDR446W" 5 6 6 6 1 6
"YER024w" 1 1 1 1 1 1
"YER044c-a" 1 1 1 1 1 1
"YER179w" 1 1 1 1 1 1
"YFL003C" 5 5 6 6 1 6
"YGL009C" 4 1 2 1 4 3
"YGL033W" 5 5 6 6 1 6
"YGL081W" 3 4 1 2 3 2
"YGL183C" 5 4 6 6 1 6
"YGL249W" 5 3 6 6 1 6
"YGL251C" 5 5 6 6 1 6
"YHL022C" 5 4 6 6 1 6
"YHL024W" 5 5 6 5 1 6
"YHR014W" 5 4 6 6 1 6
"YHR079C-B" 1 1 1 1 1 1
"YHR153C" 5 5 6 6 1 6
"YHR157W" 5 6 6 6 1 6
"YHR202W" 3 4 1 2 3 2
"YHR208W" 4 1 2 1 4 1
"YIL031W" 1 3 6 6 3 4
"YIL072W" 5 5 6 6 1 6
"YIL121W" 1 4 1 4 5 2
"YJL074C" 5 5 6 6 1 6
"YJL106W" 5 6 6 6 3 4
"YJR152W" 6 4 1 4 5 2
"YKL120W" 6 4 1 4 5 2
"YKR033C" 1 1 1 1 1 1
"YKR034W" 4 2 6 6 2 5
"YLL046c" 1 1 1 1 1 1
"YLL047W" 1 1 1 1 1 1
"YLR096w" 1 1 1 1 1 1
"YKR066C" 6 4 3 4 3 5
"YLL027W" 4 1 2 2 4 3
"YLR263W" 5 5 6 6 1 6
"YLR312C" 1 4 6 6 3 1
"YLR438W" 1 2 2 3 4 1
"YLR445W" 5 3 6 6 1 4
"YML042W" 1 2 2 6 4 3
"YML091C" 4 6 6 6 6 3
"YMR133W" 5 6 6 6 1 6
"YMR147W" 3 4 1 2 3 2
"YMR148W" 3 4 1 2 3 2
"YMR198W" 5 4 6 6 1 6
"YNL116W" 4 3 6 6 2 4
"YNL196C" 5 3 6 6 1 6
"YOR100C" 1 2 3 3 3 1
"YOL131W" 3 4 1 2 3 2
"YOL104C" 5 3 6 6 1 6
"YOR177C" 5 5 4 1 5 2
"YOR350C" 4 6 6 6 3 3
"YOR351C" 5 3 6 6 1 6
"YPL111W" 1 2 2 6 6 1
"YPL121C" 5 5 6 6 1 6
"YPL208W" 4 6 6 6 2 4
"YPR007C" 5 4 6 6 1 6
"YAL038W" 1 2 3 3 4 1
"YBL072C" 4 6 6 2 2 3
"YBR005W" 3 4 1 4 5 2
"YBR031W" 4 6 6 1 3 3
"YBR181C" 4 6 6 2 2 3
"YCL064c" 1 1 1 1 1 1
"YDL082w" 1 1 1 1 1 1
"YDR011W" 3 4 5 5 3 2
"YDR012W" 4 6 6 1 3 3
"YDR382W" 4 6 4 6 2 3
"YDR417C" 1 1 1 1 1 1
"YDR418W" 4 6 6 2 2 3
"YDR471W" 4 6 6 1 3 3
"YEL054c" 1 1 1 1 1 1
"YER020w" 1 1 1 1 1 1
"YER056c-a" 1 1 1 1 1 1
"YER074w" 1 1 1 1 1 1
"YER102w" 1 1 1 1 1 1
"YFR031BC" 1 1 1 1 1 1
"YGL031C" 4 6 6 1 3 3
"YGL076C" 4 6 6 2 2 3
"YGR085C" 4 6 6 2 2 3
"YGR148C" 4 6 6 1 3 3
"YHL015W" 4 6 6 2 2 3
"YHR010W" 4 6 6 1 3 3
"YHR139C" 5 3 4 1 5 6
"YHR203C" 4 6 6 1 3 3
"YIL018W" 4 6 6 1 3 3
"YIL052C" 4 6 6 1 3 3
"YJL177W" 4 6 6 1 3 3
"YJR123W" 4 6 6 2 6 3
"YJR145C" 4 6 6 1 3 3
"YKL056C" 4 6 6 1 2 3
"YLL044W" 1 1 1 1 1 1
"YLL045c" 1 1 1 1 1 1
"YLR058c" 1 1 1 1 1 1
"YLR075w" 1 1 1 1 1 1
"YLR076C" 1 1 1 1 1 1
"YLR134w" 1 1 1 1 1 1
"YKR097W" 4 1 2 1 4 1
"YLR325C" 4 6 6 1 3 3
"YLR339C" 1 1 1 1 1 1
"YLR441C" 4 6 6 2 2 3
"YLR448W" 4 6 6 2 2 3
"YML063W" 4 6 6 2 2 3
"YMR242C" 4 6 6 1 3 3
"YMR316W" 1 4 3 5 3 2
"YNL069C" 4 6 6 1 3 3
"YNL096C" 2 6 6 2 6 3
"YNL098C" 5 5 4 5 6 5
"YNL119W" 4 6 6 6 2 4
"YNL178W" 4 6 6 2 6 3
"YNL301C" 4 6 6 1 3 3
"YOL010W" 2 6 6 2 2 3
"YOL016C" 4 6 3 6 3 4
"YOR096W" 2 6 6 2 6 3
"YOL120C" 4 6 6 1 3 3
"YOL039W" 4 6 6 1 3 3
"YOL040C" 4 6 6 2 2 3
"YPL079W" 4 6 6 1 3 3
"YPL081W" 4 6 6 2 2 3
"YPL090C" 4 6 6 2 2 3
"YPL131W" 4 6 6 2 2 3
"YPL198W" 4 6 6 2 2 3
