"1","2","3","4"
"YDR523C",3,5,5,4
"YEL016c",5,3,3,3
"YEL023c",3,5,5,5
"YEL061c",5,3,3,3
"YER003c",5,3,3,3
"YER085c",3,3,3,3
"YER096w",5,5,5,4
"YER106w",3,3,3,3
"YER115c",3,5,5,4
"YER180c",3,3,3,3
"YER182w",3,3,3,3
"YFL011W",5,4,5,5
"YFL012W",3,3,3,3
"YFL040W",5,4,5,4
"YFR012W",3,3,3,3
"YFR023W",3,3,3,3
"YFR028C",3,3,3,3
"YFR032C",3,3,3,3
"YGL015C",3,3,3,3
"YGL116W",3,3,3,3
"YGL138C",3,3,3,3
"YGL162W",5,2,2,4
"YGL170C",3,5,5,5
"YGL180W",5,3,3,3
"YGL230C",3,3,3,3
"YGR059W",3,5,5,5
"YGR108W",5,3,3,4
"YGR109C",5,3,3,4
"YGR110W",5,6,6,6
"YGR185C",5,1,1,1
"YGR202C",1,1,1,1
"YGR224W",5,3,3,3
"YGR225W",3,5,5,4
"YGR226C",5,5,5,4
"YGR228W",3,5,5,5
"YGR229C",5,4,5,5
"YGR266W",3,3,3,3
"YGR273C",3,3,3,3
"YHL012W",3,3,3,3
"YHR015W",5,3,3,3
"YHR124W",5,5,5,4
"YHR150W",3,3,3,4
"YHR152W",3,4,3,3
"YHR166C",3,3,3,3
"YHR184W",3,5,5,5
"YHR185C",3,3,3,3
"YIL045W",5,2,2,2
"YIL057C",5,2,2,2
"YIL099W",5,3,3,3
"YIL112W",5,3,3,3
"YIL139C",5,1,1,1
"YIL144W",5,4,5,5
"YIL159W",5,5,5,5
"YIR013C",5,6,6,6
"YJL037W",3,5,5,5
"YJL038C",3,5,5,5
"YJL160C",3,3,3,3
"YJR036C",3,3,3,3
"YJR099W",5,4,5,4
"YJR119C",5,3,3,3
"YKL022C",3,3,3,3
"YKL042W",5,5,5,5
"YKL096W",3,5,5,5
"YKL104C",5,1,1,1
"YKL107W",3,3,3,3
"YKL189W",5,4,5,4
"YKR005C",3,3,3,3
"YLR195C",3,3,3,3
"YLR209C",5,1,1,1
"YLR210W",3,3,3,4
"YLR213C",3,5,5,5
"YLR220W",5,5,5,5
"YLR227C",3,5,5,5
"YLR012C",3,3,3,3
"YLR013W",5,6,6,6
"YLR030W",3,3,3,3
"YLR045c",5,3,3,3
"YLR049C",3,3,3,3
"YLR054C",3,5,5,4
"YKR089C",5,1,1,1
"YLL004w",5,3,3,3
"YLL005C",3,5,5,5
"YLL012W",5,1,1,1
"YLR265C",5,6,6,6
"YLR273C",2,2,2,2
"YLR274W",5,2,2,2
"YLR290C",1,1,1,1
"YLR307W",3,3,3,3
"YLR308W",3,5,5,5
"YLR314C",5,4,5,5
"YLR341W",3,5,5,5
"YLR343W",3,5,5,4
"YLR368W",3,3,3,3
"YML034W",5,3,3,3
"YML065W",5,6,6,6
"YML119W",3,3,3,3
"YMR001C",5,3,3,3
"YMR017W",3,5,5,4
"YMR118C",3,3,3,3
"YMR125W",5,1,1,1
"YMR184W",3,3,3,3
"YMR188C",5,1,1,1
"YMR232W",3,5,5,5
"YMR272C",5,1,1,1
"YNL013C",5,5,5,5
"YNL014W",6,6,6,6
"YNL018C",3,3,3,3
"YNL019C",3,3,3,3
"YNL033W",3,3,3,3
"YNL034W",3,3,3,3
"YNL128W",3,5,5,5
"YNL155W",3,3,3,3
"YNL204C",3,5,5,5
"YNL205C",3,5,5,4
"YNL219C",5,6,6,6
"YNL225C",5,5,5,5
"YNL318C",5,5,5,5
"YNL319W",3,5,5,4
"YNR034W",5,5,5,4
"YOL015W",3,3,3,3
"YOR073W",3,3,3,3
"YOL132W",3,5,5,4
"YOR033C",5,1,1,1
"YOL024W",3,3,3,3
"YOL047C",3,5,5,5
"YOL091W",3,5,5,5
"YOR152C",5,4,3,3
"YOR190W",3,5,5,4
"YOR214C",3,3,3,3
"YOR242C",3,5,5,4
"YOR249C",3,3,3,3
"YOR255W",3,5,5,5
"YOR298W",3,5,5,5
"YOR313C",3,5,5,5
"YOR339C",3,3,3,3
"YOR355W",5,1,1,1
"YOR365C",3,3,3,3
"YOR366W",3,5,5,5
"YPL021W",5,4,5,4
"YPL027W",3,5,5,5
"YPL033C",5,1,1,1
"YPL034W",3,3,3,3
"YPL124W",5,5,5,5
"YPL130W",3,5,5,5
"YPL178W",5,6,6,6
"YPR027C",3,3,3,3
"YPR077C",3,5,5,4
"YPR078C",3,3,3,3
"YPR120C",5,3,3,4
"YPR140W",5,1,1,1
"YPR141C",3,5,5,5
"YAL062W",2,2,2,2
"YAR007C",5,6,6,6
"YAL067C",3,3,3,3
"YBR186W",5,2,2,2
"YCR010C",5,4,2,2
"YDR015c",5,2,2,2
"YDR256C",5,1,1,1
"YDR285W",5,3,3,4
"YDR374C",2,2,2,2
"YDR446W",5,5,5,5
"YER024w",2,2,2,2
"YER044c-a",5,3,3,3
"YER179w",2,2,2,2
"YFL003C",5,5,5,5
"YGL009C",1,1,1,1
"YGL033W",5,5,5,5
"YGL081W",3,3,3,3
"YGL183C",5,2,2,2
"YGL249W",5,3,3,4
"YGL251C",5,3,3,3
"YHL022C",5,2,2,2
"YHL024W",5,5,5,5
"YHR014W",3,5,5,5
"YHR079C-B",5,3,3,3
"YHR153C",3,5,5,4
"YHR157W",5,2,2,2
"YHR202W",3,3,3,3
"YHR208W",1,1,1,1
"YIL031W",3,3,3,3
"YIL072W",3,5,5,5
"YIL121W",5,4,2,2
"YJL074C",5,5,5,5
"YJL106W",3,3,3,3
"YJR152W",2,2,2,2
"YKL120W",5,2,2,2
"YKR033C",2,2,2,2
"YKR034W",5,2,2,2
"YLL046c",5,5,5,5
"YLL047W",5,3,3,3
"YLR096w",2,2,2,2
"YKR066C",5,4,3,3
"YLL027W",5,1,1,1
"YLR263W",3,5,5,4
"YLR312C",5,4,3,3
"YLR438W",2,2,2,2
"YLR445W",5,3,3,3
"YML042W",2,2,2,2
"YML091C",5,6,6,6
"YMR133W",5,2,2,2
"YMR147W",3,3,3,3
"YMR148W",3,3,3,3
"YMR198W",3,5,5,5
"YNL116W",3,3,3,3
"YNL196C",5,3,3,3
"YOR100C",2,2,2,2
"YOL131W",3,3,3,3
"YOL104C",5,3,3,3
"YOR177C",3,5,5,5
"YOR350C",5,6,6,6
"YOR351C",3,3,3,3
"YPL111W",2,2,2,2
"YPL121C",5,5,5,5
"YPL208W",6,6,6,6
"YPR007C",5,5,5,5
"YAL038W",1,1,1,1
"YBL072C",6,6,6,6
"YBR005W",3,5,5,5
"YBR031W",6,6,6,6
"YBR181C",5,6,6,6
"YCL064c",1,4,1,1
"YDL082w",6,4,6,6
"YDR011W",5,4,6,6
"YDR012W",6,6,6,6
"YDR382W",6,6,6,6
"YDR417C",1,4,1,1
"YDR418W",6,6,6,6
"YDR471W",6,6,6,6
"YEL054c",1,4,1,1
"YER020w",6,4,6,6
"YER056c-a",1,4,1,1
"YER074w",1,4,1,1
"YER102w",1,4,1,1
"YFR031BC",1,4,1,1
"YGL031C",6,6,6,6
"YGL076C",5,6,6,6
"YGR085C",6,6,6,6
"YGR148C",6,6,6,6
"YHL015W",6,6,6,6
"YHR010W",6,6,6,6
"YHR139C",3,5,5,4
"YHR203C",6,6,6,6
"YIL018W",6,6,6,6
"YIL052C",6,6,6,6
"YJL177W",6,6,6,6
"YJR123W",6,6,6,6
"YJR145C",6,6,6,6
"YKL056C",6,6,6,6
"YLL044W",1,4,1,1
"YLL045c",1,4,1,1
"YLR058c",6,4,6,6
"YLR075w",6,4,6,6
"YLR076C",6,4,6,6
"YLR134w",6,4,6,6
"YKR097W",1,1,1,1
"YLR325C",6,6,6,6
"YLR339C",1,4,1,1
"YLR441C",6,6,6,6
"YLR448W",6,6,6,6
"YML063W",6,6,6,6
"YMR242C",6,6,6,6
"YMR316W",5,4,1,1
"YNL069C",6,6,6,6
"YNL096C",5,6,6,6
"YNL098C",5,5,5,4
"YNL119W",5,6,6,6
"YNL178W",6,6,6,6
"YNL301C",6,6,6,6
"YOL010W",5,6,6,6
"YOL016C",6,6,6,6
"YOR096W",5,6,6,6
"YOL120C",6,6,6,6
"YOL039W",6,6,6,6
"YOL040C",6,6,6,6
"YPL079W",6,6,6,6
"YPL081W",6,6,6,6
"YPL090C",5,6,6,6
"YPL131W",6,6,6,6
"YPL198W",5,6,6,6
