"1","2","3","4"
"YOL059W",1,1,1,1
"YOR178C",1,3,1,3
"YOR197W",4,4,4,4
"YOR207C",4,4,4,4
"YOR208W",4,4,4,4
"YOR209C",1,1,1,1
"YOR299W",4,2,2,4
"YOR344C",4,4,4,4
"YOR385W",3,1,3,2
"YOR389W",3,1,3,2
"YPL057C",4,4,4,4
"YPL106C",4,4,4,4
"YPL277C",3,1,3,2
"YPL278C",3,1,3,2
"YPR030W",4,4,4,4
"YPR074C",5,3,1,3
"YAL012W",4,4,4,4
"YDR055w",1,1,1,1
"YDR129C",5,5,1,5
"YDR497C",1,1,1,1
"YER158c",1,1,1,1
"YGL179C",4,4,4,4
"YGR189C",4,4,4,4
"YHL021C",5,5,3,5
"YJL159W",3,5,3,5
"YJL167W",1,1,1,1
"YJL171C",3,1,3,2
"YJL213W",3,1,3,2
"YJR121W",4,3,4,3
"YKL164C",3,3,3,2
"YKL185W",5,3,4,3
"YKL193C",1,1,1,1
"YKL218C",4,4,4,4
"YKR013W",3,1,3,1
"YLR257W",3,1,3,2
"YLR258W",1,1,1,1
"YLR153c",1,1,1,1
"YLR300W",4,4,4,4
"YLR377C",1,1,1,1
"YLR392C",3,1,3,2
"YML008C",4,3,4,3
"YMR058W",3,2,2,1
"YMR104C",2,4,5,2
"YMR295C",3,1,3,2
"YMR305C",5,5,3,5
"YNL015W",5,5,1,5
"YNL074C",3,1,3,2
"YNL142W",3,1,3,1
"YNL274C",1,1,1,1
"YOL019W",3,1,3,2
"YOR128C",4,3,4,3
"YOR018W",3,3,3,3
"YOR358W",1,1,1,1
"YOR375C",4,4,4,4
"YPL061W",1,3,1,3
"YPL104W",4,4,4,4
"YAL018C",5,5,2,5
"YBL009W",5,3,4,3
"YBL078C",1,3,1,3
"YBL084C",4,4,4,4
"YBR045C",5,5,4,5
"YBR063C",3,1,3,2
"YBR064W",1,1,1,1
"YBR148W",5,5,2,5
"YBR184W",3,1,3,2
"YBR233W",5,3,1,3
"YBR250W",5,5,2,5
"YBR268W",4,4,4,4
"YCL048W",5,5,3,5
"YCLX03C",1,1,1,1
"YCR002c",1,1,1,1
"YCRX06W",1,1,1,1
"YCRX07W",1,1,1,1
"YDL008w",1,1,1,1
"YDL103C",4,3,4,3
"YDL114w",1,1,1,1
"YDL154W",5,3,1,3
"YDL155W",5,5,2,5
"YDL186w",1,1,1,1
"YDL187c",1,1,1,1
"YDL239c",1,1,1,1
"YDR042C",3,1,3,2
"YDR065w",1,1,1,1
"YDR104C",5,5,1,5
"YDR113C",5,3,3,3
"YDR117C",2,3,5,2
"YDR118W",4,4,4,4
"YDR177W",3,3,3,3
"YDR191W",1,3,1,3
"YDR218C",5,5,2,5
"YDR253C",4,4,4,4
"YDR260C",5,5,4,5
"YDR263C",5,3,1,3
"YDR273W",5,3,2,3
"YDR317W",5,3,1,3
"YDR326C",3,1,3,1
"YDR355C",1,1,1,1
"YDR371W",5,5,1,5
"YDR402C",5,5,2,5
"YDR403W",5,5,2,5
"YDR438W",3,1,3,2
"YDR508C",1,1,1,1
"YDR516C",5,5,4,5
"YDR522C",5,5,2,5
"YDR523C",5,5,4,5
"YEL016c",1,1,1,1
"YEL023c",1,1,1,1
"YEL061c",1,1,1,1
"YER003c",1,1,1,1
"YER085c",1,1,1,1
"YER096w",1,1,1,1
"YER106w",1,1,1,1
"YER115c",1,1,1,1
"YER180c",1,1,1,1
"YER182w",1,1,1,1
"YFL011W",1,1,1,1
"YFL012W",3,1,3,2
"YFL040W",1,1,1,1
"YFR012W",3,1,3,2
"YFR023W",3,1,3,2
"YFR028C",1,1,1,1
"YFR032C",3,1,3,2
"YGL015C",3,1,3,2
"YGL116W",5,3,4,3
"YGL138C",3,1,3,2
"YGL162W",4,4,4,4
"YGL170C",5,5,2,5
"YGL180W",4,3,4,3
"YGL230C",3,1,3,2
"YGR059W",5,5,2,5
"YGR108W",5,3,2,3
"YGR109C",4,3,4,3
"YGR110W",1,1,1,1
"YGR185C",4,4,4,4
"YGR202C",4,4,4,4
"YGR224W",3,1,3,2
"YGR225W",5,5,4,5
"YGR226C",1,1,1,1
"YGR228W",1,1,1,1
"YGR229C",1,1,1,1
"YGR266W",3,1,3,2
"YGR273C",3,1,3,2
"YHL012W",3,1,3,2
"YHR015W",4,4,4,4
"YHR124W",5,3,4,3
"YHR150W",5,5,3,5
"YHR152W",5,3,1,3
"YHR166C",4,4,4,4
"YHR184W",5,5,5,5
"YHR185C",5,5,2,5
"YIL045W",5,5,4,5
"YIL057C",1,1,1,1
"YIL099W",1,1,1,1
"YIL112W",5,3,1,3
"YIL139C",4,3,4,3
"YIL144W",1,1,1,1
"YIL159W",5,5,5,5
"YIR013C",4,4,4,4
"YJL037W",5,5,2,5
"YJL038C",5,5,3,5
"YJL160C",3,1,3,2
"YJR036C",4,4,4,4
"YJR099W",1,2,2,1
"YJR119C",4,3,4,3
"YKL022C",4,4,4,4
"YKL042W",5,3,1,3
"YKL096W",5,5,3,5
"YKL104C",4,4,4,4
"YKL107W",3,1,3,2
"YKL189W",1,1,1,1
"YKR005C",3,1,3,2
"YLR195C",4,4,4,4
"YLR209C",4,3,4,3
"YLR210W",5,5,2,5
"YLR213C",5,5,2,5
"YLR220W",3,2,2,1
"YLR227C",5,5,1,5
"YLR012C",3,1,3,2
"YLR013W",4,4,4,4
"YLR030W",3,1,3,2
"YLR045c",1,1,1,1
"YLR049C",3,1,3,2
"YLR054C",5,5,2,5
"YKR089C",1,1,1,1
"YLL004w",1,1,1,1
"YLL005C",5,5,2,5
"YLL012W",1,3,1,3
"YLR265C",1,3,1,3
"YLR273C",5,5,4,5
"YLR274W",4,3,4,3
"YLR290C",1,1,1,1
"YLR307W",5,5,2,5
"YLR308W",5,5,2,5
"YLR314C",1,1,1,1
"YLR341W",5,5,2,5
"YLR343W",5,5,2,5
"YLR368W",4,4,4,4
"YML034W",5,3,1,3
"YML065W",4,3,4,3
"YML119W",3,1,3,2
"YMR001C",5,3,3,3
"YMR017W",5,5,2,5
"YMR118C",3,1,3,2
"YMR125W",3,3,3,3
"YMR184W",4,3,4,3
"YMR188C",4,4,4,4
"YMR232W",5,5,3,5
"YMR272C",1,3,1,3
"YNL013C",1,1,1,1
"YNL014W",4,4,4,4
"YNL018C",3,1,3,2
"YNL019C",3,1,3,2
"YNL033W",3,1,3,2
"YNL034W",3,1,3,2
"YNL128W",5,5,1,5
"YNL155W",4,4,4,4
"YNL204C",5,5,1,5
"YNL205C",1,1,1,1
"YNL219C",4,4,4,4
"YNL225C",5,3,2,3
"YNL318C",3,1,3,1
"YNL319W",1,1,1,1
"YNR034W",3,1,3,1
"YOL015W",3,1,3,2
"YOR073W",5,3,3,3
"YOL132W",5,5,2,5
"YOR033C",5,3,1,3
"YOL024W",3,1,3,2
"YOL047C",5,5,2,5
"YOL091W",5,3,2,3
"YOR152C",5,3,1,3
"YOR190W",5,5,2,5
"YOR214C",3,1,3,2
"YOR242C",5,5,4,5
"YOR249C",4,4,4,4
"YOR255W",5,5,2,5
"YOR298W",5,5,4,5
"YOR313C",5,5,2,5
"YOR339C",4,4,4,4
"YOR355W",1,1,1,1
"YOR365C",3,1,3,2
"YOR366W",1,1,1,1
"YPL021W",1,1,1,1
"YPL027W",5,5,2,5
"YPL033C",1,3,1,3
"YPL034W",3,1,3,2
"YPL124W",5,3,1,3
"YPL130W",5,3,2,3
"YPL178W",4,3,4,3
"YPR027C",3,1,3,2
"YPR077C",1,1,1,1
"YPR078C",3,1,3,2
"YPR120C",4,3,4,3
"YPR140W",1,1,1,1
"YPR141C",5,3,2,3
"YAL062W",4,4,4,4
"YAR007C",4,3,4,3
"YAL067C",3,1,3,2
"YBR186W",5,3,1,3
"YCR010C",3,1,3,1
"YDR015c",1,1,1,1
"YDR256C",1,1,1,1
"YDR285W",5,3,1,3
"YDR374C",1,1,1,1
"YDR446W",5,3,1,3
"YER024w",1,1,1,1
"YER044c-a",1,1,1,1
"YER179w",1,1,1,1
"YFL003C",5,3,1,3
"YGL009C",4,4,4,4
"YGL033W",5,3,1,3
"YGL081W",3,1,3,2
"YGL183C",5,3,1,3
"YGL249W",5,3,1,3
"YGL251C",5,3,4,3
"YHL022C",5,3,1,3
"YHL024W",5,3,4,3
"YHR014W",5,3,3,3
"YHR079C-B",1,1,1,1
"YHR153C",5,5,4,5
"YHR157W",5,3,1,3
"YHR202W",3,1,3,2
"YHR208W",4,4,4,4
"YIL031W",1,1,1,1
"YIL072W",5,5,2,5
"YIL121W",1,1,1,1
"YJL074C",5,3,1,3
"YJL106W",5,5,4,5
"YJR152W",3,1,3,1
"YKL120W",3,1,3,1
"YKR033C",1,1,1,1
"YKR034W",4,4,4,4
"YLL046c",1,1,1,1
"YLL047W",1,1,1,1
"YLR096w",1,1,1,1
"YKR066C",3,1,3,1
"YLL027W",4,4,4,4
"YLR263W",5,5,2,5
"YLR312C",1,3,1,3
"YLR438W",1,1,1,1
"YLR445W",5,3,4,3
"YML042W",1,3,1,3
"YML091C",4,4,4,4
"YMR133W",5,3,1,3
"YMR147W",3,1,3,2
"YMR148W",3,1,3,2
"YMR198W",5,3,2,3
"YNL116W",4,3,4,3
"YNL196C",5,3,4,3
"YOR100C",1,1,1,1
"YOL131W",3,1,3,2
"YOL104C",5,3,1,3
"YOR177C",5,5,1,5
"YOR350C",4,3,4,3
"YOR351C",5,3,4,3
"YPL111W",1,3,1,3
"YPL121C",5,3,1,3
"YPL208W",4,4,4,4
"YPR007C",5,3,1,3
"YAL038W",1,1,1,1
"YBL072C",4,4,4,4
"YBR005W",3,3,3,2
"YBR031W",4,4,4,4
"YBR181C",4,4,4,4
"YCL064c",1,1,1,1
"YDL082w",1,1,1,1
"YDR011W",3,2,2,1
"YDR012W",4,4,4,4
"YDR382W",4,4,4,4
"YDR417C",1,1,1,1
"YDR418W",4,4,4,4
"YDR471W",4,4,4,4
"YEL054c",1,1,1,1
"YER020w",1,1,1,1
"YER056c-a",1,1,1,1
"YER074w",1,1,1,1
"YER102w",1,1,1,1
"YFR031BC",1,1,1,1
"YGL031C",4,4,4,4
"YGL076C",4,4,4,4
"YGR085C",4,4,4,4
"YGR148C",4,4,4,4
"YHL015W",4,4,4,4
"YHR010W",4,4,4,4
"YHR139C",5,5,2,5
"YHR203C",4,4,4,4
"YIL018W",4,4,4,4
"YIL052C",4,4,4,4
"YJL177W",4,4,4,4
"YJR123W",4,4,4,4
"YJR145C",4,4,4,4
"YKL056C",4,4,4,4
"YLL044W",1,1,1,1
"YLL045c",1,1,1,1
"YLR058c",1,1,1,1
"YLR075w",1,1,1,1
"YLR076C",1,1,1,1
"YLR134w",1,1,1,1
"YKR097W",4,3,4,3
"YLR325C",4,4,4,4
"YLR339C",1,1,1,1
"YLR441C",4,4,4,4
"YLR448W",4,4,4,4
"YML063W",4,4,4,4
"YMR242C",4,4,4,4
"YMR316W",1,1,1,1
"YNL069C",4,4,4,4
"YNL096C",2,4,4,2
"YNL098C",5,5,1,5
"YNL119W",4,4,4,4
"YNL178W",4,4,4,4
"YNL301C",4,4,4,4
"YOL010W",2,3,5,3
"YOL016C",4,4,4,4
"YOR096W",2,4,4,2
"YOL120C",4,4,4,4
"YOL039W",4,4,4,4
"YOL040C",4,4,4,4
"YPL079W",4,4,4,4
"YPL081W",4,4,4,4
"YPL090C",4,4,4,4
"YPL131W",4,4,4,4
"YPL198W",4,4,4,4
