"1" "2" "3" "4" "5" "6"
"YFR028C" 1 4 1 3 5 2
"YFR032C" 3 1 3 5 3 2
"YGL015C" 3 1 3 5 1 2
"YGL116W" 5 4 1 3 5 2
"YGL138C" 3 1 3 5 1 2
"YGL162W" 4 2 4 1 4 1
"YGL170C" 5 4 1 1 3 4
"YGL180W" 1 4 4 3 1 2
"YGL230C" 3 1 3 5 1 2
"YGR059W" 5 4 1 1 3 4
"YGR108W" 5 4 1 3 5 2
"YGR109C" 5 4 1 3 5 1
"YGR110W" 1 2 4 4 1 2
"YGR185C" 4 2 4 4 1 1
"YGR202C" 4 2 4 4 1 1
"YGR224W" 3 1 3 4 3 4
"YGR225W" 5 4 1 3 3 4
"YGR226C" 1 4 1 1 5 2
"YGR228W" 1 4 1 4 3 1
"YGR229C" 1 4 1 4 5 2
"YGR266W" 3 1 3 5 1 2
"YGR273C" 3 1 3 5 1 2
"YHL012W" 3 1 3 5 1 2
"YHR015W" 1 1 3 4 4 4
"YHR124W" 5 4 1 3 4 2
"YHR150W" 5 1 3 3 1 2
"YHR152W" 5 4 1 3 5 2
"YHR166C" 4 4 2 3 4 1
"YHR184W" 5 4 1 1 3 4
"YHR185C" 5 4 1 4 3 4
"YIL045W" 1 4 4 4 1 1
"YIL057C" 1 3 4 4 1 2
"YIL099W" 1 4 4 4 1 1
"YIL112W" 5 4 1 3 4 2
"YIL139C" 4 2 4 3 4 1
"YIL144W" 1 4 1 3 3 2
"YIL159W" 5 4 1 3 5 2
"YIR013C" 4 4 4 4 1 1
"YJL037W" 5 4 1 1 3 4
"YJL038C" 5 4 1 1 3 4
"YJL160C" 3 1 3 5 1 2
"YJR036C" 4 4 2 3 4 1
"YJR099W" 1 4 1 2 3 2
"YJR119C" 1 4 4 3 4 1
"YKL022C" 4 4 2 3 4 1
"YKL042W" 5 4 1 3 5 2
"YKL096W" 5 4 1 1 3 4
"YKL104C" 4 2 4 4 1 1
"YKL107W" 3 1 3 5 5 2
"YKL189W" 1 4 1 1 3 2
"YKR005C" 3 1 3 5 3 2
"YLR195C" 4 4 1 1 3 2
"YLR209C" 4 2 4 4 1 1
"YLR210W" 5 4 1 1 5 2
"YLR213C" 5 4 1 1 3 4
"YLR220W" 3 4 1 2 3 4
"YLR227C" 5 4 1 1 3 4
"YLR012C" 3 1 3 5 1 2
"YLR013W" 4 4 4 4 4 1
"YLR030W" 3 1 3 5 1 2
"YLR045c" 1 4 1 4 5 2
"YLR049C" 3 1 3 5 1 2
"YLR054C" 5 4 1 1 3 4
"YKR089C" 1 4 4 4 1 2
"YLL004w" 1 4 1 4 3 2
"YLL005C" 5 4 1 1 3 4
"YLL012W" 1 2 4 4 1 1
"YLR265C" 1 2 4 3 4 1
"YLR273C" 5 3 4 4 1 1
"YLR274W" 4 4 4 3 4 1
"YLR290C" 1 2 4 4 1 2
"YLR307W" 5 4 1 4 3 4
"YLR308W" 5 4 1 1 3 4
"YLR314C" 1 4 1 2 5 2
"YLR341W" 5 4 1 1 3 4
"YLR343W" 5 4 1 1 3 4
"YLR368W" 1 4 2 3 3 1
"YML034W" 5 4 4 3 4 2
"YML065W" 4 4 4 3 4 1
"YML119W" 3 1 3 5 3 2
"YMR001C" 5 4 1 3 5 2
"YMR017W" 5 4 1 1 3 4
"YMR118C" 3 1 3 5 1 2
"YMR125W" 3 1 4 3 4 1
"YMR184W" 1 4 4 4 4 1
"YMR188C" 4 2 4 4 1 2
"YMR232W" 5 4 1 1 3 4
"YMR272C" 1 2 4 4 1 2
"YNL013C" 1 4 1 1 5 2
"YNL014W" 4 4 2 4 1 2
"YNL018C" 3 1 3 5 1 2
"YNL019C" 3 1 3 5 1 2
"YNL033W" 3 1 3 5 1 2
"YNL034W" 3 1 3 5 1 2
"YNL128W" 5 4 1 4 3 4
"YNL155W" 4 4 2 3 1 1
"YNL204C" 5 4 1 1 3 4
"YNL205C" 1 4 1 1 3 1
"YNL219C" 4 4 4 4 1 1
"YNL225C" 5 4 1 3 5 2
"YNL318C" 3 1 3 1 3 4
"YNL319W" 1 4 1 1 1 1
"YNR034W" 1 1 3 1 1 4
"YOL015W" 3 1 3 5 1 2
"YOR073W" 5 4 1 3 4 2
"YOL132W" 5 4 1 1 3 4
"YOR033C" 5 4 4 3 4 1
"YOL024W" 3 1 3 5 1 2
"YOL047C" 5 4 1 1 3 4
"YOL091W" 5 4 1 3 4 4
"YOR152C" 1 4 4 3 1 2
"YOR190W" 5 4 1 1 3 4
"YOR214C" 3 1 3 5 1 2
"YOR242C" 5 4 1 1 3 4
"YOR249C" 4 4 2 1 1 1
"YOR255W" 5 4 1 1 3 4
"YOR298W" 5 4 1 4 1 4
"YOR313C" 5 4 1 1 3 4
"YOR339C" 4 4 2 1 4 1
"YOR355W" 1 2 4 4 1 2
"YOR365C" 3 1 3 5 1 2
"YOR366W" 1 4 1 1 3 1
"YPL021W" 1 4 1 4 3 2
"YPL027W" 5 4 1 1 3 4
"YPL033C" 1 2 4 4 1 2
"YPL034W" 3 1 3 5 1 2
"YPL124W" 5 4 1 3 5 2
"YPL130W" 5 4 1 3 3 4
"YPL178W" 5 4 2 3 4 1
"YPR027C" 3 1 3 5 3 2
"YPR077C" 1 4 1 1 3 1
"YPR078C" 3 1 3 5 3 2
"YPR120C" 5 4 1 3 5 2
"YPR140W" 1 2 4 4 1 2
"YPR141C" 5 4 1 3 5 2
"YAL062W" 4 3 4 3 4 3
"YAR007C" 5 4 2 3 4 1
"YAL067C" 3 1 3 1 3 4
"YBR186W" 5 3 1 3 4 2
"YCR010C" 3 3 3 3 3 4
"YDR015c" 5 3 1 3 4 5
"YDR256C" 1 3 4 3 3 2
"YDR285W" 5 4 1 3 4 2
"YDR374C" 1 3 2 1 5 2
"YDR446W" 5 4 1 3 4 2
"YER024w" 3 3 1 3 4 4
"YER044c-a" 5 4 1 3 4 5
"YER179w" 3 3 1 3 4 4
"YFL003C" 5 4 1 3 4 2
"YGL009C" 4 3 4 4 1 2
"YGL033W" 5 4 1 3 4 2
"YGL081W" 3 1 3 5 5 2
"YGL183C" 5 3 1 3 4 2
"YGL249W" 5 4 1 3 4 2
"YGL251C" 5 4 1 3 4 2
"YHL022C" 5 3 1 3 4 2
"YHL024W" 5 4 1 3 3 4
"YHR014W" 5 4 1 3 4 2
"YHR079C-B" 5 4 1 3 4 5
"YHR153C" 5 4 1 3 4 4
"YHR157W" 5 3 1 3 4 4
"YHR202W" 3 1 3 5 3 2
"YHR208W" 4 3 4 3 4 3
"YIL031W" 1 4 2 3 4 2
"YIL072W" 5 4 1 3 4 2
"YIL121W" 1 3 3 3 3 4
"YJL074C" 5 4 1 3 4 2
"YJL106W" 5 4 2 3 4 2
"YJR152W" 3 3 3 3 4 4
"YKL120W" 3 3 3 3 4 4
"YKR033C" 3 3 1 3 4 4
"YKR034W" 4 3 2 3 4 1
"YLL046c" 5 4 1 3 4 5
"YLL047W" 5 4 1 3 4 5
"YLR096w" 3 3 1 3 4 5
"YKR066C" 3 1 1 3 3 2
"YLL027W" 4 3 4 3 1 4
"YLR263W" 5 4 1 3 4 2
"YLR312C" 1 4 4 3 4 2
"YLR438W" 1 3 4 3 4 4
"YLR445W" 5 4 2 3 4 2
"YML042W" 1 3 4 3 4 2
"YML091C" 4 4 2 3 4 1
"YMR133W" 5 3 1 3 4 2
"YMR147W" 3 1 3 5 5 2
"YMR148W" 3 1 3 5 5 2
"YMR198W" 5 4 1 3 5 2
"YNL116W" 5 4 1 3 5 2
"YNL196C" 5 4 1 3 4 2
"YOR100C" 1 3 4 4 1 2
"YOL131W" 3 1 3 5 3 2
"YOL104C" 5 4 1 3 4 2
"YOR177C" 5 4 1 4 3 4
"YOR350C" 5 4 2 3 4 2
"YOR351C" 5 4 2 3 4 2
"YPL111W" 5 3 4 3 4 1
"YPL121C" 5 3 1 3 4 2
"YPL208W" 5 4 2 3 4 1
"YPR007C" 5 4 1 3 4 2
"YAL038W" 1 2 4 2 1 3
"YBL072C" 4 2 2 5 1 1
"YBR005W" 2 1 3 5 1 4
"YBR031W" 4 4 2 4 1 1
"YBR181C" 4 1 2 5 1 1
"YCL064c" 4 1 5 2 2 3
"YDL082w" 2 1 3 5 1 3
"YDR011W" 3 1 3 2 3 3
"YDR012W" 4 4 2 4 1 1
"YDR382W" 4 2 2 1 4 1
"YDR417C" 4 1 3 2 1 3
"YDR418W" 4 1 2 5 1 1
"YDR471W" 4 4 2 4 1 1
"YEL054c" 2 1 3 2 1 3
"YER020w" 4 5 5 2 2 3
"YER056c-a" 4 1 3 2 1 3
"YER074w" 2 1 3 2 1 3
"YER102w" 4 1 5 2 1 3
"YFR031BC" 4 1 3 2 1 3
"YGL031C" 4 4 2 4 1 1
"YGL076C" 4 1 2 5 1 1
"YGR085C" 4 2 2 5 1 1
"YGR148C" 4 4 2 4 1 1
"YHL015W" 4 2 2 5 1 1
"YHR010W" 4 4 2 4 1 1
"YHR139C" 5 4 1 1 3 4
"YHR203C" 4 4 2 4 1 1
"YIL018W" 4 4 2 4 1 1
"YIL052C" 4 4 2 4 1 1
"YJL177W" 4 4 2 4 1 1
"YJR123W" 4 1 2 5 1 1
"YJR145C" 4 4 2 4 1 1
"YKL056C" 4 1 2 3 1 1
"YLL044W" 2 1 3 5 1 3
"YLL045c" 2 1 3 5 1 3
"YLR058c" 2 5 5 5 2 3
"YLR075w" 4 1 5 2 1 3
"YLR076C" 4 1 5 2 1 3
"YLR134w" 2 1 5 5 2 3
"YKR097W" 4 2 4 4 1 3
"YLR325C" 4 4 2 4 1 1
"YLR339C" 4 2 3 2 1 3
"YLR441C" 4 2 2 5 1 1
"YLR448W" 4 1 2 5 1 1
"YML063W" 4 2 2 5 1 1
"YMR242C" 4 4 2 4 1 1
"YMR316W" 1 2 3 2 3 2
"YNL069C" 4 4 2 4 1 1
"YNL096C" 4 1 2 5 1 1
"YNL098C" 4 4 1 1 3 4
"YNL119W" 4 4 2 3 3 1
"YNL178W" 4 1 2 5 1 1
"YNL301C" 4 4 2 4 1 1
"YOL010W" 2 1 2 5 4 1
"YOL016C" 4 4 2 2 5 1
"YOR096W" 4 1 2 5 1 1
"YOL120C" 4 4 2 4 1 1
"YOL039W" 4 4 2 4 1 1
"YOL040C" 4 1 2 5 1 1
"YPL079W" 4 4 2 4 1 2
"YPL081W" 4 2 2 5 1 1
"YPL090C" 4 1 2 5 1 1
"YPL131W" 4 2 2 5 1 1
"YPL198W" 4 1 2 5 1 1
