"1","2","3","4"
"YDL187c",3,3,3,3
"YDL239c",3,3,3,3
"YDR042C",3,2,3,2
"YDR065w",3,3,3,3
"YDR104C",5,4,4,5
"YDR113C",3,2,3,2
"YDR117C",3,3,3,3
"YDR118W",3,3,3,3
"YDR177W",3,3,3,3
"YDR191W",1,3,1,3
"YDR218C",5,4,4,5
"YDR253C",2,4,2,4
"YDR260C",3,3,3,3
"YDR263C",3,3,3,3
"YDR273W",5,4,4,5
"YDR317W",1,3,1,3
"YDR326C",5,1,4,1
"YDR355C",5,2,4,5
"YDR371W",5,4,4,4
"YDR402C",5,4,4,4
"YDR403W",5,4,4,4
"YDR438W",3,2,3,2
"YDR508C",5,1,5,1
"YDR516C",5,4,4,5
"YDR522C",5,4,4,5
"YDR523C",5,4,4,4
"YEL016c",3,3,3,3
"YEL023c",5,4,4,5
"YEL061c",3,3,3,3
"YER003c",3,2,3,2
"YER085c",3,3,3,3
"YER096w",5,2,4,2
"YER106w",3,3,3,3
"YER115c",5,4,4,4
"YER180c",3,3,3,3
"YER182w",3,3,3,3
"YFL011W",5,1,5,1
"YFL012W",3,2,3,2
"YFL040W",5,1,4,1
"YFR012W",3,2,3,2
"YFR023W",3,2,3,2
"YFR028C",3,3,3,3
"YFR032C",3,2,3,2
"YGL015C",3,2,3,2
"YGL116W",3,3,3,3
"YGL138C",3,2,3,2
"YGL162W",1,4,4,4
"YGL170C",5,4,4,5
"YGL180W",3,3,3,3
"YGL230C",3,2,3,2
"YGR059W",5,4,4,5
"YGR108W",3,4,4,4
"YGR109C",3,4,4,4
"YGR110W",1,3,1,3
"YGR185C",1,3,1,3
"YGR202C",1,3,1,3
"YGR224W",3,1,3,1
"YGR225W",5,4,4,4
"YGR226C",5,2,4,2
"YGR228W",5,2,3,2
"YGR229C",5,4,4,5
"YGR266W",3,2,3,2
"YGR273C",3,2,3,2
"YHL012W",3,2,3,2
"YHR015W",3,3,3,3
"YHR124W",5,4,4,4
"YHR150W",3,2,4,2
"YHR152W",3,3,3,3
"YHR166C",3,3,3,3
"YHR184W",5,4,4,5
"YHR185C",3,3,3,3
"YIL045W",3,4,4,4
"YIL057C",2,3,2,3
"YIL099W",3,3,3,3
"YIL112W",3,3,3,3
"YIL139C",1,3,1,3
"YIL144W",5,2,4,2
"YIL159W",5,3,3,5
"YIR013C",3,3,3,3
"YJL037W",5,4,4,5
"YJL038C",5,4,4,5
"YJL160C",3,2,3,2
"YJR036C",3,3,3,3
"YJR099W",5,5,5,2
"YJR119C",3,3,3,3
"YKL022C",3,3,3,3
"YKL042W",5,4,4,5
"YKL096W",5,4,4,5
"YKL104C",1,4,1,4
"YKL107W",3,2,3,2
"YKL189W",5,2,4,2
"YKR005C",3,2,3,2
"YLR195C",3,3,3,3
"YLR209C",1,3,1,3
"YLR210W",3,4,4,4
"YLR213C",5,4,4,5
"YLR220W",5,5,5,2
"YLR227C",5,4,4,5
"YLR012C",3,2,3,2
"YLR013W",3,3,3,3
"YLR030W",3,2,3,2
"YLR045c",3,2,3,2
"YLR049C",3,2,3,2
"YLR054C",5,4,4,4
"YKR089C",3,3,3,3
"YLL004w",3,3,3,3
"YLL005C",5,4,4,5
"YLL012W",1,3,1,3
"YLR265C",1,3,1,3
"YLR273C",2,4,2,4
"YLR274W",3,3,3,3
"YLR290C",1,3,1,3
"YLR307W",3,3,3,3
"YLR308W",5,4,4,5
"YLR314C",5,2,5,2
"YLR341W",5,4,4,5
"YLR343W",5,4,4,4
"YLR368W",3,3,3,3
"YML034W",3,3,3,3
"YML065W",3,3,3,3
"YML119W",3,2,3,2
"YMR001C",3,2,3,2
"YMR017W",5,4,4,4
"YMR118C",3,2,3,2
"YMR125W",1,2,1,2
"YMR184W",3,3,3,3
"YMR188C",1,3,1,3
"YMR232W",5,4,4,5
"YMR272C",1,3,1,3
"YNL013C",5,2,4,2
"YNL014W",3,3,3,3
"YNL018C",3,2,3,2
"YNL019C",3,2,3,2
"YNL033W",3,2,3,2
"YNL034W",3,2,3,2
"YNL128W",5,4,4,5
"YNL155W",3,3,3,3
"YNL204C",5,4,4,5
"YNL205C",5,4,4,4
"YNL219C",3,3,3,3
"YNL225C",5,4,4,5
"YNL318C",5,1,4,1
"YNL319W",5,4,4,4
"YNR034W",5,1,4,1
"YOL015W",3,2,3,2
"YOR073W",3,2,3,2
"YOL132W",5,4,4,4
"YOR033C",3,3,3,3
"YOL024W",3,2,3,2
"YOL047C",5,4,4,5
"YOL091W",5,4,4,5
"YOR152C",3,3,3,3
"YOR190W",5,4,4,4
"YOR214C",3,2,3,2
"YOR242C",5,4,4,4
"YOR249C",3,3,3,3
"YOR255W",5,4,4,5
"YOR298W",5,4,4,5
"YOR313C",5,4,4,5
"YOR339C",3,3,3,3
"YOR355W",1,2,1,2
"YOR365C",3,2,3,2
"YOR366W",5,4,4,5
"YPL021W",5,2,4,2
"YPL027W",5,4,4,5
"YPL033C",1,3,1,3
"YPL034W",3,2,3,2
"YPL124W",5,4,4,5
"YPL130W",5,4,4,5
"YPL178W",3,3,3,3
"YPR027C",3,2,3,2
"YPR077C",5,4,4,4
"YPR078C",3,2,3,2
"YPR120C",3,4,4,4
"YPR140W",1,3,1,3
"YPR141C",5,3,3,5
"YAL062W",2,6,2,6
"YAR007C",6,6,6,6
"YAL067C",3,1,3,1
"YBR186W",2,3,2,3
"YCR010C",2,2,2,2
"YDR015c",2,3,2,3
"YDR256C",2,2,2,2
"YDR285W",3,4,4,4
"YDR374C",2,4,2,4
"YDR446W",5,2,3,2
"YER024w",2,3,2,3
"YER044c-a",3,3,3,3
"YER179w",2,3,2,3
"YFL003C",5,3,3,5
"YGL009C",2,3,2,3
"YGL033W",5,3,3,5
"YGL081W",3,2,3,2
"YGL183C",2,3,2,3
"YGL249W",3,4,4,4
"YGL251C",3,3,3,3
"YHL022C",2,3,2,3
"YHL024W",5,4,4,5
"YHR014W",5,3,3,5
"YHR079C-B",3,3,3,3
"YHR153C",5,4,4,4
"YHR157W",2,3,2,5
"YHR202W",3,2,3,2
"YHR208W",2,3,2,3
"YIL031W",3,3,3,3
"YIL072W",5,4,4,5
"YIL121W",2,2,2,2
"YJL074C",5,4,4,5
"YJL106W",3,3,3,3
"YJR152W",2,1,2,1
"YKL120W",2,1,2,1
"YKR033C",2,2,2,2
"YKR034W",2,4,2,4
"YLL046c",5,3,3,5
"YLL047W",3,3,3,3
"YLR096w",2,3,2,3
"YKR066C",3,2,3,2
"YLL027W",2,2,2,2
"YLR263W",5,4,4,4
"YLR312C",3,3,3,3
"YLR438W",2,6,2,6
"YLR445W",3,3,3,3
"YML042W",2,6,2,6
"YML091C",3,2,3,2
"YMR133W",2,3,2,5
"YMR147W",3,2,3,2
"YMR148W",3,2,3,2
"YMR198W",3,3,3,3
"YNL116W",3,3,3,3
"YNL196C",3,3,3,3
"YOR100C",2,6,2,6
"YOL131W",3,2,3,2
"YOL104C",3,3,3,3
"YOR177C",5,4,4,5
"YOR350C",6,6,6,6
"YOR351C",3,3,3,3
"YPL111W",2,3,2,3
"YPL121C",5,3,2,5
"YPL208W",6,6,6,6
"YPR007C",5,3,3,5
"YAL038W",1,6,1,6
"YBL072C",6,6,6,6
"YBR005W",6,1,6,1
"YBR031W",6,6,6,6
"YBR181C",6,6,6,6
"YCL064c",1,1,5,1
"YDL082w",6,1,5,1
"YDR011W",6,5,5,2
"YDR012W",6,6,6,6
"YDR382W",6,6,6,6
"YDR417C",1,1,5,1
"YDR418W",6,6,6,6
"YDR471W",6,6,6,6
"YEL054c",1,1,5,1
"YER020w",6,1,5,1
"YER056c-a",1,1,5,1
"YER074w",1,1,5,1
"YER102w",1,1,5,1
"YFR031BC",1,1,5,1
"YGL031C",6,6,6,6
"YGL076C",6,6,6,6
"YGR085C",6,6,6,6
"YGR148C",6,6,6,6
"YHL015W",6,6,6,6
"YHR010W",6,6,6,6
"YHR139C",5,4,4,4
"YHR203C",6,6,6,6
"YIL018W",6,6,6,6
"YIL052C",6,6,6,6
"YJL177W",6,6,6,6
"YJR123W",6,6,6,6
"YJR145C",6,6,6,6
"YKL056C",6,6,6,6
"YLL044W",1,1,5,1
"YLL045c",1,1,5,1
"YLR058c",6,1,6,1
"YLR075w",6,1,5,1
"YLR076C",6,1,5,1
"YLR134w",6,1,6,1
"YKR097W",1,6,1,6
"YLR325C",6,6,6,6
"YLR339C",1,1,5,1
"YLR441C",6,6,6,6
"YLR448W",6,6,6,6
"YML063W",6,6,6,6
"YMR242C",6,6,6,6
"YMR316W",1,5,5,2
"YNL069C",6,6,6,6
"YNL096C",6,2,6,2
"YNL098C",5,4,4,4
"YNL119W",6,6,6,6
"YNL178W",6,6,6,6
"YNL301C",6,6,6,6
"YOL010W",6,6,6,6
"YOL016C",6,6,6,6
"YOR096W",6,6,6,6
"YOL120C",6,6,6,6
"YOL039W",6,6,6,6
"YOL040C",6,6,6,6
"YPL079W",6,6,6,6
"YPL081W",6,6,6,6
"YPL090C",6,6,6,6
"YPL131W",6,6,6,6
"YPL198W",6,6,6,6
