"1","2","3","4"
"YOL132W",1,1,1,1
"YOR033C",3,1,4,1
"YOL024W",5,4,2,5
"YOL047C",1,1,1,1
"YOL091W",3,4,1,4
"YOR152C",3,4,4,4
"YOR190W",1,1,1,1
"YOR214C",5,4,2,5
"YOR242C",1,1,1,1
"YOR249C",1,1,2,1
"YOR255W",1,1,1,1
"YOR298W",4,1,1,1
"YOR313C",1,1,1,1
"YOR339C",1,1,4,1
"YOR355W",4,4,4,4
"YOR365C",5,4,2,5
"YOR366W",1,1,1,1
"YPL021W",4,4,4,4
"YPL027W",1,1,1,1
"YPL033C",4,4,4,4
"YPL034W",5,4,4,4
"YPL124W",3,4,4,4
"YPL130W",3,1,1,1
"YPL178W",3,1,4,1
"YPR027C",5,4,2,5
"YPR077C",1,1,1,1
"YPR078C",5,4,2,5
"YPR120C",3,1,4,1
"YPR140W",4,4,4,4
"YPR141C",3,4,1,4
"YAL062W",3,3,3,3
"YAR007C",3,4,4,4
"YAL067C",1,4,4,4
"YBR186W",3,4,4,4
"YCR010C",3,4,4,4
"YDR015c",3,5,5,4
"YDR256C",3,4,4,4
"YDR285W",3,1,4,1
"YDR374C",1,1,4,1
"YDR446W",3,4,4,4
"YER024w",3,4,4,4
"YER044c-a",3,5,5,4
"YER179w",3,4,4,4
"YFL003C",3,4,4,4
"YGL009C",4,4,4,4
"YGL033W",3,4,4,4
"YGL081W",5,4,4,4
"YGL183C",3,4,4,4
"YGL249W",3,1,1,1
"YGL251C",3,4,4,4
"YHL022C",3,4,4,4
"YHL024W",3,4,1,4
"YHR014W",3,4,4,4
"YHR079C-B",3,5,5,4
"YHR153C",3,1,1,1
"YHR157W",3,4,4,4
"YHR202W",5,4,4,4
"YHR208W",3,3,3,3
"YIL031W",3,4,4,4
"YIL072W",3,4,4,4
"YIL121W",3,4,4,4
"YJL074C",3,1,1,1
"YJL106W",3,1,4,1
"YJR152W",3,4,4,4
"YKL120W",3,4,4,4
"YKR033C",3,4,4,4
"YKR034W",3,4,4,4
"YLL046c",3,5,5,4
"YLL047W",3,5,5,4
"YLR096w",3,5,5,4
"YKR066C",3,4,4,4
"YLL027W",3,4,4,4
"YLR263W",3,1,4,1
"YLR312C",3,4,4,4
"YLR438W",3,4,4,4
"YLR445W",3,1,4,1
"YML042W",3,3,3,3
"YML091C",3,1,4,1
"YMR133W",3,4,1,4
"YMR147W",5,4,4,4
"YMR148W",5,4,4,4
"YMR198W",3,4,4,4
"YNL116W",3,1,4,1
"YNL196C",3,4,4,4
"YOR100C",4,4,4,4
"YOL131W",5,4,4,4
"YOL104C",3,4,4,4
"YOR177C",4,4,4,4
"YOR350C",3,4,4,4
"YOR351C",3,1,4,1
"YPL111W",3,4,4,4
"YPL121C",3,4,4,4
"YPL208W",3,1,4,1
"YPR007C",3,4,4,4
"YAL038W",2,3,3,3
"YBL072C",5,3,2,5
"YBR005W",5,4,4,4
"YBR031W",4,3,3,3
"YBR181C",5,3,2,5
"YCL064c",2,2,2,2
"YDL082w",5,2,2,5
"YDR011W",2,2,2,2
"YDR012W",4,3,3,3
"YDR382W",1,1,3,1
"YDR417C",2,2,2,2
"YDR418W",5,3,2,5
"YDR471W",4,1,3,1
"YEL054c",2,2,2,2
"YER020w",2,3,3,3
"YER056c-a",2,2,2,2
"YER074w",2,2,2,2
"YER102w",2,2,3,2
"YFR031BC",2,2,2,2
"YGL031C",4,3,3,3
"YGL076C",5,3,2,5
"YGR085C",5,3,2,5
"YGR148C",4,3,3,3
"YHL015W",5,3,2,5
"YHR010W",4,1,3,1
"YHR139C",1,1,1,1
"YHR203C",4,3,3,3
"YIL018W",4,3,3,3
"YIL052C",4,3,3,3
"YJL177W",4,3,3,3
"YJR123W",5,3,2,5
"YJR145C",4,3,3,3
"YKL056C",3,3,3,3
"YLL044W",5,2,2,5
"YLL045c",5,2,2,5
"YLR058c",5,3,3,3
"YLR075w",2,3,3,3
"YLR076C",2,2,3,2
"YLR134w",5,3,3,3
"YKR097W",4,3,3,3
"YLR325C",4,1,3,1
"YLR339C",2,2,2,2
"YLR441C",5,3,2,5
"YLR448W",5,3,2,5
"YML063W",5,3,2,5
"YMR242C",4,3,3,3
"YMR316W",2,2,4,2
"YNL069C",4,3,3,3
"YNL096C",5,1,2,5
"YNL098C",1,1,1,1
"YNL119W",3,2,2,2
"YNL178W",5,3,2,5
"YNL301C",4,3,3,3
"YOL010W",5,3,2,5
"YOL016C",2,2,3,2
"YOR096W",5,3,2,5
"YOL120C",4,1,3,1
"YOL039W",4,3,3,3
"YOL040C",5,3,2,5
"YPL079W",4,3,3,3
"YPL081W",5,3,2,5
"YPL090C",5,3,2,5
"YPL131W",5,3,2,5
"YPL198W",5,3,2,5
