"1" "2" "3" "4" "5" "6"
"FBN2" 5 3 3 4 5 5
"LAMA2" 5 2 5 5 5 2
"ANXA3" 5 4 3 2 3 3
"AVPI1" 1 1 1 1 1 1
"CRABP2" 5 1 3 4 5 5
"HFL1" 1 1 1 1 1 1
"W78854" 1 1 1 1 1 1
"SQLE" 3 2 1 5 1 4
"FAM198B" 1 1 1 1 1 1
"AD036" 1 1 1 1 1 1
"OSBPL1A" 3 4 1 5 1 4
"WNT2" 5 3 3 2 5 5
"H66594" 1 1 1 1 1 1
"ASNS" 3 2 5 5 2 4
"MEST" 5 3 2 2 5 2
"DHCR24" 4 2 1 5 4 4
"W79348" 1 1 1 1 1 1
"PIM1" 5 5 4 2 5 4
"RHOBTB3" 3 4 1 2 5 4
"AA012995" 1 1 1 1 1 1
"TMEM97" 5 1 4 4 5 5
"SC5D" 3 2 1 5 1 4
"SLC2A12" 1 4 4 5 5 5
"SPTBN1" 4 5 2 2 5 5
"IPO8" 5 1 3 4 5 4
"SLC22A17" 1 4 4 2 5 5
"HMGCR" 3 2 1 5 1 4
"CYP1B1" 5 2 5 2 2 4
"RDH10" 3 2 5 5 5 4
"SYNPO2" 1 1 1 1 1 1
"MID1" 5 3 3 4 5 5
"AA040147" 1 1 1 1 1 1
"PQLC3" 5 2 5 5 2 4
"ELF2" 5 4 3 5 5 3
"HBP1" 5 5 4 2 4 3
"W67250" 1 1 1 1 1 1
"COL3A1" 4 5 3 2 5 4
"PDE8A" 1 2 1 5 4 3
"C1orf198" 1 1 1 1 1 1
"SUSD4" 2 5 3 1 3 3
"SSPN" 4 2 3 2 5 2
"PGRMC2" 5 5 3 2 5 4
"VEZF1" 4 5 3 3 3 3
"TXNIP" 4 1 2 4 5 5
"HMGN3" 4 5 1 2 4 4
"BM-002" 1 1 1 1 1 1
"FAM111A" 1 2 3 3 5 3
"FPGT" 3 2 1 5 4 4
"KIAA1376" 1 1 1 1 1 1
"WEE1" 1 5 4 2 5 5
"HLTF" 5 5 3 3 5 3
"HOXA11" 5 3 3 2 5 2
"USP49" 2 2 4 1 1 3
"RAP140" 1 1 1 1 1 1
"FLJ10971" 1 1 1 1 1 1
"KBTBD6" 4 5 1 2 4 4
"ZNF302" 5 5 3 3 5 3
"DHX57" 1 5 3 3 3 3
"SUPT20H" 2 2 5 2 1 3
"FLJ20008" 1 1 1 1 1 1
"MSL1" 2 2 4 1 1 5
"CACNA1E" 3 4 1 5 5 4
"CREBZF" 1 5 3 3 3 3
"STX7" 1 4 4 2 4 5
"ALDH3A2" 3 2 1 5 5 4
"MEIS1" 5 5 2 2 4 4
"NEDD4L" 5 4 3 2 5 4
"AGGF1" 1 3 3 3 5 3
"F2R" 4 5 3 2 5 3
"PLEKHA5" 4 5 1 2 4 4
"THBS3" 4 5 1 2 3 4
"DAAM1" 5 1 3 2 5 5
"KIT" 4 5 3 2 5 3
"H83657" 1 1 1 1 1 1
"SULT4A1" 3 2 1 5 1 4
"ECM2" 4 5 1 2 3 4
"N64208" 1 1 1 1 1 1
"CYP4V2" 3 2 1 5 4 4
"LDB2" 1 1 1 1 1 1
"HMGB2" 5 5 3 2 4 3
"SLC35E2" 1 4 4 2 5 5
"GTF2I" 1 1 3 4 5 4
"PNRC1" 1 1 1 1 1 1
"TCF7L2" 5 5 3 2 5 3
"SAV1" 5 1 3 2 5 5
"TGFBR3" 5 5 3 2 5 4
"FYN" 5 5 3 2 5 5
"HDHD3" 1 1 1 1 1 1
"PDZRN3" 2 2 4 1 1 4
"LPIN1" 3 2 1 5 5 4
"DDIT3" 5 5 3 2 5 4
"SH3D19" 5 4 4 1 5 3
"ACF7" 1 1 1 1 1 1
"TAX1BP1" 4 5 3 5 3 3
"COBLL1" 1 1 1 1 1 1
"PDE8B" 1 2 1 5 4 3
"ZNF521" 1 1 1 1 1 1
"AHR" 5 5 3 2 5 3
"ACACA" 3 2 1 5 4 4
"W45465" 1 1 1 1 1 1
"CAMK2D" 4 5 3 2 5 4
"PXK" 4 4 2 4 5 5
"TBCK" 2 5 4 1 2 4
"SRGAP2" 5 1 3 2 5 5
"DPYD" 1 2 5 5 1 3
"FAM102B" 1 1 1 1 1 1
"BBS2" 5 4 3 2 5 3
"SERPINA7" 1 4 3 1 3 3
"RB1CC1" 2 5 4 1 1 3
"PBX1" 5 3 3 5 5 2
"RAB11FIP2" 1 4 4 5 5 5
"TFPI" 4 5 3 1 1 3
"AHRR" 4 5 3 5 3 3
"ADD3" 1 4 4 2 5 5
"B3GALT6" 3 2 5 5 1 4
"TCAF1" 5 4 2 2 5 4
"SLC35A1" 1 4 4 1 1 4
"AA010407" 1 1 1 1 1 1
"IFIT2" 4 1 2 2 2 4
"CALCOCO1" 1 1 3 4 5 4
"LSAMP" 5 3 3 2 5 2
"ZBTB44" 1 1 1 1 1 1
"XRN1" 1 2 3 3 3 3
"ZBED5" 1 1 1 1 1 1
"ANGEL2" 1 1 4 4 5 5
"H05758" 1 1 1 1 1 1
"PHF3" 5 3 3 2 5 2
"ADGRL2" 5 5 3 2 5 5
"CLCN3" 1 4 4 2 5 5
"TIA1" 1 5 3 3 5 3
"HCGVIII-1" 1 1 1 1 1 1
"R70902" 1 1 1 1 1 1
"CDKN1B" 4 5 2 4 5 5
"KBTBD7" 4 1 2 4 5 5
"R43550" 1 1 1 1 1 1
"H92076" 1 1 1 1 1 1
"HSF2" 1 2 3 3 5 3
"R72963" 1 1 1 1 1 1
"SIAH1" 5 3 3 2 5 4
"KLF12" 1 5 3 3 3 3
"WW45" 1 1 1 1 1 1
"NAA16" 1 5 3 1 2 4
"H29270" 1 1 1 1 1 1
"R17893" 1 1 1 1 1 1
"CDKN2C" 5 4 4 4 5 5
"SSX2IP" 2 4 4 2 1 5
"TFDP2" 1 5 3 4 5 3
"OXR1" 4 5 2 2 1 3
"HNMT" 5 3 3 5 5 2
"ICE2" 1 2 3 3 3 3
"KIAA0923" 1 1 1 1 1 1
"RFX5" 5 5 3 3 5 3
"MRE11A" 1 5 3 5 4 3
"NBPF1" 1 1 1 1 1 1
"NBPF14" 1 1 1 1 1 1
"STK38" 2 1 4 4 5 4
"T98859" 1 1 1 1 1 1
"ROR2" 5 3 3 4 5 4
"CEBPG" 5 5 3 5 5 3
"CEP57" 1 4 4 4 5 5
"PLSCR1" 4 5 3 2 2 3
"DDX17" 1 3 3 3 5 3
"EFCAB7" 1 1 1 1 1 1
"SNX29" 1 1 1 1 1 1
"ARL14EP" 1 1 1 1 1 1
"UACA" 4 5 1 2 4 4
"PEAK1" 2 4 4 1 1 4
"R51896" 1 1 1 1 1 1
"GOPC" 5 1 2 4 5 5
"ATRX" 1 5 3 3 5 3
"KIAA0355" 1 1 1 1 1 1
"NARS" 1 2 3 1 3 4
"ATG4C" 1 2 4 1 1 4
"YYY" 1 1 1 1 1 1
"NR1D2" 5 5 3 2 5 3
"N33510" 1 1 1 1 1 1
"W73942" 1 1 1 1 1 1
"FOXF2" 1 3 3 5 5 3
"ZFP36L2" 5 3 3 5 5 3
"NSL1" 1 1 4 4 5 5
"PPM1B" 5 5 4 4 2 4
"LRRC32" 1 1 1 1 1 1
"TSTD2" 4 5 1 2 4 4
"IFIT1" 4 5 2 2 2 4
"PSPH" 3 2 1 5 1 4
"KIAA1462" 1 1 1 1 1 1
"DAPK1" 5 5 3 4 2 4
"ZRANB1" 2 5 4 1 1 4
"PTGFRN" 1 1 1 1 1 1
"REEP5" 4 5 1 2 4 4
"ASPH" 5 4 3 2 2 4
"ITFG1" 1 1 1 1 1 1
"CPT1A" 3 2 1 5 4 4
"T85042" 1 1 1 1 1 1
"FBN1" 5 3 3 4 5 5
"R55334" 1 1 1 1 1 1
"PBX3" 5 3 3 5 5 2
"EPS15" 5 4 3 4 5 5
"PLA2R1" 4 5 3 2 5 4
"PCSK6" 5 4 3 1 5 4
"W88694" 1 1 1 1 1 1
"ZNF616" 5 5 3 3 5 3
"ANGPTL2" 5 3 3 2 5 2
"PDGFRB" 5 5 3 2 5 4
"GNAI2" 5 1 3 4 5 5
"MEG3" 1 1 1 1 1 1
"R37986" 1 1 1 1 1 1
"CYP2C9" 3 2 1 5 1 4
"FADS2" 3 2 1 5 1 4
"ELANE" 4 4 5 2 3 3
"W86869" 1 1 1 1 1 1
"AA055520" 1 1 1 1 1 1
"C1R" 4 5 2 1 1 3
"AA004769" 1 1 1 1 1 1
"L3MBTL2" 1 1 1 1 1 1
"LPL" 3 2 1 5 4 4
"AA026215" 1 1 1 1 1 1
"AA026313" 1 1 1 1 1 1
"NUPR1" 1 2 4 2 5 5
"AA039465" 1 1 1 1 1 1
"PAPPA" 1 2 4 1 1 4
"PSAT1" 3 2 1 5 1 4
"FDFT1" 3 2 1 5 1 4
"CYP51A1" 3 2 1 5 1 4
"AA045738" 1 1 1 1 1 1
"DPYSL3" 4 5 2 2 2 5
"IDI1" 3 2 1 5 1 4
"OXSR1" 2 1 4 4 5 4
"INSIG1" 3 2 1 5 5 4
"TMTC1" 1 1 1 1 1 1
"CCNL1" 1 5 3 3 3 3
"UGCG" 3 2 1 5 1 4
"SCD" 3 2 1 5 4 4
"APOD" 4 4 3 2 5 4
"PLPP3" 1 1 1 1 1 1
"AA021170" 1 1 1 1 1 1
"W67988" 1 1 1 1 1 1
"NEDD9" 2 1 3 4 5 5
"SMC2" 1 4 4 5 1 5
"NUSAP1" 1 4 4 5 1 5
"AA009547" 1 1 1 1 1 1
"PRIM2" 1 4 3 5 1 3
"NUCKS1" 1 1 1 1 1 1
"LBR" 3 2 1 5 1 4
"N54485" 1 1 1 1 1 1
"CENPE" 1 5 4 4 5 5
"MELK" 5 5 4 4 5 4
"HAUS1" 2 2 4 3 1 5
"MSH2" 1 5 3 5 4 3
"W93536" 1 1 1 1 1 1
"POLD3" 1 2 3 5 1 3
"FAF1" 5 4 4 4 2 4
"ADAMTS1" 5 1 2 4 5 5
"ARL4D" 1 5 4 2 5 5
"SLC38A2" 1 4 3 2 5 5
"AA035262" 1 1 1 1 1 1
"CNAP1" 1 1 1 1 1 1
"AA029676" 1 1 1 1 1 1
"PCNA" 1 2 3 5 4 3
"N55327" 1 1 1 1 1 1
"ARRDC4" 5 5 4 1 2 3
"TOP2A" 1 4 4 5 4 3
"CKAP2" 1 4 3 5 5 5
"R13146" 1 1 1 1 1 1
"R10991" 1 1 1 1 1 1
"H68297" 1 1 1 1 1 1
"HSPC150" 1 1 1 1 1 1
"CENPF" 5 4 3 2 5 5
"RRM1" 3 2 1 5 1 4
"CCNA2" 1 1 4 4 5 5
"R20345" 1 1 1 1 1 1
"FEN1" 1 2 3 5 1 3
"KPNA2" 1 1 3 3 5 3
"ARL6IP1" 1 5 5 2 4 3
"RRM2" 1 2 1 5 5 4
"CDK1" 1 5 4 2 4 3
"OCLN" 1 2 4 4 1 5
"CKS2" 5 3 4 5 5 4
"CCNB1" 1 4 4 2 5 5
"UGT2B7" 3 2 1 5 2 4
"ATF3" 1 5 3 1 5 4
"PPP4C" 2 1 3 4 1 3
"BRD3" 5 5 3 3 5 3
"T95837" 1 1 1 1 1 1
"FOS" 4 5 3 4 5 3
"EGR1" 5 5 3 2 2 4
"NR4A2" 5 5 3 4 5 4
"CXCL2" 4 5 2 2 2 5
"GEM" 4 1 2 4 5 5
"R16980" 1 1 1 1 1 1
"ATP1B3" 4 4 4 2 5 5
"ZBTB21" 1 5 3 3 3 3
"W72835" 1 1 1 1 1 1
"TNFAIP3" 4 5 2 2 2 4
"HIVEP2" 5 3 3 4 5 4
"GFM2" 1 2 5 1 1 3
"CCL2" 4 5 3 2 2 4
"FAM175B" 1 1 1 1 1 1
"IL1B" 4 5 3 2 2 3
"CXCL8" 4 5 3 2 2 4
"R25353" 1 1 1 1 1 1
"ETS2" 5 3 3 5 5 3
"ETS1" 5 5 3 2 5 3
"CLDN4" 5 1 3 4 5 5
"PMEPA1" 5 1 3 4 5 5
"VEGFA" 5 5 3 2 5 3
"FLT1" 5 3 3 2 5 4
"MAT2A" 3 2 1 5 1 4
"H25689" 1 1 1 1 1 1
"FLYWCH1" 1 1 1 1 1 1
"THBD" 4 5 2 2 5 5
"BMPR2" 5 5 3 2 5 3
"T48818" 1 1 1 1 1 1
"STC1" 5 4 3 2 5 4
"RGS4" 2 1 3 4 5 5
"FCGR2B" 4 1 2 4 5 5
"ATG4A" 2 2 4 1 1 4
"T62684" 1 1 1 1 1 1
"YRDC" 5 5 2 2 3 4
"DUSP6" 4 5 3 2 5 5
"GRPEL1" 1 2 4 1 1 4
"TMEM2" 1 1 1 1 1 1
"FGF7" 4 5 2 2 5 5
"W52295" 1 1 1 1 1 1
"W44677" 1 1 1 1 1 1
"H02190" 1 1 1 1 1 1
"ADRA2C" 5 5 3 4 5 4
"T82817" 1 1 1 1 1 1
"FURIN" 5 4 5 1 2 4
"MKI67" 5 3 1 5 5 4
"RPS2" 1 2 3 1 3 4
"SDF1" 1 1 1 1 1 1
"RAN" 1 5 3 2 5 3
"ITGA6" 5 5 3 2 5 3
"ACP1" 1 1 1 1 1 1
"CDK7" 1 5 3 5 5 3
"CNDP2" 3 2 1 5 1 4
"AA028949" 1 1 1 1 1 1
"RANBP1" 5 1 2 4 5 5
"SDCBP2" 5 1 3 4 5 5
"NOP56" 1 2 3 3 1 3
"TRIM3" 5 3 3 2 5 2
"HSPA8" 4 4 3 3 5 3
"TBCB" 1 2 4 1 1 4
"CENPN" 1 1 4 4 5 5
"T54874" 1 1 1 1 1 1
"R16047" 1 1 1 1 1 1
"ESM1" 5 3 3 4 5 2
"DSP" 5 2 4 2 5 4
"HNT" 1 1 1 1 1 1
"OPCML" 5 3 3 2 5 2
"DNAJB9" 2 1 3 1 5 4
"ZDHHC18" 1 4 4 1 1 4
"NEK7" 1 4 4 4 5 5
"R99596" 1 1 1 1 1 1
"R39465" 1 1 1 1 1 1
"OXTR" 5 5 3 2 2 4
"MPC1" 3 2 1 5 1 4
"EBNA1BP2" 1 1 1 1 1 1
"R78225" 1 1 1 1 1 1
"H01821" 1 1 1 1 1 1
"HSPB7" 4 5 2 2 1 4
"GCH1" 4 2 5 5 5 4
"TIMP3" 4 5 2 1 2 4
"DDX21" 1 2 3 3 5 3
"ANPEP" 3 2 5 1 1 4
"W74639" 1 1 1 1 1 1
"PPIF" 4 4 2 2 2 4
"CTPS" 1 1 1 1 1 1
"MICAL2" 5 2 3 5 5 3
"TM4SF1" 4 5 1 2 4 4
"NEU1" 3 2 1 1 1 4
"OGFRL1" 1 1 1 1 1 1
"RCAN1" 5 1 3 2 5 5
"AA057801" 1 1 1 1 1 1
"MYO10" 4 4 2 2 5 3
"SERPINB2" 4 5 3 1 5 3
"TGM2" 5 4 4 2 5 4
"SSR3" 3 2 5 1 3 4
"S1PR1" 5 5 3 2 5 5
"CXCL12" 5 5 3 2 5 4
"MT1M" 2 1 2 2 2 4
"WDR1" 4 4 3 2 5 5
"PLOD2" 4 2 4 1 1 4
"ATP5G1" 3 2 1 5 1 4
"S100A16" 1 1 1 1 1 1
"PFKP" 3 2 5 5 1 4
"SLC20A1" 3 4 3 4 5 4
"CYCS" 4 2 5 5 5 4
"PSMD2" 4 5 3 2 2 4
"MT1L" 1 1 1 1 1 1
"MT2A" 3 1 2 2 2 4
"PTMA" 5 5 3 3 3 3
"T85217" 1 1 1 1 1 1
"GPM6B" 5 3 3 2 5 5
"H85111" 1 1 1 1 1 1
"FAM101B" 1 1 1 1 1 1
"MT1G" 5 4 2 4 2 4
"N55459" 1 1 1 1 1 1
"ESPL1" 1 4 4 2 4 5
"KIAA0368" 1 2 5 1 4 3
"CDH2" 5 2 3 2 5 5
"SERPIND1" 4 5 3 1 5 3
"H48459" 1 1 1 1 1 1
"MRPL35" 3 2 3 1 3 3
"TMEM106A" 4 5 1 2 4 4
"R21876" 1 1 1 1 1 1
"TFPI2" 1 1 1 1 1 1
"PKM2" 1 1 1 1 1 1
"CCT5" 1 2 4 1 3 4
"CLTC" 1 4 5 5 4 3
"RGS12" 5 1 3 4 5 5
"ACLY" 3 2 1 5 1 4
"FLNB" 2 1 3 4 5 5
"TPM1" 4 5 5 2 5 3
"AA046572" 1 1 1 1 1 1
"MAP2K3" 4 5 3 2 5 3
"NET1" 4 1 3 4 5 5
"UAP1" 1 2 4 1 1 4
"PLAUR" 5 5 3 2 2 4
"NDRG2" 5 1 3 4 5 5
"R36703" 1 1 1 1 1 1
"F3" 5 5 3 2 2 4
"PTGS2" 3 2 5 5 4 4
"ID3" 5 3 3 5 5 2
"KLF10" 5 3 3 4 5 4
"ACKR3" 1 4 3 4 2 4
"CTGF" 4 5 3 2 5 4
"ARV1" 3 2 1 5 1 4
"N58770" 1 1 1 1 1 1
"CDKN1A" 4 5 2 2 5 5
"ZNF584" 5 5 3 3 5 3
"NR4A3" 5 5 3 2 2 4
"BHLHE40" 1 5 3 5 3 3
"MPC2" 3 2 1 5 1 4
"JUNB" 5 5 3 2 2 4
"AA044235" 1 1 1 1 1 1
"MCL1" 5 4 3 2 5 4
"NAMPT" 3 2 3 5 5 4
"EDN1" 5 5 3 2 5 4
"IL6" 4 5 3 2 2 3
"SGK1" 4 4 3 2 5 4
"KLF6" 5 3 3 5 5 3
"DUSP1" 4 5 4 4 5 4
