"1" "2" "3" "4" "5" "6"
"HFL1" 2 2 5 3 2 4
"W78854" 2 1 1 3 2 4
"SQLE" 3 2 1 5 1 4
"FAM198B" 2 2 5 3 1 4
"AD036" 2 2 5 3 1 4
"OSBPL1A" 2 2 1 5 1 4
"WNT2" 5 3 2 4 5 4
"H66594" 2 2 1 3 1 4
"ASNS" 3 2 5 5 2 4
"MEST" 5 1 2 4 5 4
"DHCR24" 4 2 1 5 2 4
"W79348" 2 2 1 3 2 4
"PIM1" 5 5 4 4 5 4
"RHOBTB3" 3 5 1 5 1 4
"AA012995" 2 1 1 3 1 4
"TMEM97" 2 1 2 4 5 4
"SC5D" 3 2 1 5 1 4
"SLC2A12" 2 2 5 5 1 4
"SPTBN1" 4 5 2 4 5 5
"IPO8" 2 1 2 4 5 4
"SLC22A17" 2 2 5 5 1 4
"HMGCR" 3 2 1 5 1 4
"CYP1B1" 5 2 5 5 2 4
"RDH10" 2 2 5 5 1 4
"SYNPO2" 2 1 1 3 2 4
"MID1" 5 1 2 4 2 4
"AA040147" 2 2 1 3 1 4
"PQLC3" 5 2 5 5 2 4
"ELF2" 1 2 2 3 5 3
"HBP1" 5 5 4 4 4 3
"W67250" 4 2 5 3 1 4
"COL3A1" 4 5 5 4 5 4
"PDE8A" 1 2 1 5 4 3
"C1orf198" 2 1 1 3 1 4
"SUSD4" 2 1 1 1 1 4
"SSPN" 4 2 5 5 5 2
"PGRMC2" 5 5 2 4 5 4
"VEZF1" 4 2 1 3 5 3
"TXNIP" 4 1 2 4 5 5
"HMGN3" 4 5 2 5 4 4
"BM-002" 1 4 2 5 3 3
"FAM111A" 1 5 4 5 5 3
"FPGT" 3 2 1 5 4 4
"KIAA1376" 2 1 2 5 3 3
"WEE1" 1 5 4 5 4 5
"HLTF" 5 5 1 3 5 3
"HOXA11" 5 3 2 5 5 2
"USP49" 2 2 4 3 1 3
"RAP140" 2 4 2 5 3 3
"FLJ10971" 2 5 2 5 1 3
"KBTBD6" 4 5 5 5 4 4
"ZNF302" 5 5 1 3 5 3
"DHX57" 1 5 4 3 4 3
"SUPT20H" 2 5 5 3 1 3
"FLJ20008" 1 4 2 2 3 3
"MSL1" 2 2 4 5 1 3
"CACNA1E" 3 5 1 5 4 4
"CREBZF" 1 5 1 3 5 3
"STX7" 1 5 4 5 4 3
"ALDH3A2" 3 2 1 5 4 4
"MEIS1" 5 5 2 4 4 4
"NEDD4L" 5 5 4 4 5 3
"AGGF1" 1 3 2 3 5 3
"F2R" 4 5 2 4 5 3
"PLEKHA5" 4 5 5 5 1 4
"THBS3" 4 5 1 5 1 4
"DAAM1" 5 1 2 4 5 5
"KIT" 4 5 2 4 2 3
"H83657" 2 1 1 3 3 3
"SULT4A1" 3 2 1 5 1 4
"ECM2" 4 5 1 5 1 4
"N64208" 2 1 1 3 1 4
"CYP4V2" 3 2 1 5 1 4
"LDB2" 2 1 2 3 1 1
"HMGB2" 4 5 2 5 4 3
"SLC35E2" 1 5 5 5 1 5
"GTF2I" 1 1 2 3 5 4
"PNRC1" 2 1 1 3 1 4
"TCF7L2" 5 5 2 5 2 3
"SAV1" 5 1 2 4 5 5
"TGFBR3" 5 5 2 4 2 4
"FYN" 4 5 2 4 2 4
"HDHD3" 2 1 1 3 1 4
"PDZRN3" 2 2 4 1 1 4
"LPIN1" 3 2 1 5 1 4
"DDIT3" 4 5 2 4 5 4
"SH3D19" 2 2 4 3 2 3
"ACF7" 2 1 1 3 3 3
"TAX1BP1" 4 5 2 5 5 3
"COBLL1" 2 1 1 3 3 3
"PDE8B" 2 2 1 5 1 3
"ZNF521" 2 1 1 3 1 1
"AHR" 5 5 2 5 5 3
"ACACA" 3 2 1 5 1 4
"W45465" 2 1 1 3 1 4
"CAMK2D" 4 5 2 4 2 4
"PXK" 4 1 2 4 1 4
"TBCK" 2 5 4 1 1 4
"SRGAP2" 5 1 2 4 5 5
"DPYD" 1 2 5 5 1 3
"FAM102B" 2 1 1 3 1 3
"BBS2" 5 5 2 5 5 3
"SERPINA7" 2 5 4 1 1 3
"RB1CC1" 2 1 4 1 1 4
"PBX1" 5 3 1 5 5 2
"RAB11FIP2" 1 5 5 5 1 4
"TFPI" 2 5 1 1 1 3
"AHRR" 4 5 2 5 5 3
"ADD3" 1 5 5 5 1 5
"B3GALT6" 3 2 5 5 1 4
"TCAF1" 2 5 2 4 1 4
"SLC35A1" 2 2 4 1 1 4
"AA010407" 1 4 2 5 3 3
"IFIT2" 4 1 2 4 2 4
"CALCOCO1" 1 1 2 4 5 4
"LSAMP" 5 3 2 5 5 2
"ZBTB44" 2 4 2 3 1 3
"XRN1" 1 2 5 3 1 3
"ZBED5" 1 4 4 5 3 3
"ANGEL2" 1 1 4 4 5 4
"H05758" 1 4 2 2 3 3
"PHF3" 5 3 2 5 5 2
"ADGRL2" 5 5 2 4 5 5
"CLCN3" 1 5 4 5 4 3
"TIA1" 1 5 4 3 4 3
"HCGVIII-1" 1 4 2 2 3 3
"R70902" 1 4 2 2 3 3
"CDKN1B" 4 5 2 4 2 3
"KBTBD7" 4 1 2 4 5 5
"R43550" 2 4 4 2 3 3
"H92076" 2 4 2 2 3 3
"HSF2" 1 2 1 3 5 3
"R72963" 2 1 1 3 1 4
"SIAH1" 5 5 4 1 2 4
"KLF12" 1 1 1 3 5 3
"WW45" 2 1 1 3 1 4
"NAA16" 1 5 4 1 2 4
"H29270" 1 4 2 2 3 3
"R17893" 1 4 2 2 3 3
"CDKN2C" 1 5 4 4 4 5
"SSX2IP" 2 3 4 5 1 3
"TFDP2" 1 5 4 5 5 3
"OXR1" 4 5 2 5 1 3
"HNMT" 3 3 2 5 5 2
"ICE2" 1 5 1 3 5 3
"KIAA0923" 1 4 2 2 3 3
"RFX5" 5 5 1 3 5 3
"MRE11A" 1 5 4 5 4 3
"NBPF1" 2 4 2 2 3 3
"NBPF14" 2 4 2 2 3 3
"STK38" 2 1 4 4 1 4
"T98859" 2 4 2 5 3 3
"ROR2" 5 3 2 4 5 4
"CEBPG" 1 5 2 5 5 3
"CEP57" 1 5 4 4 4 5
"PLSCR1" 4 5 2 5 2 3
"DDX17" 1 1 2 3 5 3
"EFCAB7" 2 1 4 2 3 1
"SNX29" 2 1 1 3 1 1
"ARL14EP" 2 1 2 2 3 3
"UACA" 4 5 1 5 4 4
"PEAK1" 2 2 4 1 1 4
"R51896" 2 1 1 3 1 4
"GOPC" 4 1 2 4 5 5
"ATRX" 1 5 5 3 2 3
"KIAA0355" 2 1 2 3 3 3
"NARS" 1 2 5 5 1 3
"ATG4C" 1 2 4 1 1 4
"YYY" 1 4 2 2 3 3
"NR1D2" 5 5 2 5 5 3
"N33510" 2 1 2 3 1 3
"W73942" 2 1 1 3 1 1
"FOXF2" 1 5 2 3 5 3
"ZFP36L2" 1 3 2 5 5 3
"NSL1" 1 1 4 4 5 5
"PPM1B" 2 5 4 4 2 4
"LRRC32" 2 1 1 3 1 3
"TSTD2" 4 5 5 5 4 4
"IFIT1" 4 5 2 4 2 4
"PSPH" 3 2 1 5 1 4
"KIAA1462" 2 1 1 3 2 4
"DAPK1" 5 1 4 4 2 4
"ZRANB1" 2 5 4 1 1 4
"PTGFRN" 2 1 1 3 1 4
"REEP5" 4 5 1 5 4 4
"ASPH" 5 5 2 4 2 4
"ITFG1" 1 1 4 5 3 2
"CPT1A" 3 2 1 5 4 4
"T85042" 1 1 2 2 4 2
"FBN1" 5 3 2 4 5 3
"R55334" 1 4 4 2 4 2
"PBX3" 5 3 2 5 5 2
"EPS15" 5 5 4 4 5 5
"PLA2R1" 4 5 2 5 5 4
"PCSK6" 5 2 4 1 5 4
"W88694" 1 4 4 5 3 3
"ZNF616" 5 5 1 3 5 3
"ANGPTL2" 5 3 2 5 5 2
"PDGFRB" 5 5 2 4 2 4
"GNAI2" 5 1 2 4 5 5
"MEG3" 2 2 1 3 2 4
"R37986" 2 1 1 3 2 4
"CYP2C9" 3 2 1 5 1 4
"FADS2" 3 2 1 5 1 4
"ELANE" 4 5 5 1 2 3
"W86869" 2 2 5 3 2 4
"AA055520" 4 2 5 3 2 4
"C1R" 4 2 2 1 1 3
"AA004769" 2 2 5 3 2 4
"L3MBTL2" 2 2 1 3 2 4
"LPL" 3 2 1 5 5 4
"AA026215" 5 2 5 3 2 4
"AA026313" 4 2 5 3 2 4
"NUPR1" 1 2 5 4 5 5
"AA039465" 2 2 1 3 1 4
"PAPPA" 2 2 5 1 1 4
"PSAT1" 3 2 1 5 1 4
"FDFT1" 3 2 1 5 1 4
"CYP51A1" 3 2 1 5 1 4
"AA045738" 2 2 5 3 2 4
"DPYSL3" 4 2 5 4 2 4
"IDI1" 3 2 1 5 1 4
"OXSR1" 2 1 4 4 5 4
"INSIG1" 3 2 1 5 5 4
"TMTC1" 2 2 1 3 2 4
"CCNL1" 1 5 4 3 5 3
"UGCG" 3 2 1 5 1 4
"SCD" 3 2 1 5 1 4
"APOD" 4 5 5 4 5 4
"PLPP3" 3 3 2 1 4 5
"AA021170" 5 2 5 4 5 5
"W67988" 5 2 5 4 5 5
"NEDD9" 5 1 2 4 5 5
"SMC2" 1 1 4 5 4 5
"NUSAP1" 1 5 4 5 4 5
"AA009547" 1 4 2 2 4 2
"PRIM2" 1 2 4 5 4 3
"NUCKS1" 1 4 2 2 3 3
"LBR" 3 2 1 5 1 4
"N54485" 1 5 2 5 4 3
"CENPE" 1 5 4 4 4 5
"MELK" 5 5 4 4 5 4
"HAUS1" 2 2 4 5 1 5
"MSH2" 1 5 2 5 4 3
"W93536" 1 4 2 5 4 2
"POLD3" 1 2 4 5 1 3
"FAF1" 1 5 4 4 4 4
"ADAMTS1" 5 1 2 4 5 5
"ARL4D" 1 5 4 5 1 3
"SLC38A2" 1 1 2 5 5 5
"AA035262" 1 4 2 5 4 3
"CNAP1" 1 4 2 2 3 2
"AA029676" 1 4 4 5 4 3
"PCNA" 1 5 4 5 4 3
"N55327" 1 4 4 5 4 3
"ARRDC4" 5 5 4 1 2 3
"TOP2A" 1 5 4 5 4 3
"CKAP2" 1 5 4 5 5 3
"R13146" 1 4 4 2 4 2
"R10991" 1 4 4 2 4 2
"H68297" 1 4 4 2 4 2
"HSPC150" 1 4 4 5 4 2
"CENPF" 1 5 4 5 5 5
"RRM1" 3 2 1 5 1 3
"CCNA2" 1 1 4 4 5 5
"R20345" 1 4 4 2 4 2
"FEN1" 1 2 4 5 4 3
"KPNA2" 1 1 4 5 4 3
"ARL6IP1" 1 5 5 5 4 3
"RRM2" 1 2 1 5 5 3
"CDK1" 1 5 4 5 4 3
"OCLN" 1 2 4 5 4 5
"CKS2" 1 3 4 5 5 3
"CCNB1" 1 5 4 5 4 5
"UGT2B7" 3 2 1 5 1 4
"ATF3" 1 5 5 1 5 4
"PPP4C" 2 1 4 4 1 4
"BRD3" 5 5 1 3 5 3
"T95837" 2 2 3 3 2 4
"FOS" 4 5 2 4 5 3
"EGR1" 5 5 2 4 2 4
"NR4A2" 5 1 2 4 5 4
"CXCL2" 4 5 2 4 2 5
"GEM" 4 1 2 4 5 5
"R16980" 5 2 1 4 5 5
"ATP1B3" 5 5 5 4 5 5
"ZBTB21" 1 5 1 3 5 3
"W72835" 5 3 1 4 5 5
"TNFAIP3" 4 5 2 4 2 4
"HIVEP2" 5 3 2 4 5 4
"GFM2" 1 2 5 1 5 3
"CCL2" 4 5 2 4 5 4
"FAM175B" 5 3 5 4 5 5
"IL1B" 4 5 2 4 5 3
"CXCL8" 5 5 2 4 5 4
"R25353" 5 3 1 4 5 5
"ETS2" 5 3 2 5 5 2
"ETS1" 5 5 2 4 5 3
"CLDN4" 5 1 2 4 5 5
"PMEPA1" 5 1 2 4 5 5
"VEGFA" 5 5 2 4 5 4
"FLT1" 5 3 4 4 5 4
"MAT2A" 3 2 1 5 5 4
"H25689" 5 3 1 4 5 5
"FLYWCH1" 5 3 4 4 5 5
"THBD" 5 5 5 4 5 5
"BMPR2" 5 5 2 4 5 4
"T48818" 5 3 5 4 5 5
"STC1" 5 3 2 4 5 5
"RGS4" 5 1 2 4 5 5
"FCGR2B" 4 1 2 4 5 5
"ATG4A" 1 2 4 1 1 4
"T62684" 5 3 3 4 5 5
"YRDC" 5 5 2 4 5 5
"DUSP6" 4 5 2 4 5 5
"GRPEL1" 1 2 4 1 1 4
"TMEM2" 5 3 4 1 5 5
"FGF7" 4 5 2 4 5 5
"W52295" 5 3 1 4 5 5
"W44677" 5 3 3 4 5 5
"H02190" 5 3 3 1 2 5
"ADRA2C" 5 5 2 4 5 4
"T82817" 1 3 4 2 4 2
"FURIN" 5 5 4 1 2 4
"MKI67" 5 5 5 5 5 4
"RPS2" 1 2 4 1 5 3
"SDF1" 3 3 4 5 4 2
"RAN" 1 5 4 5 4 3
"ITGA6" 5 5 2 5 5 3
"ACP1" 3 3 4 5 4 2
"CDK7" 1 5 4 5 5 3
"CNDP2" 3 2 1 5 1 4
"AA028949" 1 4 4 5 4 2
"RANBP1" 3 1 2 4 5 5
"SDCBP2" 5 1 2 4 5 5
"NOP56" 1 2 4 3 5 3
"TRIM3" 5 3 2 5 5 2
"HSPA8" 1 5 4 1 5 3
"TBCB" 1 2 4 1 1 4
"CENPN" 5 1 4 4 5 5
"T54874" 5 3 4 1 5 5
"R16047" 3 3 4 1 5 5
"ESM1" 5 3 2 4 5 5
"DSP" 5 5 4 1 5 5
"HNT" 3 3 4 1 5 5
"OPCML" 5 3 2 5 5 5
"DNAJB9" 1 1 4 1 5 4
"ZDHHC18" 1 2 4 1 5 4
"NEK7" 1 1 4 1 4 5
"R99596" 3 3 4 1 4 5
"R39465" 1 4 4 2 4 2
"OXTR" 5 5 2 4 5 5
"MPC1" 3 2 1 5 4 4
"EBNA1BP2" 3 3 4 5 4 2
"R78225" 3 3 4 1 5 5
"H01821" 5 3 4 1 5 5
"HSPB7" 4 3 2 4 5 5
"GCH1" 3 2 5 5 5 4
"TIMP3" 4 3 2 1 2 3
"DDX21" 1 2 4 3 5 3
"ANPEP" 3 2 4 1 5 4
"W74639" 5 3 4 1 5 5
"PPIF" 4 5 2 4 2 4
"CTPS" 5 3 4 1 5 5
"MICAL2" 5 2 5 5 5 3
"TM4SF1" 5 5 5 5 5 5
"NEU1" 3 2 1 1 1 4
"OGFRL1" 5 3 4 1 5 5
"RCAN1" 5 3 2 4 5 5
"AA057801" 5 3 4 1 5 5
"MYO10" 4 3 2 4 5 5
"SERPINB2" 5 5 2 1 5 3
"TGM2" 5 3 4 5 5 5
"SSR3" 3 2 4 1 5 4
"S1PR1" 5 3 2 4 5 5
"CXCL12" 5 5 2 4 5 5
"MT1M" 3 3 2 4 5 5
"WDR1" 5 5 4 5 5 5
"PLOD2" 4 2 4 1 1 3
"ATP5G1" 3 2 1 5 1 4
"S100A16" 3 3 4 1 4 5
"PFKP" 3 2 5 5 4 4
"SLC20A1" 3 1 2 4 5 5
"CYCS" 4 5 4 5 4 4
"PSMD2" 4 5 2 4 5 4
"MT1L" 3 3 4 1 4 5
"MT2A" 3 1 2 4 2 5
"PTMA" 5 5 1 3 5 3
"T85217" 3 3 4 1 5 5
"GPM6B" 5 3 2 4 5 5
"H85111" 3 3 4 1 5 5
"FAM101B" 3 3 4 1 4 5
"MT1G" 5 3 2 4 5 5
"N55459" 3 3 4 1 4 5
"ESPL1" 1 3 4 5 4 5
"KIAA0368" 1 2 5 1 4 3
"CDH2" 5 3 4 5 5 5
"SERPIND1" 4 5 4 1 5 3
"H48459" 3 3 4 1 5 5
"MRPL35" 3 2 4 1 5 3
"TMEM106A" 3 5 5 5 4 5
"R21876" 3 3 4 1 5 5
"TFPI2" 5 3 4 1 5 5
"PKM2" 1 3 4 5 4 5
"CCT5" 1 2 4 1 1 4
"CLTC" 5 2 5 5 4 3
"RGS12" 5 1 2 4 5 5
"ACLY" 3 2 1 5 5 4
"FLNB" 5 1 2 4 5 5
"TPM1" 4 5 5 4 5 5
"AA046572" 5 3 3 1 5 5
"MAP2K3" 4 5 2 4 5 5
"NET1" 5 1 2 4 5 5
"UAP1" 1 2 4 1 1 4
"PLAUR" 5 5 4 4 5 4
"NDRG2" 5 1 2 4 5 5
"R36703" 5 3 1 4 5 5
"F3" 5 5 2 4 5 4
"PTGS2" 5 2 5 5 5 4
"ID3" 5 3 2 5 5 2
"KLF10" 5 3 2 4 5 4
"ACKR3" 5 1 2 4 2 4
"CTGF" 4 5 5 4 5 4
"ARV1" 3 2 1 5 1 4
"N58770" 4 2 3 3 2 4
"CDKN1A" 4 1 2 4 5 4
"ZNF584" 5 5 1 3 5 3
"NR4A3" 5 5 5 4 2 4
"BHLHE40" 5 5 1 3 5 3
"MPC2" 3 2 1 5 1 4
"JUNB" 5 5 2 4 2 4
"AA044235" 5 2 3 4 2 4
"MCL1" 5 1 2 4 5 4
"NAMPT" 5 2 5 5 5 4
"EDN1" 5 5 2 4 5 4
"IL6" 4 5 2 4 2 3
"SGK1" 4 5 4 4 5 4
"KLF6" 5 3 1 3 5 3
"DUSP1" 4 5 4 4 2 4
