"1" "2" "3" "4" "5" "6"
"DPP4" 4 2 5 1 1 3
"H00856" 1 1 1 1 1 1
"N74313" 1 1 1 1 1 1
"TMEM106B" 5 2 3 5 1 3
"FBN2" 5 2 3 1 1 3
"LAMA2" 5 1 3 6 1 3
"ANXA3" 5 2 5 4 1 6
"AVPI1" 1 1 1 1 1 1
"CRABP2" 6 6 5 4 1 5
"HFL1" 1 1 1 1 1 1
"W78854" 1 1 1 1 1 1
"SQLE" 3 5 3 5 5 3
"FAM198B" 1 1 1 1 1 1
"AD036" 1 1 1 1 1 1
"OSBPL1A" 3 5 3 5 5 2
"WNT2" 5 2 2 4 1 5
"H66594" 1 1 1 1 1 1
"ASNS" 3 3 3 2 5 2
"MEST" 5 2 5 5 1 3
"DHCR24" 4 5 5 5 5 3
"W79348" 1 1 1 1 1 1
"PIM1" 5 3 5 4 1 3
"RHOBTB3" 3 4 3 5 3 1
"AA012995" 1 1 1 1 1 1
"TMEM97" 6 6 5 1 6 3
"SC5D" 3 5 3 5 5 2
"SLC2A12" 1 1 2 5 6 4
"SPTBN1" 4 4 5 1 6 4
"IPO8" 6 6 4 1 2 4
"SLC22A17" 1 1 2 5 6 4
"HMGCR" 3 5 3 5 5 2
"CYP1B1" 5 1 3 5 5 3
"RDH10" 3 1 3 2 2 2
"SYNPO2" 1 1 1 1 1 1
"MID1" 5 2 5 4 1 6
"AA040147" 1 1 1 1 1 1
"PQLC3" 5 1 3 2 5 4
"ELF2" 5 6 6 4 1 5
"HBP1" 5 6 2 6 4 3
"W67250" 1 1 1 1 1 1
"COL3A1" 4 3 5 4 1 3
"PDE8A" 1 1 6 2 4 4
"C1orf198" 1 1 1 1 1 1
"SUSD4" 2 3 4 1 2 1
"SSPN" 4 1 3 2 1 1
"PGRMC2" 6 3 2 4 1 4
"VEZF1" 4 6 6 4 1 5
"TXNIP" 4 6 2 1 1 3
"HMGN3" 4 4 3 2 3 4
"BM-002" 1 1 1 1 1 1
"FAM111A" 1 5 6 2 1 5
"FPGT" 3 1 3 2 3 2
"KIAA1376" 1 1 1 1 1 1
"WEE1" 1 3 2 1 6 1
"HLTF" 5 4 6 4 1 5
"HOXA11" 5 2 3 4 1 3
"USP49" 2 3 4 3 2 4
"RAP140" 1 1 1 1 1 1
"FLJ10971" 1 1 1 1 1 1
"KBTBD6" 4 4 3 2 3 4
"ZNF302" 5 4 6 4 1 5
"DHX57" 1 3 6 4 4 5
"SUPT20H" 2 1 3 3 4 5
"FLJ20008" 1 1 1 1 1 1
"MSL1" 2 1 2 3 6 5
"CACNA1E" 3 5 3 5 5 4
"CREBZF" 1 3 6 4 1 5
"STX7" 1 4 2 5 6 4
"ALDH3A2" 3 5 3 2 1 3
"MEIS1" 5 6 2 6 1 6
"NEDD4L" 5 3 5 4 1 4
"AGGF1" 1 2 6 6 1 6
"F2R" 4 4 5 4 1 6
"PLEKHA5" 4 4 3 2 3 4
"THBS3" 4 4 3 2 3 4
"DAAM1" 6 3 2 1 6 4
"KIT" 4 4 5 4 1 6
"H83657" 1 1 1 1 1 1
"SULT4A1" 3 5 3 2 5 2
"ECM2" 4 4 3 2 3 4
"N64208" 1 1 1 1 1 1
"CYP4V2" 3 5 3 5 5 2
"LDB2" 1 1 1 1 1 1
"HMGB2" 5 4 5 6 4 5
"SLC35E2" 1 3 2 5 6 4
"GTF2I" 1 2 6 4 1 5
"PNRC1" 1 1 1 1 1 1
"TCF7L2" 5 4 5 4 1 5
"SAV1" 6 3 2 1 1 4
"TGFBR3" 5 6 5 4 1 3
"FYN" 5 3 5 4 1 4
"HDHD3" 1 1 1 1 1 1
"PDZRN3" 2 1 2 3 2 6
"LPIN1" 3 5 3 5 5 2
"DDIT3" 5 4 5 4 1 5
"SH3D19" 5 3 5 5 4 4
"ACF7" 1 1 1 1 1 1
"TAX1BP1" 4 6 5 4 1 5
"COBLL1" 1 1 1 1 1 1
"PDE8B" 1 1 6 2 4 4
"ZNF521" 1 1 1 1 1 1
"AHR" 5 3 5 4 1 5
"ACACA" 3 5 3 5 5 2
"W45465" 1 1 1 1 1 1
"CAMK2D" 4 4 5 4 1 4
"PXK" 4 6 5 1 1 3
"TBCK" 2 3 2 4 2 4
"SRGAP2" 6 3 2 1 6 4
"DPYD" 1 1 3 2 4 2
"FAM102B" 1 1 1 1 1 1
"BBS2" 5 4 3 6 1 3
"SERPINA7" 1 3 5 5 2 3
"RB1CC1" 2 3 5 3 4 6
"PBX1" 5 2 5 2 1 5
"RAB11FIP2" 1 1 2 5 6 1
"TFPI" 4 3 5 3 2 1
"AHRR" 4 6 6 4 1 5
"ADD3" 1 3 2 5 6 4
"B3GALT6" 3 1 3 2 5 2
"TCAF1" 6 6 5 1 1 1
"SLC35A1" 1 3 4 3 2 4
"AA010407" 1 1 1 1 1 1
"IFIT2" 6 6 2 4 5 3
"CALCOCO1" 6 6 6 4 1 5
"LSAMP" 5 2 5 6 1 3
"ZBTB44" 1 1 1 1 1 1
"XRN1" 1 1 6 2 4 4
"ZBED5" 1 1 1 1 1 1
"ANGEL2" 6 6 2 1 6 3
"H05758" 1 1 1 1 1 1
"PHF3" 5 2 3 6 1 3
"ADGRL2" 6 4 2 1 1 4
"CLCN3" 1 4 2 5 6 4
"TIA1" 1 4 6 6 4 5
"HCGVIII-1" 1 1 1 1 1 1
"R70902" 1 1 1 1 1 1
"CDKN1B" 4 3 5 4 1 3
"KBTBD7" 6 6 5 1 1 6
"R43550" 1 1 1 1 1 1
"H92076" 1 1 1 1 1 1
"HSF2" 1 5 6 2 1 5
"R72963" 1 1 1 1 1 1
"SIAH1" 5 3 4 4 2 3
"KLF12" 1 5 6 4 1 5
"WW45" 1 1 1 1 1 1
"NAA16" 1 3 4 4 1 5
"H29270" 1 1 1 1 1 1
"R17893" 1 1 1 1 1 1
"CDKN2C" 5 3 5 1 6 3
"SSX2IP" 2 2 2 3 6 4
"TFDP2" 1 3 2 4 1 5
"OXR1" 4 4 3 3 4 3
"HNMT" 5 2 3 5 1 3
"ICE2" 1 5 6 4 1 5
"KIAA0923" 1 1 1 1 1 1
"RFX5" 5 4 6 4 1 5
"MRE11A" 1 3 5 6 4 5
"NBPF1" 1 1 1 1 1 1
"NBPF14" 1 1 1 1 1 1
"STK38" 6 3 2 1 2 6
"T98859" 1 1 1 1 1 1
"ROR2" 5 2 2 1 1 6
"CEBPG" 5 3 5 4 1 5
"CEP57" 1 6 2 1 6 4
"PLSCR1" 4 3 3 4 1 4
"DDX17" 1 3 6 4 1 5
"EFCAB7" 1 1 1 1 1 1
"SNX29" 1 1 1 1 1 1
"ARL14EP" 1 1 1 1 1 1
"UACA" 4 4 3 2 3 4
"PEAK1" 2 3 2 3 2 6
"R51896" 1 1 1 1 1 1
"GOPC" 6 4 2 1 6 5
"ATRX" 1 4 6 4 4 5
"KIAA0355" 1 1 1 1 1 1
"NARS" 1 1 4 2 1 2
"ATG4C" 1 3 4 3 5 4
"YYY" 1 1 1 1 1 1
"NR1D2" 5 4 5 4 1 5
"N33510" 1 1 1 1 1 1
"W73942" 1 1 1 1 1 1
"FOXF2" 1 2 6 4 1 5
"ZFP36L2" 5 2 3 4 1 3
"NSL1" 6 6 2 1 6 4
"PPM1B" 6 3 5 4 2 6
"LRRC32" 1 1 1 1 1 1
"TSTD2" 4 4 3 2 3 4
"IFIT1" 6 6 5 4 2 3
"PSPH" 3 5 3 2 5 2
"KIAA1462" 1 1 1 1 1 1
"DAPK1" 6 3 5 4 5 4
"ZRANB1" 2 3 2 3 2 6
"PTGFRN" 1 1 1 1 1 1
"REEP5" 4 4 3 2 3 4
"ASPH" 5 4 5 4 1 5
"ITFG1" 1 1 1 1 1 1
"CPT1A" 3 5 3 5 5 2
"T85042" 1 1 1 1 1 1
"FBN1" 5 2 3 4 1 3
"R55334" 1 1 1 1 1 1
"PBX3" 5 2 3 2 1 3
"EPS15" 5 3 2 1 6 4
"PLA2R1" 4 4 3 6 3 4
"PCSK6" 5 3 4 4 2 4
"W88694" 1 1 1 1 1 1
"ZNF616" 5 4 6 4 1 5
"ANGPTL2" 5 2 3 6 1 3
"PDGFRB" 5 4 5 4 1 6
"GNAI2" 6 3 2 1 1 1
"MEG3" 1 1 1 1 1 1
"R37986" 1 1 1 1 1 1
"CYP2C9" 3 5 3 5 5 2
"FADS2" 3 5 3 2 5 2
"ELANE" 4 4 5 6 4 5
"W86869" 1 1 1 1 1 1
"AA055520" 1 1 1 1 1 1
"C1R" 4 6 4 3 4 3
"AA004769" 1 1 1 1 1 1
"L3MBTL2" 1 1 1 1 1 1
"LPL" 3 5 3 5 5 4
"AA026215" 1 1 1 1 1 1
"AA026313" 1 1 1 1 1 1
"NUPR1" 1 3 2 5 6 4
"AA039465" 1 1 1 1 1 1
"PAPPA" 1 3 4 3 2 2
"PSAT1" 3 5 3 2 5 2
"FDFT1" 3 5 3 5 5 2
"CYP51A1" 3 5 3 5 5 2
"AA045738" 1 1 1 1 1 1
"DPYSL3" 4 6 2 4 6 5
"IDI1" 3 5 3 5 5 2
"OXSR1" 6 3 2 1 5 4
"INSIG1" 3 5 3 2 5 2
"TMTC1" 1 1 1 1 1 1
"CCNL1" 1 3 5 4 1 5
"UGCG" 3 5 3 5 5 2
"SCD" 3 5 3 5 5 2
"APOD" 4 4 5 5 1 3
"PLPP3" 1 1 1 1 1 1
"AA021170" 1 1 1 1 1 1
"W67988" 1 1 1 1 1 1
"NEDD9" 6 6 2 1 6 4
"SMC2" 1 1 2 2 6 4
"NUSAP1" 1 1 2 3 6 3
"AA009547" 1 1 1 1 1 1
"PRIM2" 1 1 6 2 4 5
"NUCKS1" 1 1 1 1 1 1
"LBR" 3 5 3 5 5 2
"N54485" 1 1 1 1 1 1
"CENPE" 6 3 5 1 6 1
"MELK" 5 3 2 4 5 3
"HAUS1" 2 1 2 3 6 4
"MSH2" 1 3 5 6 4 5
"W93536" 1 1 1 1 1 1
"POLD3" 1 1 6 3 4 5
"FAF1" 5 3 5 1 2 4
"ADAMTS1" 6 6 2 1 1 3
"ARL4D" 1 4 2 5 6 4
"SLC38A2" 6 6 2 5 6 4
"AA035262" 1 1 1 1 1 1
"CNAP1" 1 1 1 1 1 1
"AA029676" 1 1 1 1 1 1
"PCNA" 1 3 6 6 4 5
"N55327" 1 1 1 1 1 1
"ARRDC4" 5 3 5 4 4 6
"TOP2A" 1 3 2 6 4 5
"CKAP2" 1 6 2 4 1 5
"R13146" 1 1 1 1 1 1
"R10991" 1 1 1 1 1 1
"H68297" 1 1 1 1 1 1
"HSPC150" 1 1 1 1 1 1
"CENPF" 5 3 5 4 6 5
"RRM1" 3 5 3 2 5 2
"CCNA2" 6 6 2 1 6 3
"R20345" 1 1 1 1 1 1
"FEN1" 1 1 6 3 4 5
"KPNA2" 1 3 6 4 4 5
"ARL6IP1" 1 4 3 5 4 4
"RRM2" 1 5 3 2 5 2
"CDK1" 1 3 5 6 4 4
"OCLN" 1 1 2 5 6 4
"CKS2" 5 2 5 2 1 3
"CCNB1" 1 3 5 6 6 3
"UGT2B7" 3 5 3 2 5 2
"ATF3" 1 3 5 4 1 5
"PPP4C" 6 3 2 3 2 6
"BRD3" 5 4 6 4 1 5
"T95837" 1 1 1 1 1 1
"FOS" 4 3 5 4 1 5
"EGR1" 5 3 5 4 1 5
"NR4A2" 5 3 2 4 1 5
"CXCL2" 4 6 5 4 1 6
"GEM" 6 6 2 1 6 4
"R16980" 1 1 1 1 1 1
"ATP1B3" 4 4 2 5 6 1
"ZBTB21" 1 5 6 4 1 5
"W72835" 1 1 1 1 1 1
"TNFAIP3" 4 3 5 4 5 6
"HIVEP2" 5 2 6 4 1 5
"GFM2" 1 1 3 3 4 4
"CCL2" 4 3 5 4 5 4
"FAM175B" 1 1 1 1 1 1
"IL1B" 4 4 5 4 4 6
"CXCL8" 4 3 5 4 1 4
"R25353" 1 1 1 1 1 1
"ETS2" 5 2 2 4 1 5
"ETS1" 5 4 5 4 1 4
"CLDN4" 6 6 5 1 1 3
"PMEPA1" 6 6 5 1 1 6
"VEGFA" 5 4 5 4 1 6
"FLT1" 5 2 5 4 1 6
"MAT2A" 3 5 3 2 5 2
"H25689" 1 1 1 1 1 1
"FLYWCH1" 1 1 1 1 1 1
"THBD" 4 3 2 1 1 1
"BMPR2" 5 4 5 4 1 6
"T48818" 1 1 1 1 1 1
"STC1" 5 4 2 5 1 3
"RGS4" 6 3 5 1 2 6
"FCGR2B" 6 6 5 1 1 3
"ATG4A" 2 3 4 3 5 4
"T62684" 1 1 1 1 1 1
"YRDC" 5 4 2 4 5 3
"DUSP6" 4 3 5 1 1 6
"GRPEL1" 1 3 4 3 2 4
"TMEM2" 1 1 1 1 1 1
"FGF7" 4 4 5 4 1 6
"W52295" 1 1 1 1 1 1
"W44677" 1 1 1 1 1 1
"H02190" 1 1 1 1 1 1
"ADRA2C" 5 3 5 1 5 4
"T82817" 1 1 1 1 1 1
"FURIN" 5 3 4 4 5 4
"MKI67" 5 2 3 2 3 2
"RPS2" 1 3 4 2 2 4
"SDF1" 1 1 1 1 1 1
"RAN" 1 4 3 5 4 4
"ITGA6" 5 3 5 4 1 3
"ACP1" 1 1 1 1 1 1
"CDK7" 1 3 5 4 1 4
"CNDP2" 3 5 3 2 5 2
"AA028949" 1 1 1 1 1 1
"RANBP1" 6 6 5 1 1 6
"SDCBP2" 6 2 5 1 1 3
"NOP56" 1 1 6 2 1 5
"TRIM3" 5 2 3 6 1 3
"HSPA8" 4 3 6 3 4 4
"TBCB" 1 3 4 3 2 2
"CENPN" 6 6 2 1 6 5
"T54874" 1 1 1 1 1 1
"R16047" 1 1 1 1 1 1
"ESM1" 5 2 5 1 1 6
"DSP" 5 3 5 6 5 3
"HNT" 1 1 1 1 1 1
"OPCML" 5 6 2 2 1 3
"DNAJB9" 2 3 4 3 2 6
"ZDHHC18" 1 3 4 3 2 6
"NEK7" 1 3 2 1 6 4
"R99596" 1 1 1 1 1 1
"R39465" 1 1 1 1 1 1
"OXTR" 5 4 5 4 1 3
"MPC1" 3 5 3 2 5 2
"EBNA1BP2" 1 1 1 1 1 1
"R78225" 1 1 1 1 1 1
"H01821" 1 1 1 1 1 1
"HSPB7" 4 6 3 3 2 1
"GCH1" 4 1 3 2 3 4
"TIMP3" 4 3 5 4 3 3
"DDX21" 1 1 6 2 1 5
"ANPEP" 3 3 4 3 2 2
"W74639" 1 1 1 1 1 1
"PPIF" 4 3 5 4 5 4
"CTPS" 1 1 1 1 1 1
"MICAL2" 5 1 3 2 1 4
"TM4SF1" 4 4 3 2 3 4
"NEU1" 3 5 4 5 5 2
"OGFRL1" 1 1 1 1 1 1
"RCAN1" 5 2 5 4 1 5
"AA057801" 1 1 1 1 1 1
"MYO10" 4 6 2 5 1 3
"SERPINB2" 4 3 5 1 1 1
"TGM2" 6 4 2 5 5 3
"SSR3" 3 1 4 3 2 4
"S1PR1" 5 3 2 1 1 3
"CXCL12" 5 3 5 4 1 3
"MT1M" 6 6 2 4 2 3
"WDR1" 4 4 3 5 1 1
"PLOD2" 4 1 5 3 2 4
"ATP5G1" 3 5 3 2 5 2
"S100A16" 1 1 1 1 1 1
"PFKP" 3 1 3 2 5 2
"SLC20A1" 6 3 2 1 5 4
"CYCS" 4 3 5 2 5 4
"PSMD2" 4 3 5 4 5 4
"MT1L" 1 1 1 1 1 1
"MT2A" 6 6 5 4 2 5
"PTMA" 5 4 6 4 1 4
"T85217" 1 1 1 1 1 1
"GPM6B" 5 2 3 6 1 3
"H85111" 1 1 1 1 1 1
"FAM101B" 1 1 1 1 1 1
"MT1G" 5 6 2 4 1 3
"N55459" 1 1 1 1 1 1
"ESPL1" 1 3 2 6 6 3
"KIAA0368" 1 3 4 6 2 5
"CDH2" 5 1 3 6 1 3
"SERPIND1" 4 3 5 1 1 1
"H48459" 1 1 1 1 1 1
"MRPL35" 3 1 4 3 4 5
"TMEM106A" 4 4 3 2 3 4
"R21876" 1 1 1 1 1 1
"TFPI2" 1 1 1 1 1 1
"PKM2" 1 1 1 1 1 1
"CCT5" 1 3 4 3 2 6
"CLTC" 1 1 3 5 4 4
"RGS12" 6 3 5 1 1 6
"ACLY" 3 5 3 2 5 2
"FLNB" 6 6 2 1 1 6
"TPM1" 4 4 3 6 3 4
"AA046572" 1 1 1 1 1 1
"MAP2K3" 4 3 5 4 1 5
"NET1" 6 6 2 1 1 4
"UAP1" 1 3 4 2 2 4
"PLAUR" 5 3 5 4 5 4
"NDRG2" 6 6 5 1 1 3
"R36703" 1 1 1 1 1 1
"F3" 5 4 5 4 1 6
"PTGS2" 3 1 3 2 5 2
"ID3" 5 2 6 4 1 5
"KLF10" 5 2 2 4 1 5
"ACKR3" 6 3 5 1 2 6
"CTGF" 4 3 5 4 5 4
"ARV1" 3 5 3 5 5 2
"N58770" 1 1 1 1 1 1
"CDKN1A" 4 3 5 1 6 3
"ZNF584" 5 4 6 4 1 5
"NR4A3" 5 4 5 4 1 4
"BHLHE40" 1 4 5 4 1 5
"MPC2" 3 5 3 2 5 2
"JUNB" 5 4 5 4 1 5
"AA044235" 1 1 1 1 1 1
"MCL1" 6 3 2 1 5 3
"NAMPT" 3 1 3 2 5 4
"EDN1" 5 4 5 4 1 6
"IL6" 4 4 5 4 1 6
"SGK1" 4 4 5 4 1 4
"KLF6" 5 2 6 4 1 5
"DUSP1" 4 3 5 1 5 3
