"1","2","3","4"
"USP49",2,2,2,2
"RAP140",1,1,1,1
"FLJ10971",1,1,1,1
"KBTBD6",4,5,3,4
"ZNF302",1,1,1,1
"DHX57",1,4,4,1
"SUPT20H",4,4,4,4
"FLJ20008",1,1,1,1
"MSL1",2,3,6,2
"CACNA1E",5,5,5,5
"CREBZF",1,1,1,1
"STX7",4,4,6,4
"ALDH3A2",5,5,5,5
"MEIS1",6,6,1,6
"NEDD4L",1,1,1,1
"AGGF1",1,1,1,1
"F2R",4,1,1,4
"PLEKHA5",4,5,3,4
"THBS3",4,5,3,4
"DAAM1",1,1,6,1
"KIT",4,1,1,4
"H83657",1,1,1,1
"SULT4A1",5,5,5,5
"ECM2",4,5,3,4
"N64208",1,1,1,1
"CYP4V2",5,5,5,5
"LDB2",1,1,1,1
"HMGB2",4,4,4,6
"SLC35E2",4,1,6,4
"GTF2I",1,1,1,1
"PNRC1",1,1,1,1
"TCF7L2",1,1,1,1
"SAV1",1,1,1,1
"TGFBR3",1,1,1,1
"FYN",4,1,1,4
"HDHD3",1,1,1,1
"PDZRN3",2,3,2,2
"LPIN1",5,5,5,5
"DDIT3",1,1,1,1
"SH3D19",4,4,4,4
"ACF7",1,1,1,1
"TAX1BP1",1,1,1,1
"COBLL1",1,1,1,1
"PDE8B",3,4,4,6
"ZNF521",1,1,1,1
"AHR",1,1,1,1
"ACACA",5,5,5,5
"W45465",1,1,1,1
"CAMK2D",4,1,1,4
"PXK",6,1,1,4
"TBCK",4,2,2,4
"SRGAP2",1,1,6,1
"DPYD",5,5,5,5
"FAM102B",1,1,1,1
"BBS2",1,1,1,1
"SERPINA7",2,2,2,2
"RB1CC1",2,4,4,2
"PBX1",1,1,1,1
"RAB11FIP2",4,1,6,4
"TFPI",2,2,2,2
"AHRR",1,1,1,1
"ADD3",4,1,6,4
"B3GALT6",5,5,5,5
"TCAF1",6,1,1,4
"SLC35A1",2,2,2,2
"AA010407",1,1,1,1
"IFIT2",6,2,2,2
"CALCOCO1",1,1,1,1
"LSAMP",1,1,1,1
"ZBTB44",1,1,1,1
"XRN1",1,3,4,1
"ZBED5",1,1,1,1
"ANGEL2",6,1,6,1
"H05758",1,1,1,1
"PHF3",1,1,1,1
"ADGRL2",4,1,1,4
"CLCN3",4,1,6,4
"TIA1",1,4,4,1
"HCGVIII-1",1,1,1,1
"R70902",1,1,1,1
"CDKN1B",6,1,1,1
"KBTBD7",6,1,1,1
"R43550",1,1,1,1
"H92076",1,1,1,1
"HSF2",1,1,1,1
"R72963",1,1,1,1
"SIAH1",2,2,2,2
"KLF12",1,1,1,1
"WW45",1,1,1,1
"NAA16",1,1,1,1
"H29270",1,1,1,1
"R17893",1,1,1,1
"CDKN2C",6,4,6,4
"SSX2IP",6,3,6,6
"TFDP2",1,1,1,1
"OXR1",4,3,4,4
"HNMT",1,1,1,1
"ICE2",1,1,1,1
"KIAA0923",1,1,1,1
"RFX5",1,1,1,1
"MRE11A",1,4,4,6
"NBPF1",1,1,1,1
"NBPF14",1,1,1,1
"STK38",2,2,2,2
"T98859",1,1,1,1
"ROR2",1,1,1,1
"CEBPG",1,1,1,1
"CEP57",6,4,6,4
"PLSCR1",1,1,1,1
"DDX17",1,1,1,1
"EFCAB7",1,1,1,1
"SNX29",1,1,1,1
"ARL14EP",1,1,1,1
"UACA",4,5,3,4
"PEAK1",2,2,2,2
"R51896",1,1,1,1
"GOPC",4,1,6,4
"ATRX",1,4,4,1
"KIAA0355",1,1,1,1
"NARS",1,1,1,1
"ATG4C",2,2,2,2
"YYY",1,1,1,1
"NR1D2",1,1,1,1
"N33510",1,1,1,1
"W73942",1,1,1,1
"FOXF2",1,1,1,1
"ZFP36L2",1,1,1,1
"NSL1",1,1,6,1
"PPM1B",2,2,2,2
"LRRC32",1,1,1,1
"TSTD2",4,5,3,4
"IFIT1",6,2,2,2
"PSPH",5,5,5,5
"KIAA1462",1,1,1,1
"DAPK1",1,1,1,1
"ZRANB1",2,2,2,2
"PTGFRN",1,1,1,1
"REEP5",4,5,3,4
"ASPH",4,1,1,4
"ITFG1",1,1,1,1
"CPT1A",5,5,5,5
"T85042",1,1,1,1
"FBN1",1,1,1,1
"R55334",1,1,1,1
"PBX3",1,1,1,1
"EPS15",4,1,6,4
"PLA2R1",4,1,3,4
"PCSK6",2,2,2,2
"W88694",1,1,1,1
"ZNF616",1,1,1,1
"ANGPTL2",1,1,1,1
"PDGFRB",4,1,1,4
"GNAI2",1,1,1,1
"MEG3",1,1,1,1
"R37986",1,1,1,1
"CYP2C9",5,5,5,5
"FADS2",5,5,5,5
"ELANE",4,4,4,4
"W86869",1,1,1,1
"AA055520",1,1,1,1
"C1R",6,4,4,6
"AA004769",1,1,1,1
"L3MBTL2",1,1,1,1
"LPL",5,5,5,5
"AA026215",1,1,1,1
"AA026313",1,1,1,1
"NUPR1",4,1,6,4
"AA039465",1,1,1,1
"PAPPA",2,2,2,2
"PSAT1",5,5,5,5
"FDFT1",5,5,5,5
"CYP51A1",5,5,5,5
"AA045738",1,1,1,1
"DPYSL3",6,4,6,3
"IDI1",5,5,5,5
"OXSR1",2,2,2,2
"INSIG1",5,5,5,5
"TMTC1",1,1,1,1
"CCNL1",1,1,1,1
"UGCG",5,5,5,5
"SCD",5,5,5,5
"APOD",4,1,1,4
"PLPP3",1,1,1,1
"AA021170",1,1,1,1
"W67988",1,1,1,1
"NEDD9",1,1,6,1
"SMC2",6,3,6,6
"NUSAP1",6,4,6,6
"AA009547",1,1,1,1
"PRIM2",1,4,4,6
"NUCKS1",1,1,1,1
"LBR",5,5,5,5
"N54485",1,1,1,1
"CENPE",4,4,6,4
"MELK",1,1,1,1
"HAUS1",6,3,6,6
"MSH2",1,6,4,6
"W93536",1,1,1,1
"POLD3",1,3,4,6
"FAF1",2,2,2,2
"ADAMTS1",6,1,1,1
"ARL4D",4,4,6,4
"SLC38A2",1,1,6,1
"AA035262",1,1,1,1
"CNAP1",1,1,1,1
"AA029676",1,1,1,1
"PCNA",1,4,4,6
"N55327",1,1,1,1
"ARRDC4",4,4,4,4
"TOP2A",1,4,4,6
"CKAP2",1,1,1,1
"R13146",1,1,1,1
"R10991",1,1,1,1
"H68297",1,1,1,1
"HSPC150",1,1,1,1
"CENPF",1,1,6,1
"RRM1",5,5,5,5
"CCNA2",1,1,6,1
"R20345",1,1,1,1
"FEN1",1,4,4,6
"KPNA2",1,4,4,1
"ARL6IP1",4,4,4,4
"RRM2",5,5,5,5
"CDK1",4,4,4,6
"OCLN",6,3,6,1
"CKS2",1,1,1,1
"CCNB1",2,2,6,2
"UGT2B7",5,5,5,5
"ATF3",1,1,1,1
"PPP4C",2,2,2,2
"BRD3",1,1,1,1
"T95837",1,1,1,1
"FOS",1,1,1,1
"EGR1",1,1,1,1
"NR4A2",1,1,1,1
"CXCL2",6,1,1,4
"GEM",6,1,6,1
"R16980",1,1,1,1
"ATP1B3",4,1,6,4
"ZBTB21",1,1,1,1
"W72835",1,1,1,1
"TNFAIP3",4,1,1,4
"HIVEP2",1,1,1,1
"GFM2",1,3,4,1
"CCL2",4,1,1,4
"FAM175B",1,1,1,1
"IL1B",4,4,4,4
"CXCL8",4,1,1,4
"R25353",1,1,1,1
"ETS2",1,1,1,1
"ETS1",1,1,1,1
"CLDN4",1,1,1,1
"PMEPA1",1,1,1,1
"VEGFA",4,1,1,4
"FLT1",4,1,1,4
"MAT2A",5,5,5,5
"H25689",1,1,1,1
"FLYWCH1",1,1,1,1
"THBD",4,1,1,4
"BMPR2",1,1,1,1
"T48818",1,1,1,1
"STC1",4,1,1,4
"RGS4",2,2,2,2
"FCGR2B",6,1,1,1
"ATG4A",2,2,2,2
"T62684",1,1,1,1
"YRDC",4,1,1,4
"DUSP6",1,1,1,1
"GRPEL1",2,2,2,2
"TMEM2",1,1,1,1
"FGF7",4,1,1,4
"W52295",1,1,1,1
"W44677",1,1,1,1
"H02190",1,1,1,1
"ADRA2C",4,1,1,4
"T82817",1,1,1,1
"FURIN",2,2,2,2
"MKI67",4,5,3,4
"RPS2",2,2,2,2
"SDF1",1,1,1,1
"RAN",4,4,4,4
"ITGA6",1,1,1,1
"ACP1",1,1,1,1
"CDK7",1,1,1,1
"CNDP2",5,5,5,5
"AA028949",1,1,1,1
"RANBP1",6,1,1,1
"SDCBP2",1,1,1,1
"NOP56",1,3,1,1
"TRIM3",1,1,1,1
"HSPA8",2,4,4,2
"TBCB",2,2,2,2
"CENPN",6,1,6,1
"T54874",1,1,1,1
"R16047",1,1,1,1
"ESM1",1,1,1,1
"DSP",6,1,1,1
"HNT",1,1,1,1
"OPCML",1,1,1,1
"DNAJB9",2,2,2,2
"ZDHHC18",2,2,2,2
"NEK7",2,2,6,2
"R99596",1,1,1,1
"R39465",1,1,1,1
"OXTR",1,1,1,1
"MPC1",5,5,5,5
"EBNA1BP2",1,1,1,1
"R78225",1,1,1,1
"H01821",1,1,1,1
"HSPB7",2,2,2,2
"GCH1",3,4,3,3
"TIMP3",3,2,3,3
"DDX21",1,1,1,1
"ANPEP",2,2,2,2
"W74639",1,1,1,1
"PPIF",4,4,4,4
"CTPS",1,1,1,1
"MICAL2",1,1,1,1
"TM4SF1",4,5,3,4
"NEU1",5,5,5,5
"OGFRL1",1,1,1,1
"RCAN1",1,1,1,1
"AA057801",1,1,1,1
"MYO10",6,1,1,1
"SERPINB2",4,1,1,4
"TGM2",4,1,1,4
"SSR3",2,2,2,2
"S1PR1",1,1,1,1
"CXCL12",4,1,1,4
"MT1M",6,2,2,2
"WDR1",4,1,1,4
"PLOD2",2,3,2,2
"ATP5G1",5,5,5,5
"S100A16",1,1,1,1
"PFKP",5,5,5,5
"SLC20A1",4,1,1,4
"CYCS",3,4,4,3
"PSMD2",4,1,1,4
"MT1L",1,1,1,1
"MT2A",6,2,2,2
"PTMA",1,1,1,1
"T85217",1,1,1,1
"GPM6B",1,1,1,1
"H85111",1,1,1,1
"FAM101B",1,1,1,1
"MT1G",6,1,1,1
"N55459",1,1,1,1
"ESPL1",6,4,6,6
"KIAA0368",2,2,2,2
"CDH2",1,1,1,1
"SERPIND1",1,1,1,1
"H48459",1,1,1,1
"MRPL35",1,4,4,1
"TMEM106A",4,5,3,4
"R21876",1,1,1,1
"TFPI2",1,1,1,1
"PKM2",1,1,1,1
"CCT5",2,2,2,2
"CLTC",4,4,4,6
"RGS12",1,1,1,1
"ACLY",5,5,5,5
"FLNB",1,1,1,1
"TPM1",4,4,3,4
"AA046572",1,1,1,1
"MAP2K3",1,1,1,1
"NET1",1,1,1,1
"UAP1",2,2,2,2
"PLAUR",4,2,2,4
"NDRG2",1,1,1,1
"R36703",1,1,1,1
"F3",4,1,1,4
"PTGS2",3,4,3,3
"ID3",1,1,1,1
"KLF10",1,1,1,1
"ACKR3",2,2,2,2
"CTGF",1,1,1,1
"ARV1",5,5,5,5
"N58770",1,1,1,1
"CDKN1A",6,4,6,4
"ZNF584",1,1,1,1
"NR4A3",4,1,1,4
"BHLHE40",1,1,1,1
"MPC2",5,5,5,5
"JUNB",1,1,1,1
"AA044235",1,1,1,1
"MCL1",1,1,1,1
"NAMPT",1,1,1,1
"EDN1",4,1,1,4
"IL6",4,1,1,4
"SGK1",4,1,1,4
"KLF6",1,1,1,1
"DUSP1",2,2,2,2
