"1","2","3","4"
"AGGF1",1,6,1,6
"F2R",6,6,6,6
"PLEKHA5",2,2,2,2
"THBS3",2,2,2,2
"DAAM1",6,6,6,6
"KIT",6,6,6,6
"H83657",2,2,2,2
"SULT4A1",3,3,2,3
"ECM2",2,2,2,2
"N64208",6,6,6,6
"CYP4V2",3,3,5,3
"LDB2",2,2,2,2
"HMGB2",4,6,1,6
"SLC35E2",1,1,1,1
"GTF2I",1,6,1,6
"PNRC1",6,6,6,6
"TCF7L2",4,6,1,6
"SAV1",6,6,6,6
"TGFBR3",6,6,6,6
"FYN",6,6,6,6
"HDHD3",6,6,6,6
"PDZRN3",6,6,6,6
"LPIN1",5,2,5,5
"DDIT3",4,6,1,6
"SH3D19",6,6,6,6
"ACF7",4,2,2,2
"TAX1BP1",4,1,1,1
"COBLL1",4,2,2,2
"PDE8B",4,2,1,2
"ZNF521",6,6,6,6
"AHR",1,3,1,3
"ACACA",2,2,2,2
"W45465",6,6,6,6
"CAMK2D",4,6,6,6
"PXK",4,6,6,6
"TBCK",6,6,6,6
"SRGAP2",6,6,6,6
"DPYD",1,3,1,3
"FAM102B",4,6,6,6
"BBS2",4,6,6,6
"SERPINA7",6,6,6,6
"RB1CC1",4,6,6,6
"PBX1",4,6,1,5
"RAB11FIP2",2,1,2,1
"TFPI",4,1,1,1
"AHRR",1,3,1,3
"ADD3",1,1,1,1
"B3GALT6",2,2,2,2
"TCAF1",6,6,6,6
"SLC35A1",6,6,6,6
"AA010407",4,5,1,2
"IFIT2",4,6,6,6
"CALCOCO1",1,6,1,6
"LSAMP",6,6,6,6
"ZBTB44",4,6,6,6
"XRN1",1,2,1,2
"ZBED5",4,5,3,3
"ANGEL2",4,6,1,6
"H05758",4,5,3,3
"PHF3",6,6,6,6
"ADGRL2",6,6,6,6
"CLCN3",1,3,1,3
"TIA1",4,3,1,3
"HCGVIII-1",4,5,2,2
"R70902",4,2,2,2
"CDKN1B",4,6,1,6
"KBTBD7",6,6,6,6
"R43550",4,2,2,2
"H92076",4,2,2,2
"HSF2",1,3,1,3
"R72963",2,2,2,2
"SIAH1",6,6,6,6
"KLF12",1,2,1,2
"WW45",2,2,2,2
"NAA16",1,6,1,6
"H29270",4,5,3,2
"R17893",4,5,3,3
"CDKN2C",4,6,1,6
"SSX2IP",4,2,1,2
"TFDP2",1,3,1,3
"OXR1",4,1,1,1
"HNMT",2,2,2,2
"ICE2",1,3,1,3
"KIAA0923",4,5,3,3
"RFX5",1,6,1,6
"MRE11A",4,3,1,3
"NBPF1",4,5,3,2
"NBPF14",4,5,3,2
"STK38",6,6,6,6
"T98859",4,5,3,3
"ROR2",6,6,6,6
"CEBPG",4,6,1,6
"CEP57",1,3,1,3
"PLSCR1",4,3,1,3
"DDX17",1,6,1,6
"EFCAB7",2,2,2,2
"SNX29",2,2,2,2
"ARL14EP",4,2,2,2
"UACA",2,2,2,2
"PEAK1",6,6,6,6
"R51896",2,2,2,2
"GOPC",6,6,6,6
"ATRX",4,2,1,2
"KIAA0355",4,2,2,2
"NARS",1,2,1,2
"ATG4C",1,2,1,2
"YYY",2,2,2,2
"NR1D2",4,6,1,6
"N33510",2,2,2,2
"W73942",2,2,2,2
"FOXF2",1,2,1,2
"ZFP36L2",1,2,1,2
"NSL1",1,6,1,6
"PPM1B",6,6,6,6
"LRRC32",2,2,2,2
"TSTD2",2,2,2,2
"IFIT1",4,6,6,6
"PSPH",2,2,2,2
"KIAA1462",2,2,2,2
"DAPK1",6,6,6,6
"ZRANB1",6,6,6,6
"PTGFRN",5,6,5,5
"REEP5",3,3,5,3
"ASPH",4,6,6,6
"ITFG1",4,3,1,3
"CPT1A",5,2,5,5
"T85042",4,5,1,5
"FBN1",4,6,6,6
"R55334",1,5,1,3
"PBX3",3,1,2,1
"EPS15",4,2,2,2
"PLA2R1",3,3,6,3
"PCSK6",1,6,1,6
"W88694",1,5,3,3
"ZNF616",1,6,1,6
"ANGPTL2",6,6,6,6
"PDGFRB",6,6,6,6
"GNAI2",6,1,6,1
"MEG3",6,6,6,6
"R37986",2,2,2,2
"CYP2C9",2,2,2,2
"FADS2",5,2,5,5
"ELANE",4,6,6,6
"W86869",5,6,5,5
"AA055520",5,6,5,5
"C1R",4,6,5,5
"AA004769",6,6,6,6
"L3MBTL2",6,6,6,6
"LPL",5,2,5,5
"AA026215",5,6,5,5
"AA026313",6,6,6,6
"NUPR1",1,1,1,1
"AA039465",5,6,5,5
"PAPPA",6,6,6,6
"PSAT1",2,2,2,2
"FDFT1",5,2,5,5
"CYP51A1",5,3,5,5
"AA045738",5,6,5,5
"DPYSL3",6,6,6,6
"IDI1",5,2,5,5
"OXSR1",6,6,6,6
"INSIG1",5,2,5,5
"TMTC1",6,6,6,6
"CCNL1",6,6,6,6
"UGCG",5,2,5,5
"SCD",5,2,5,5
"APOD",6,1,6,1
"PLPP3",3,3,4,3
"AA021170",5,4,4,4
"W67988",5,1,4,1
"NEDD9",6,6,6,6
"SMC2",1,3,1,3
"NUSAP1",1,3,1,3
"AA009547",1,5,3,3
"PRIM2",1,3,1,3
"NUCKS1",1,5,3,3
"LBR",5,2,5,5
"N54485",1,5,3,3
"CENPE",4,1,1,1
"MELK",1,6,1,6
"HAUS1",4,3,1,3
"MSH2",4,3,1,3
"W93536",1,5,1,3
"POLD3",1,3,1,3
"FAF1",6,6,6,6
"ADAMTS1",6,6,6,6
"ARL4D",1,1,1,1
"SLC38A2",1,2,1,2
"AA035262",1,5,3,3
"CNAP1",1,5,3,2
"AA029676",1,3,3,3
"PCNA",1,3,1,3
"N55327",1,5,3,3
"ARRDC4",6,6,6,6
"TOP2A",4,3,1,3
"CKAP2",1,3,1,3
"R13146",1,5,3,3
"R10991",1,5,3,3
"H68297",1,5,3,3
"HSPC150",1,5,3,3
"CENPF",1,3,1,3
"RRM1",3,3,1,3
"CCNA2",1,3,1,3
"R20345",1,5,1,3
"FEN1",1,3,1,3
"KPNA2",1,3,1,3
"ARL6IP1",4,1,1,1
"RRM2",1,3,1,3
"CDK1",1,6,1,6
"OCLN",1,3,1,3
"CKS2",4,3,1,3
"CCNB1",1,6,1,6
"UGT2B7",3,3,5,3
"ATF3",1,6,1,6
"PPP4C",6,6,6,6
"BRD3",1,6,1,6
"T95837",2,2,2,2
"FOS",4,6,6,6
"EGR1",6,6,6,6
"NR4A2",1,6,1,6
"CXCL2",6,6,6,6
"GEM",4,6,6,6
"R16980",5,1,5,1
"ATP1B3",1,1,1,1
"ZBTB21",1,3,1,5
"W72835",5,1,4,1
"TNFAIP3",6,6,6,6
"HIVEP2",1,6,1,6
"GFM2",1,3,1,3
"CCL2",6,6,6,6
"FAM175B",5,1,4,1
"IL1B",4,6,6,6
"CXCL8",6,6,6,6
"R25353",5,1,5,1
"ETS2",1,1,1,5
"ETS1",1,6,1,6
"CLDN4",6,1,6,1
"PMEPA1",6,6,6,6
"VEGFA",6,6,6,6
"FLT1",6,6,6,6
"MAT2A",3,3,5,3
"H25689",5,1,4,1
"FLYWCH1",3,1,4,1
"THBD",6,1,6,1
"BMPR2",6,6,6,6
"T48818",5,1,4,1
"STC1",6,1,6,1
"RGS4",6,6,6,6
"FCGR2B",4,1,6,1
"ATG4A",1,3,1,3
"T62684",5,1,4,1
"YRDC",6,1,6,1
"DUSP6",6,6,6,6
"GRPEL1",1,3,1,3
"TMEM2",3,4,4,4
"FGF7",6,6,6,6
"W52295",5,1,4,1
"W44677",5,1,4,1
"H02190",2,2,2,2
"ADRA2C",6,6,6,6
"T82817",1,5,1,2
"FURIN",1,3,1,3
"MKI67",3,3,2,3
"RPS2",1,3,1,3
"SDF1",3,3,1,3
"RAN",1,3,1,3
"ITGA6",4,1,1,1
"ACP1",3,3,1,3
"CDK7",1,3,1,3
"CNDP2",3,3,2,3
"AA028949",1,5,3,3
"RANBP1",3,3,6,3
"SDCBP2",6,6,6,6
"NOP56",1,3,1,3
"TRIM3",6,6,6,6
"HSPA8",1,3,1,3
"TBCB",1,3,1,3
"CENPN",1,1,1,1
"T54874",3,4,4,4
"R16047",3,4,4,4
"ESM1",6,6,6,6
"DSP",1,3,1,3
"HNT",3,4,4,4
"OPCML",3,3,1,3
"DNAJB9",1,6,1,6
"ZDHHC18",1,3,1,3
"NEK7",1,6,1,6
"R99596",3,3,1,3
"R39465",1,5,3,3
"OXTR",3,3,6,3
"MPC1",3,3,2,3
"EBNA1BP2",3,3,1,3
"R78225",3,4,4,4
"H01821",3,4,4,4
"HSPB7",3,1,1,1
"GCH1",3,3,2,3
"TIMP3",3,3,1,3
"DDX21",1,3,1,3
"ANPEP",3,3,1,3
"W74639",3,4,4,4
"PPIF",4,3,1,3
"CTPS",3,4,4,4
"MICAL2",3,3,1,3
"TM4SF1",3,3,5,3
"NEU1",3,3,5,3
"OGFRL1",3,4,4,4
"RCAN1",1,6,1,6
"AA057801",3,4,4,4
"MYO10",4,1,1,1
"SERPINB2",6,1,6,1
"TGM2",3,3,1,3
"SSR3",3,3,1,3
"S1PR1",1,1,1,1
"CXCL12",6,1,6,1
"MT1M",3,3,1,3
"WDR1",1,1,1,1
"PLOD2",1,3,1,3
"ATP5G1",3,3,2,3
"S100A16",3,4,4,4
"PFKP",3,3,5,3
"SLC20A1",3,3,2,3
"CYCS",1,3,1,3
"PSMD2",1,3,1,3
"MT1L",3,3,4,3
"MT2A",3,3,1,3
"PTMA",1,3,1,3
"T85217",3,4,4,4
"GPM6B",4,1,1,1
"H85111",3,4,4,4
"FAM101B",3,4,4,4
"MT1G",3,3,1,3
"N55459",3,3,4,3
"ESPL1",1,3,1,3
"KIAA0368",1,3,1,3
"CDH2",1,1,1,1
"SERPIND1",1,1,1,1
"H48459",3,4,4,4
"MRPL35",3,3,1,3
"TMEM106A",3,3,1,3
"R21876",3,4,4,4
"TFPI2",3,4,4,4
"PKM2",1,4,3,4
"CCT5",1,3,1,3
"CLTC",4,3,1,3
"RGS12",6,6,6,6
"ACLY",5,3,5,5
"FLNB",6,6,6,6
"TPM1",4,1,1,1
"AA046572",3,4,4,4
"MAP2K3",4,6,6,6
"NET1",6,6,6,6
"UAP1",1,3,1,3
"PLAUR",6,1,6,1
"NDRG2",6,6,6,6
"R36703",5,1,4,1
"F3",6,1,6,1
"PTGS2",3,3,5,3
"ID3",1,3,1,3
"KLF10",4,6,1,6
"ACKR3",6,6,6,6
"CTGF",6,6,6,6
"ARV1",5,2,5,5
"N58770",5,6,5,5
"CDKN1A",4,6,6,6
"ZNF584",1,6,1,6
"NR4A3",4,6,1,6
"BHLHE40",1,6,1,5
"MPC2",2,2,2,2
"JUNB",1,6,1,6
"AA044235",5,6,5,5
"MCL1",6,6,6,6
"NAMPT",5,3,5,5
"EDN1",6,6,6,6
"IL6",6,6,6,6
"SGK1",6,6,6,6
"KLF6",1,6,1,6
"DUSP1",6,6,6,6
