"1" "2" "3" "4" "5" "6"
"BM-002" 1 6 5 5 4 3
"FAM111A" 1 6 6 2 4 2
"FPGT" 3 5 3 2 5 2
"KIAA1376" 6 6 2 5 4 2
"WEE1" 1 6 2 6 6 1
"HLTF" 5 4 6 4 1 6
"HOXA11" 5 2 2 6 1 6
"USP49" 2 1 6 3 4 6
"RAP140" 2 6 5 5 4 3
"FLJ10971" 2 4 5 3 4 6
"KBTBD6" 4 4 3 2 4 2
"ZNF302" 5 4 6 4 1 6
"DHX57" 1 4 6 6 4 2
"SUPT20H" 2 4 2 6 4 2
"FLJ20008" 1 6 5 5 4 5
"MSL1" 2 6 2 3 4 2
"CACNA1E" 3 4 3 2 5 2
"CREBZF" 1 5 6 4 1 2
"STX7" 1 6 2 6 4 2
"ALDH3A2" 3 5 3 2 4 2
"MEIS1" 5 6 2 6 4 6
"NEDD4L" 1 4 2 6 4 6
"AGGF1" 1 2 6 6 4 6
"F2R" 4 4 2 6 4 6
"PLEKHA5" 4 4 3 3 5 2
"THBS3" 4 5 3 3 5 2
"DAAM1" 6 4 2 4 6 6
"KIT" 4 4 2 4 5 6
"H83657" 6 3 6 5 4 2
"SULT4A1" 3 5 3 2 5 2
"ECM2" 4 5 3 3 5 2
"N64208" 2 5 6 3 5 6
"CYP4V2" 3 5 3 2 5 2
"LDB2" 2 3 6 3 2 2
"HMGB2" 4 4 6 6 4 6
"SLC35E2" 1 1 3 3 5 2
"GTF2I" 6 6 6 4 1 6
"PNRC1" 2 5 6 3 5 6
"TCF7L2" 5 4 3 4 1 6
"SAV1" 6 4 2 4 1 6
"TGFBR3" 4 4 3 4 1 6
"FYN" 4 4 2 4 5 6
"HDHD3" 2 5 6 3 5 6
"PDZRN3" 2 1 2 3 5 6
"LPIN1" 3 5 3 2 5 2
"DDIT3" 4 4 6 4 1 6
"SH3D19" 6 1 2 4 4 6
"ACF7" 6 5 6 5 4 2
"TAX1BP1" 4 6 6 4 4 6
"COBLL1" 6 3 6 5 4 2
"PDE8B" 2 5 6 2 4 2
"ZNF521" 6 3 6 3 2 6
"AHR" 5 4 6 4 1 6
"ACACA" 3 5 3 2 5 2
"W45465" 6 5 6 3 5 6
"CAMK2D" 4 4 2 4 5 6
"PXK" 4 6 2 3 4 6
"TBCK" 2 4 2 3 5 6
"SRGAP2" 6 4 2 6 4 6
"DPYD" 1 5 3 2 4 2
"FAM102B" 2 3 6 3 4 6
"BBS2" 5 4 3 6 4 6
"SERPINA7" 2 4 4 3 4 6
"RB1CC1" 2 5 2 3 5 6
"PBX1" 5 5 6 4 1 6
"RAB11FIP2" 6 4 3 3 5 2
"TFPI" 2 4 4 3 4 1
"AHRR" 4 6 6 3 1 2
"ADD3" 1 4 3 3 4 1
"B3GALT6" 3 1 3 2 5 2
"TCAF1" 6 6 2 3 5 6
"SLC35A1" 2 1 4 3 5 6
"AA010407" 6 3 5 5 4 5
"IFIT2" 6 6 2 4 5 6
"CALCOCO1" 6 6 6 4 1 6
"LSAMP" 6 2 2 6 3 6
"ZBTB44" 2 3 6 3 4 6
"XRN1" 1 1 6 2 4 2
"ZBED5" 1 3 5 2 4 3
"ANGEL2" 6 6 2 6 4 2
"H05758" 1 3 5 5 4 5
"PHF3" 5 2 3 6 1 6
"ADGRL2" 6 4 2 4 1 6
"CLCN3" 1 4 2 2 4 2
"TIA1" 1 4 6 6 4 2
"HCGVIII-1" 1 6 5 5 4 5
"R70902" 1 3 5 5 4 2
"CDKN1B" 4 6 2 4 4 6
"KBTBD7" 6 6 2 4 1 6
"R43550" 6 3 5 5 4 2
"H92076" 6 3 5 5 4 2
"HSF2" 1 5 6 2 1 2
"R72963" 6 5 6 3 5 2
"SIAH1" 1 4 2 4 5 6
"KLF12" 1 5 6 4 1 2
"WW45" 6 5 6 3 5 2
"NAA16" 1 4 2 4 5 6
"H29270" 1 3 5 5 4 3
"R17893" 1 3 5 5 4 3
"CDKN2C" 1 6 2 6 4 6
"SSX2IP" 2 6 2 3 4 2
"TFDP2" 1 4 6 4 1 2
"OXR1" 4 4 2 3 4 2
"HNMT" 3 6 3 2 3 2
"ICE2" 1 5 6 2 1 2
"KIAA0923" 1 3 5 5 4 3
"RFX5" 5 4 6 4 1 6
"MRE11A" 1 4 2 6 4 2
"NBPF1" 2 3 5 5 4 3
"NBPF14" 2 3 5 5 4 5
"STK38" 6 4 2 3 5 6
"T98859" 2 3 5 5 4 3
"ROR2" 6 6 2 1 1 6
"CEBPG" 4 6 6 6 1 6
"CEP57" 1 6 2 6 6 2
"PLSCR1" 4 4 2 4 4 6
"DDX17" 1 6 6 4 1 6
"EFCAB7" 6 3 5 5 2 2
"SNX29" 6 3 6 3 2 2
"ARL14EP" 6 6 5 5 4 2
"UACA" 4 4 3 2 5 2
"PEAK1" 2 1 2 3 5 6
"R51896" 6 5 6 3 5 2
"GOPC" 6 6 2 4 6 6
"ATRX" 1 4 6 4 4 2
"KIAA0355" 2 3 6 5 4 2
"NARS" 1 5 6 2 4 2
"ATG4C" 1 1 4 3 5 2
"YYY" 6 3 5 5 4 2
"NR1D2" 1 4 6 4 1 6
"N33510" 2 3 6 3 4 2
"W73942" 2 3 6 3 2 2
"FOXF2" 1 4 6 4 1 2
"ZFP36L2" 1 6 3 4 1 2
"NSL1" 6 6 2 1 6 6
"PPM1B" 6 4 2 4 5 6
"LRRC32" 2 3 1 3 4 2
"TSTD2" 4 4 3 2 5 2
"IFIT1" 4 6 2 4 5 6
"PSPH" 3 5 3 2 5 2
"KIAA1462" 6 5 6 4 5 2
"DAPK1" 6 4 2 4 5 6
"ZRANB1" 2 4 2 3 5 6
"PTGFRN" 6 5 3 3 5 6
"REEP5" 3 4 3 2 5 2
"ASPH" 5 4 3 4 1 6
"ITFG1" 6 3 2 5 3 5
"CPT1A" 3 5 3 2 5 2
"T85042" 6 6 2 6 3 5
"FBN1" 5 2 3 4 1 6
"R55334" 1 3 5 6 3 5
"PBX3" 3 2 2 6 3 2
"EPS15" 6 4 2 1 6 2
"PLA2R1" 4 4 2 6 5 2
"PCSK6" 5 1 4 4 1 6
"W88694" 1 3 5 2 4 3
"ZNF616" 5 4 6 4 1 6
"ANGPTL2" 5 2 3 4 1 6
"PDGFRB" 5 4 3 4 1 6
"GNAI2" 6 6 2 1 1 1
"MEG3" 6 5 3 4 5 6
"R37986" 6 5 6 4 5 2
"CYP2C9" 3 5 3 2 5 2
"FADS2" 3 5 3 2 5 2
"ELANE" 4 4 3 4 4 6
"W86869" 6 1 3 4 5 6
"AA055520" 4 1 3 4 5 6
"C1R" 4 6 3 3 5 6
"AA004769" 6 1 3 4 5 6
"L3MBTL2" 2 5 6 4 5 6
"LPL" 5 1 3 4 5 2
"AA026215" 5 1 3 4 5 6
"AA026313" 6 1 3 4 5 6
"NUPR1" 5 1 3 4 6 1
"AA039465" 6 5 3 3 5 6
"PAPPA" 2 1 4 3 5 6
"PSAT1" 3 5 3 2 5 2
"FDFT1" 3 5 3 2 5 2
"CYP51A1" 3 5 3 2 5 2
"AA045738" 6 1 3 4 5 6
"DPYSL3" 4 1 3 4 5 6
"IDI1" 3 5 3 2 5 2
"OXSR1" 6 4 2 1 5 6
"INSIG1" 3 5 3 2 5 2
"TMTC1" 6 5 6 4 5 6
"CCNL1" 2 5 6 4 1 6
"UGCG" 3 5 3 2 5 2
"SCD" 3 5 3 4 5 2
"APOD" 4 1 3 4 1 6
"PLPP3" 3 6 2 6 6 4
"AA021170" 5 1 3 1 1 4
"W67988" 5 1 3 1 1 1
"NEDD9" 6 6 2 1 6 6
"SMC2" 1 6 2 2 6 2
"NUSAP1" 1 6 2 6 6 2
"AA009547" 1 3 5 6 3 3
"PRIM2" 1 6 2 2 4 2
"NUCKS1" 1 3 5 5 4 3
"LBR" 3 5 3 2 5 2
"N54485" 1 4 5 2 4 3
"CENPE" 1 4 2 6 6 1
"MELK" 1 4 2 6 5 6
"HAUS1" 2 6 2 2 6 2
"MSH2" 1 6 2 6 4 2
"W93536" 1 6 5 6 3 5
"POLD3" 1 6 2 3 4 2
"FAF1" 1 4 2 6 4 6
"ADAMTS1" 6 6 2 1 5 6
"ARL4D" 1 4 2 2 4 2
"SLC38A2" 6 6 2 2 4 2
"AA035262" 1 3 5 2 4 3
"CNAP1" 1 3 5 5 3 3
"AA029676" 1 3 5 2 4 3
"PCNA" 1 4 2 6 4 2
"N55327" 1 3 5 2 4 3
"ARRDC4" 5 4 2 4 4 6
"TOP2A" 1 4 2 6 4 2
"CKAP2" 1 6 2 2 1 2
"R13146" 1 3 5 2 3 3
"R10991" 1 3 5 2 3 3
"H68297" 1 3 5 2 3 3
"HSPC150" 1 3 5 2 3 3
"CENPF" 1 4 2 6 6 2
"RRM1" 3 5 6 2 4 2
"CCNA2" 6 6 2 6 6 2
"R20345" 1 3 5 6 3 5
"FEN1" 1 4 6 6 4 2
"KPNA2" 1 4 6 6 4 2
"ARL6IP1" 1 4 2 6 4 1
"RRM2" 1 5 2 2 4 2
"CDK1" 1 4 2 6 4 6
"OCLN" 1 6 2 2 6 2
"CKS2" 1 2 2 2 4 2
"CCNB1" 1 4 2 6 6 6
"UGT2B7" 3 5 4 2 5 2
"ATF3" 2 4 6 4 1 6
"PPP4C" 6 6 2 3 5 6
"BRD3" 5 4 6 4 1 6
"T95837" 6 5 1 4 5 2
"FOS" 4 6 3 4 1 6
"EGR1" 5 4 6 4 1 6
"NR4A2" 5 6 3 4 1 6
"CXCL2" 5 4 2 1 1 1
"GEM" 6 6 2 1 6 6
"R16980" 5 5 4 1 1 1
"ATP1B3" 5 4 3 1 1 1
"ZBTB21" 1 5 6 4 1 6
"W72835" 5 2 4 1 1 1
"TNFAIP3" 5 4 4 4 1 6
"HIVEP2" 5 2 4 1 1 1
"GFM2" 1 1 4 3 1 2
"CCL2" 5 4 2 4 1 1
"FAM175B" 5 2 4 1 1 1
"IL1B" 5 4 3 4 1 6
"CXCL8" 5 4 4 1 1 6
"R25353" 5 5 4 1 1 1
"ETS2" 5 2 3 4 1 1
"ETS1" 5 4 2 4 1 1
"CLDN4" 6 2 2 1 1 1
"PMEPA1" 6 2 2 1 1 1
"VEGFA" 5 4 3 4 1 6
"FLT1" 5 2 2 1 1 6
"MAT2A" 3 5 3 2 5 2
"H25689" 5 2 4 1 1 1
"FLYWCH1" 5 2 4 1 1 1
"THBD" 5 4 4 1 1 1
"BMPR2" 5 2 4 4 1 6
"T48818" 5 2 4 1 1 1
"STC1" 5 2 3 1 1 1
"RGS4" 6 2 2 1 1 6
"FCGR2B" 6 6 2 1 1 1
"ATG4A" 5 1 4 1 5 6
"T62684" 5 2 4 1 1 1
"YRDC" 5 4 2 1 1 1
"DUSP6" 4 4 2 1 1 6
"GRPEL1" 1 1 4 2 1 2
"TMEM2" 5 2 4 1 6 4
"FGF7" 5 4 2 1 1 6
"W52295" 5 2 4 1 1 1
"W44677" 5 2 4 1 1 1
"H02190" 5 2 1 4 6 2
"ADRA2C" 5 4 2 1 1 6
"T82817" 1 2 5 6 3 5
"FURIN" 3 4 4 4 5 2
"MKI67" 5 4 2 2 6 2
"RPS2" 1 4 4 2 4 2
"SDF1" 3 6 2 6 3 5
"RAN" 1 4 2 6 4 2
"ITGA6" 5 4 2 6 1 1
"ACP1" 3 6 2 6 3 5
"CDK7" 1 4 2 6 4 2
"CNDP2" 3 5 4 2 5 2
"AA028949" 1 3 5 2 3 3
"RANBP1" 6 6 2 1 6 6
"SDCBP2" 6 2 2 1 1 1
"NOP56" 1 2 6 2 1 2
"TRIM3" 5 2 2 6 1 6
"HSPA8" 1 4 4 6 4 2
"TBCB" 1 1 4 2 5 2
"CENPN" 6 2 2 1 6 1
"T54874" 5 2 4 1 6 4
"R16047" 3 2 4 2 6 4
"ESM1" 5 2 2 1 1 6
"DSP" 5 6 2 6 6 1
"HNT" 3 2 4 6 6 4
"OPCML" 5 2 2 2 1 1
"DNAJB9" 1 6 4 1 5 6
"ZDHHC18" 1 5 4 3 1 6
"NEK7" 1 6 2 6 6 6
"R99596" 3 2 2 6 6 5
"R39465" 1 3 5 2 3 3
"OXTR" 5 6 2 4 1 1
"MPC1" 3 5 4 2 5 2
"EBNA1BP2" 3 2 2 6 3 5
"R78225" 3 2 4 1 6 4
"H01821" 5 2 4 1 6 4
"HSPB7" 4 2 4 1 1 1
"GCH1" 3 1 4 2 1 2
"TIMP3" 3 6 4 1 1 1
"DDX21" 1 2 6 2 1 1
"ANPEP" 3 1 4 2 1 2
"W74639" 5 2 4 1 6 4
"PPIF" 4 4 4 1 1 1
"CTPS" 5 2 4 1 6 4
"MICAL2" 5 2 3 2 1 2
"TM4SF1" 5 4 4 2 6 1
"NEU1" 3 5 4 2 5 2
"OGFRL1" 5 2 4 1 6 4
"RCAN1" 5 2 4 1 1 1
"AA057801" 5 2 4 1 6 4
"MYO10" 4 6 2 1 1 1
"SERPINB2" 5 2 4 1 1 1
"TGM2" 3 2 2 6 6 1
"SSR3" 3 1 4 2 1 2
"S1PR1" 5 2 2 6 1 1
"CXCL12" 5 4 2 1 1 1
"MT1M" 3 6 2 6 6 1
"WDR1" 5 4 2 2 1 1
"PLOD2" 1 6 2 6 4 6
"ATP5G1" 3 5 4 2 5 2
"S100A16" 3 2 4 2 6 4
"PFKP" 3 1 4 2 5 2
"SLC20A1" 3 2 2 1 6 1
"CYCS" 4 4 2 2 4 2
"PSMD2" 5 6 2 6 6 6
"MT1L" 3 2 2 2 6 4
"MT2A" 3 6 2 1 1 1
"PTMA" 5 4 6 4 1 2
"T85217" 3 2 4 1 6 4
"GPM6B" 5 2 2 6 1 1
"H85111" 3 2 4 1 6 4
"FAM101B" 3 2 4 6 6 4
"MT1G" 3 6 2 6 6 1
"N55459" 3 2 4 2 6 4
"ESPL1" 1 6 2 6 6 1
"KIAA0368" 1 1 4 6 4 1
"CDH2" 5 2 2 6 6 1
"SERPIND1" 5 2 4 1 1 1
"H48459" 3 2 4 1 6 4
"MRPL35" 3 1 4 2 1 2
"TMEM106A" 3 4 4 2 6 2
"R21876" 3 2 4 1 6 4
"TFPI2" 5 2 4 1 6 4
"PKM2" 1 2 4 2 6 3
"CCT5" 1 1 4 2 1 6
"CLTC" 5 1 3 6 1 1
"RGS12" 6 2 4 1 1 6
"ACLY" 3 5 3 2 5 2
"FLNB" 6 6 2 1 1 1
"TPM1" 4 2 3 4 6 1
"AA046572" 5 2 4 1 6 4
"MAP2K3" 5 4 2 1 1 6
"NET1" 6 4 2 1 1 6
"UAP1" 1 5 4 2 1 2
"PLAUR" 5 4 4 1 1 1
"NDRG2" 6 2 2 1 1 1
"R36703" 5 5 4 1 1 1
"F3" 5 4 4 1 1 1
"PTGS2" 5 5 3 2 5 2
"ID3" 5 2 4 6 1 1
"KLF10" 5 2 3 4 1 6
"ACKR3" 6 4 3 1 1 6
"CTGF" 4 4 3 1 1 6
"ARV1" 3 5 3 2 5 2
"N58770" 4 5 1 4 5 6
"CDKN1A" 5 6 2 4 5 6
"ZNF584" 5 4 6 4 1 6
"NR4A3" 5 4 3 4 1 6
"BHLHE40" 5 5 6 4 1 6
"MPC2" 3 5 3 2 5 2
"JUNB" 5 4 3 4 1 6
"AA044235" 5 5 1 4 5 6
"MCL1" 6 4 3 1 1 6
"NAMPT" 5 1 3 2 1 2
"EDN1" 5 4 3 1 1 6
"IL6" 5 4 3 4 1 6
"SGK1" 4 4 3 4 1 6
"KLF6" 5 5 6 4 1 6
"DUSP1" 4 4 2 1 5 6
